,id_estacao,data_medicao,acumulado_chuva_15_min,acumulado_chuva_1_h,acumulado_chuva_4_h,acumulado_chuva_24_h,acumulado_chuva_96_h,acumulado_chuva_30_d,data_particao,primary_key
215,1,2024-03-15 04:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 04:15:00
216,1,2024-03-15 04:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 04:30:00
217,1,2024-03-15 05:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 05:30:00
218,1,2024-03-15 05:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 05:45:00
219,1,2024-03-15 07:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 07:30:00
220,1,2024-03-15 08:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 08:00:00
221,1,2024-03-15 08:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 08:15:00
222,1,2024-03-15 08:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 08:45:00
223,1,2024-03-15 09:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 09:00:00
224,1,2024-03-15 09:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 09:30:00
225,1,2024-03-15 06:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 06:00:00
226,1,2024-03-15 06:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 06:30:00
227,1,2024-03-15 06:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 06:45:00
228,1,2024-03-15 07:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 07:45:00
229,1,2024-03-15 10:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 10:45:00
230,1,2024-03-15 13:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 13:30:00
231,1,2024-03-15 13:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 13:45:00
232,1,2024-03-15 01:00:00,0.0,0.0,0.0,0.0,0.2,25.0,2024-03-15,1_2024-03-15 01:00:00
233,1,2024-03-15 02:30:00,0.0,0.0,0.0,0.0,0.2,25.0,2024-03-15,1_2024-03-15 02:30:00
234,1,2024-03-15 00:30:00,0.0,0.0,0.0,0.0,0.2,25.0,2024-03-15,1_2024-03-15 00:30:00
235,1,2024-03-15 02:15:00,0.0,0.0,0.0,0.0,0.2,25.0,2024-03-15,1_2024-03-15 02:15:00
236,1,2024-03-15 03:15:00,0.0,0.0,0.0,0.0,0.2,25.0,2024-03-15,1_2024-03-15 03:15:00
237,1,2024-03-15 00:15:00,0.0,0.0,0.0,0.0,0.2,25.0,2024-03-15,1_2024-03-15 00:15:00
238,1,2024-03-15 01:45:00,0.0,0.0,0.0,0.0,0.2,25.0,2024-03-15,1_2024-03-15 01:45:00
239,1,2024-03-15 02:00:00,0.0,0.0,0.0,0.0,0.2,25.0,2024-03-15,1_2024-03-15 02:00:00
240,1,2024-03-15 14:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 14:30:00
241,1,2024-03-15 16:45:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 16:45:00
242,1,2024-03-15 16:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 16:15:00
243,1,2024-03-15 18:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 18:00:00
244,1,2024-03-15 15:30:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 15:30:00
245,1,2024-03-15 17:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 17:15:00
246,1,2024-03-15 16:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 16:00:00
247,1,2024-03-15 21:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 21:15:00
248,1,2024-03-15 22:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 22:00:00
249,1,2024-03-15 23:00:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 23:00:00
250,1,2024-03-15 23:15:00,0.0,0.0,0.0,0.0,0.0,25.0,2024-03-15,1_2024-03-15 23:15:00
251,1,2024-03-04 11:00:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 11:00:00
252,1,2024-03-04 13:15:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 13:15:00
253,1,2024-03-04 14:30:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 14:30:00
254,1,2024-03-04 16:00:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 16:00:00
255,1,2024-03-04 16:45:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 16:45:00
256,1,2024-03-04 18:30:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 18:30:00
257,1,2024-03-04 21:45:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 21:45:00
258,1,2024-03-04 10:15:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 10:15:00
259,1,2024-03-04 11:45:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 11:45:00
260,1,2024-03-04 15:30:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 15:30:00
261,1,2024-03-04 17:15:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 17:15:00
262,1,2024-03-04 09:15:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 09:15:00
263,1,2024-03-04 09:45:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 09:45:00
264,1,2024-03-04 10:30:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 10:30:00
265,1,2024-03-04 11:15:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 11:15:00
266,1,2024-03-04 13:45:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 13:45:00
267,1,2024-03-04 20:45:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 20:45:00
268,1,2024-03-04 22:15:00,,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 22:15:00
269,1,2024-03-04 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 10:00:00
270,1,2024-03-04 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 12:15:00
271,1,2024-03-04 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 12:45:00
272,1,2024-03-04 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 13:00:00
273,1,2024-03-04 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 13:30:00
274,1,2024-03-04 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 15:15:00
275,1,2024-03-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 18:00:00
276,1,2024-03-04 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 19:15:00
277,1,2024-03-04 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 20:30:00
278,1,2024-03-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 23:00:00
279,1,2024-03-04 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 23:15:00
280,1,2024-03-04 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 09:30:00
281,1,2024-03-04 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 10:45:00
282,1,2024-03-04 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 11:30:00
283,1,2024-03-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 12:00:00
284,1,2024-03-04 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 12:30:00
285,1,2024-03-04 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 14:00:00
286,1,2024-03-04 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 16:30:00
287,1,2024-03-04 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 17:30:00
288,1,2024-03-04 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 18:15:00
289,1,2024-03-04 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 18:45:00
290,1,2024-03-04 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 19:30:00
291,1,2024-03-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 20:00:00
292,1,2024-03-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 22:00:00
293,1,2024-03-04 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 23:45:00
294,1,2024-03-04 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 14:15:00
295,1,2024-03-04 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 14:45:00
296,1,2024-03-04 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 15:00:00
297,1,2024-03-04 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 15:45:00
298,1,2024-03-04 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 16:15:00
299,1,2024-03-04 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 17:00:00
300,1,2024-03-04 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 17:45:00
301,1,2024-03-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 19:00:00
302,1,2024-03-04 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 19:45:00
303,1,2024-03-04 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 20:15:00
304,1,2024-03-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 21:00:00
305,1,2024-03-04 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 21:15:00
306,1,2024-03-04 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 21:30:00
307,1,2024-03-04 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 22:30:00
308,1,2024-03-04 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 22:45:00
309,1,2024-03-04 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-04,1_2024-03-04 23:30:00
310,1,2024-03-05 22:00:00,4.6,27.4,27.8,27.8,27.8,27.8,2024-03-05,1_2024-03-05 22:00:00
311,1,2024-03-05 22:45:00,3.6,8.2,31.4,31.4,31.4,31.4,2024-03-05,1_2024-03-05 22:45:00
312,1,2024-03-05 21:15:00,2.4,2.8,2.8,2.8,2.8,2.8,2024-03-05,1_2024-03-05 21:15:00
313,1,2024-03-05 21:45:00,20.4,22.8,23.2,23.2,23.2,23.2,2024-03-05,1_2024-03-05 21:45:00
314,1,2024-03-05 23:00:00,0.8,4.4,32.2,32.2,32.2,32.2,2024-03-05,1_2024-03-05 23:00:00
315,1,2024-03-05 23:15:00,0.8,5.2,33.0,33.0,33.0,33.0,2024-03-05,1_2024-03-05 23:15:00
316,1,2024-03-05 23:30:00,0.8,6.0,33.8,33.8,33.8,33.8,2024-03-05,1_2024-03-05 23:30:00
317,1,2024-03-05 23:45:00,2.0,4.4,35.8,35.8,35.8,35.8,2024-03-05,1_2024-03-05 23:45:00
318,1,2024-03-05 20:30:00,0.4,0.4,0.4,0.4,0.4,0.4,2024-03-05,1_2024-03-05 20:30:00
319,1,2024-03-05 21:30:00,,2.4,2.8,2.8,2.8,2.8,2024-03-05,1_2024-03-05 21:30:00
320,1,2024-03-05 22:30:00,,25.0,27.8,27.8,27.8,27.8,2024-03-05,1_2024-03-05 22:30:00
321,1,2024-03-05 22:15:00,,25.0,27.8,27.8,27.8,27.8,2024-03-05,1_2024-03-05 22:15:00
322,1,2024-03-05 20:45:00,,0.4,0.4,0.4,0.4,0.4,2024-03-05,1_2024-03-05 20:45:00
323,1,2024-03-05 21:00:00,,0.4,0.4,0.4,0.4,0.4,2024-03-05,1_2024-03-05 21:00:00
324,1,2024-03-05 06:15:00,,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 06:15:00
325,1,2024-03-05 12:15:00,,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 12:15:00
326,1,2024-03-05 19:45:00,,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 19:45:00
327,1,2024-03-05 03:30:00,,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 03:30:00
328,1,2024-03-05 10:45:00,,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 10:45:00
329,1,2024-03-05 11:45:00,,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 11:45:00
330,1,2024-03-05 13:15:00,,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 13:15:00
331,1,2024-03-05 09:45:00,,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 09:45:00
332,1,2024-03-05 10:00:00,,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 10:00:00
333,1,2024-03-05 16:15:00,,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 16:15:00
334,1,2024-03-05 17:00:00,,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 17:00:00
335,1,2024-03-05 18:15:00,,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 18:15:00
336,1,2024-03-05 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 00:30:00
337,1,2024-03-05 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 01:15:00
338,1,2024-03-05 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 01:45:00
339,1,2024-03-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 02:00:00
340,1,2024-03-05 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 02:30:00
341,1,2024-03-05 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 04:30:00
342,1,2024-03-05 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 04:45:00
343,1,2024-03-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 05:00:00
344,1,2024-03-05 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 05:30:00
345,1,2024-03-05 05:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 05:45:00
346,1,2024-03-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 06:00:00
347,1,2024-03-05 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 06:30:00
348,1,2024-03-05 07:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 07:15:00
349,1,2024-03-05 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 08:30:00
350,1,2024-03-05 08:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 08:45:00
351,1,2024-03-05 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 10:30:00
352,1,2024-03-05 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 12:30:00
353,1,2024-03-05 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 15:00:00
354,1,2024-03-05 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 15:30:00
355,1,2024-03-05 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 15:45:00
356,1,2024-03-05 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 16:00:00
357,1,2024-03-05 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 16:45:00
358,1,2024-03-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 18:00:00
359,1,2024-03-05 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 18:45:00
360,1,2024-03-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 19:00:00
361,1,2024-03-05 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 00:15:00
362,1,2024-03-05 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 00:45:00
363,1,2024-03-05 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 01:30:00
364,1,2024-03-05 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 02:45:00
365,1,2024-03-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 03:00:00
366,1,2024-03-05 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 03:45:00
367,1,2024-03-05 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 06:45:00
368,1,2024-03-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 07:00:00
369,1,2024-03-05 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 07:30:00
370,1,2024-03-05 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 08:00:00
371,1,2024-03-05 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 08:15:00
372,1,2024-03-05 09:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 09:15:00
373,1,2024-03-05 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 11:00:00
374,1,2024-03-05 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 11:15:00
375,1,2024-03-05 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 11:30:00
376,1,2024-03-05 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 13:45:00
377,1,2024-03-05 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 14:30:00
378,1,2024-03-05 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 14:45:00
379,1,2024-03-05 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 15:15:00
380,1,2024-03-05 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 16:30:00
381,1,2024-03-05 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 17:15:00
382,1,2024-03-05 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 17:30:00
383,1,2024-03-05 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 17:45:00
384,1,2024-03-05 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 18:30:00
385,1,2024-03-05 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 19:15:00
386,1,2024-03-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 20:00:00
387,1,2024-03-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 00:00:00
388,1,2024-03-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 01:00:00
389,1,2024-03-05 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 02:15:00
390,1,2024-03-05 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 03:15:00
391,1,2024-03-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 04:00:00
392,1,2024-03-05 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 04:15:00
393,1,2024-03-05 05:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 05:15:00
394,1,2024-03-05 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 07:45:00
395,1,2024-03-05 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 09:00:00
396,1,2024-03-05 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 09:30:00
397,1,2024-03-05 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 10:15:00
398,1,2024-03-05 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 12:00:00
399,1,2024-03-05 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 12:45:00
400,1,2024-03-05 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 13:00:00
401,1,2024-03-05 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 13:30:00
402,1,2024-03-05 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 14:00:00
403,1,2024-03-05 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 14:15:00
404,1,2024-03-05 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 19:30:00
405,1,2024-03-05 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-05,1_2024-03-05 20:15:00
406,1,2024-03-06 00:15:00,1.4,5.8,38.8,38.8,38.8,38.8,2024-03-06,1_2024-03-06 00:15:00
407,1,2024-03-06 01:15:00,0.4,2.8,38.8,41.6,41.6,41.6,2024-03-06,1_2024-03-06 01:15:00
408,1,2024-03-06 00:00:00,1.6,5.2,37.4,37.4,37.4,37.4,2024-03-06,1_2024-03-06 00:00:00
409,1,2024-03-06 00:30:00,0.8,5.8,39.2,39.6,39.6,39.6,2024-03-06,1_2024-03-06 00:30:00
410,1,2024-03-06 00:45:00,1.0,4.8,40.2,40.6,40.6,40.6,2024-03-06,1_2024-03-06 00:45:00
411,1,2024-03-06 01:00:00,0.6,3.8,40.8,41.2,41.2,41.2,2024-03-06,1_2024-03-06 01:00:00
412,1,2024-03-06 02:00:00,0.6,1.4,14.8,42.6,42.6,42.6,2024-03-06,1_2024-03-06 02:00:00
413,1,2024-03-06 02:15:00,,1.0,14.8,42.6,42.6,42.6,2024-03-06,1_2024-03-06 02:15:00
414,1,2024-03-06 02:45:00,,0.8,11.4,42.8,42.8,42.8,2024-03-06,1_2024-03-06 02:45:00
415,1,2024-03-06 02:30:00,0.2,1.0,15.0,42.8,42.8,42.8,2024-03-06,1_2024-03-06 02:30:00
416,1,2024-03-06 01:45:00,0.2,1.4,18.8,42.0,42.0,42.0,2024-03-06,1_2024-03-06 01:45:00
417,1,2024-03-06 01:30:00,0.2,2.2,39.0,41.8,41.8,41.8,2024-03-06,1_2024-03-06 01:30:00
418,1,2024-03-06 04:15:00,,0.0,4.2,43.0,43.0,43.0,2024-03-06,1_2024-03-06 04:15:00
419,1,2024-03-06 07:00:00,,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 07:00:00
420,1,2024-03-06 07:15:00,,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 07:15:00
421,1,2024-03-06 10:00:00,,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 10:00:00
422,1,2024-03-06 08:15:00,,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 08:15:00
423,1,2024-03-06 05:30:00,,0.0,1.2,43.0,43.0,43.0,2024-03-06,1_2024-03-06 05:30:00
424,1,2024-03-06 06:30:00,,0.0,0.2,43.0,43.0,43.0,2024-03-06,1_2024-03-06 06:30:00
425,1,2024-03-06 03:45:00,0.0,0.2,7.2,43.0,43.0,43.0,2024-03-06,1_2024-03-06 03:45:00
426,1,2024-03-06 04:45:00,0.0,0.0,2.4,43.0,43.0,43.0,2024-03-06,1_2024-03-06 04:45:00
427,1,2024-03-06 03:15:00,0.0,0.4,10.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 03:15:00
428,1,2024-03-06 04:00:00,0.0,0.0,5.6,43.0,43.0,43.0,2024-03-06,1_2024-03-06 04:00:00
429,1,2024-03-06 05:00:00,0.0,0.0,1.8,43.0,43.0,43.0,2024-03-06,1_2024-03-06 05:00:00
430,1,2024-03-06 03:30:00,0.0,0.2,9.2,43.0,43.0,43.0,2024-03-06,1_2024-03-06 03:30:00
431,1,2024-03-06 04:30:00,0.0,0.0,3.4,43.0,43.0,43.0,2024-03-06,1_2024-03-06 04:30:00
432,1,2024-03-06 05:15:00,0.0,0.0,1.4,43.0,43.0,43.0,2024-03-06,1_2024-03-06 05:15:00
433,1,2024-03-06 07:45:00,0.0,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 07:45:00
434,1,2024-03-06 08:00:00,0.0,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 08:00:00
435,1,2024-03-06 09:00:00,0.0,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 09:00:00
436,1,2024-03-06 09:15:00,0.0,0.0,0.0,43.0,43.0,43.0,2024-03-06,1_2024-03-06 09:15:00
