,id_estacao,data_medicao,acumulado_chuva_10_min,acumulado_chuva_1_h,acumulado_chuva_3_h,acumulado_chuva_6_h,acumulado_chuva_12_h,acumulado_chuva_24_h,acumulado_chuva_48_h,acumulado_chuva_72_h,acumulado_chuva_96_h,data_particao,primary_key
349,7594,2023-12-31 11:20:00,0.0,0.0,1.4,1.4,1.4,2.0,2.0,2.0,2.0,2023-12-31,7594_2023-12-31 11:20:00
350,7594,2023-12-31 10:10:00,0.2,1.4,1.4,1.4,1.4,2.0,2.0,2.0,2.2,2023-12-31,7594_2023-12-31 10:10:00
351,7596,2023-12-31 07:40:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 07:40:00
352,7596,2023-12-31 06:40:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 06:40:00
353,7596,2023-12-31 00:40:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.4,2023-12-31,7596_2023-12-31 00:40:00
354,7596,2023-12-31 01:40:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.4,2023-12-31,7596_2023-12-31 01:40:00
355,7596,2023-12-31 02:40:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.4,2023-12-31,7596_2023-12-31 02:40:00
356,7596,2023-12-31 03:40:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.4,2023-12-31,7596_2023-12-31 03:40:00
357,7596,2023-12-31 04:40:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 04:40:00
358,7596,2023-12-31 05:40:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 05:40:00
359,7603,2023-12-31 05:10:00,0.2,0.2,0.2,0.2,0.8,2.0,2.0,2.0,2.0,2023-12-31,7603_2023-12-31 05:10:00
360,7594,2023-12-31 10:20:00,0.0,1.4,1.4,1.4,1.4,2.0,2.0,2.0,2.2,2023-12-31,7594_2023-12-31 10:20:00
361,7594,2023-12-31 23:20:00,0.0,0.0,0.0,0.0,0.0,1.4,2.0,2.0,2.0,2023-12-31,7594_2023-12-31 23:20:00
362,7594,2023-12-31 22:20:00,0.0,0.0,0.0,0.0,0.0,1.4,2.0,2.0,2.0,2023-12-31,7594_2023-12-31 22:20:00
363,7594,2023-12-31 21:20:00,0.0,0.0,0.0,0.0,1.4,1.4,2.0,2.0,2.0,2023-12-31,7594_2023-12-31 21:20:00
364,7594,2023-12-31 20:20:00,0.0,0.0,0.0,0.0,1.4,1.4,2.0,2.0,2.0,2023-12-31,7594_2023-12-31 20:20:00
365,7594,2023-12-31 19:20:00,0.0,0.0,0.0,0.0,1.4,1.4,2.0,2.0,2.0,2023-12-31,7594_2023-12-31 19:20:00
366,7594,2023-12-31 18:20:00,0.0,0.0,0.0,0.0,1.4,1.4,2.0,2.0,2.0,2023-12-31,7594_2023-12-31 18:20:00
367,7594,2023-12-31 17:20:00,0.0,0.0,0.0,0.0,1.4,1.4,2.0,2.0,2.0,2023-12-31,7594_2023-12-31 17:20:00
368,7594,2023-12-31 16:20:00,0.0,0.0,0.0,0.0,1.4,1.4,2.0,2.0,2.0,2023-12-31,7594_2023-12-31 16:20:00
369,7594,2023-12-31 15:20:00,0.0,0.0,0.0,1.4,1.4,1.4,2.0,2.0,2.0,2023-12-31,7594_2023-12-31 15:20:00
370,7594,2023-12-31 14:20:00,0.0,0.0,0.0,1.4,1.4,1.4,2.0,2.0,2.0,2023-12-31,7594_2023-12-31 14:20:00
371,7594,2023-12-31 13:20:00,0.0,0.0,0.0,1.4,1.4,1.6,2.0,2.0,2.0,2023-12-31,7594_2023-12-31 13:20:00
372,7610,2023-12-31 06:00:00,0.2,1.4,1.6,1.6,2.6,3.0,3.0,3.0,3.2,2023-12-31,7610_2023-12-31 06:00:00
373,7610,2023-12-31 06:50:00,0.0,0.4,1.4,1.6,2.4,3.0,3.0,3.0,3.2,2023-12-31,7610_2023-12-31 06:50:00
374,7610,2023-12-31 07:50:00,0.0,0.0,1.4,1.6,2.4,3.0,3.0,3.0,3.0,2023-12-31,7610_2023-12-31 07:50:00
375,7610,2023-12-31 08:50:00,0.0,0.0,0.4,1.6,2.4,2.6,3.0,3.0,3.0,2023-12-31,7610_2023-12-31 08:50:00
376,7610,2023-12-31 09:50:00,0.0,0.0,0.0,1.4,2.4,2.6,3.0,3.0,3.0,2023-12-31,7610_2023-12-31 09:50:00
377,3114,2023-12-31 00:50:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2023-12-31,3114_2023-12-31 00:50:00
378,3114,2023-12-31 01:50:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2023-12-31,3114_2023-12-31 01:50:00
379,3114,2023-12-31 02:50:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.8,2023-12-31,3114_2023-12-31 02:50:00
380,3114,2023-12-31 03:50:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.6,2023-12-31,3114_2023-12-31 03:50:00
381,3114,2023-12-31 04:50:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.4,2023-12-31,3114_2023-12-31 04:50:00
382,3215,2023-12-31 05:20:00,0.2,0.4,0.4,0.4,1.0,1.0,1.0,1.0,1.2,2023-12-31,3215_2023-12-31 05:20:00
383,7594,2023-12-31 09:30:00,0.4,0.4,0.4,0.4,0.4,1.0,1.0,1.0,1.2,2023-12-31,7594_2023-12-31 09:30:00
384,7600,2023-12-31 07:10:00,0.0,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.2,2023-12-31,7600_2023-12-31 07:10:00
385,7600,2023-12-31 08:10:00,0.0,0.0,0.8,0.8,0.8,1.0,1.0,1.0,1.0,2023-12-31,7600_2023-12-31 08:10:00
386,7600,2023-12-31 14:10:00,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,1.0,2023-12-31,7600_2023-12-31 14:10:00
387,7600,2023-12-31 13:10:00,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.0,1.0,2023-12-31,7600_2023-12-31 13:10:00
388,7600,2023-12-31 12:10:00,0.0,0.0,0.0,0.8,0.8,0.8,1.0,1.0,1.0,2023-12-31,7600_2023-12-31 12:10:00
389,7600,2023-12-31 11:10:00,0.0,0.0,0.0,0.8,0.8,0.8,1.0,1.0,1.0,2023-12-31,7600_2023-12-31 11:10:00
390,7600,2023-12-31 09:10:00,0.0,0.0,0.8,0.8,0.8,0.8,1.0,1.0,1.0,2023-12-31,7600_2023-12-31 09:10:00
391,7600,2023-12-31 10:10:00,0.0,0.0,0.0,0.8,0.8,0.8,1.0,1.0,1.0,2023-12-31,7600_2023-12-31 10:10:00
392,7612,2023-12-31 00:20:00,0.0,0.0,0.0,0.0,0.0,2.4,2.4,2.4,3.8,2023-12-31,7612_2023-12-31 00:20:00
393,7612,2023-12-31 01:20:00,0.0,0.0,0.0,0.0,0.0,2.4,2.4,2.4,3.8,2023-12-31,7612_2023-12-31 01:20:00
394,7612,2023-12-31 02:20:00,0.0,0.0,0.0,0.0,0.0,2.4,2.4,2.4,3.8,2023-12-31,7612_2023-12-31 02:20:00
395,7612,2023-12-31 03:20:00,0.0,0.0,0.0,0.0,0.0,2.4,2.4,2.4,3.8,2023-12-31,7612_2023-12-31 03:20:00
396,7612,2023-12-31 04:20:00,0.0,0.0,0.0,0.0,0.0,2.4,2.4,2.4,2.6,2023-12-31,7612_2023-12-31 04:20:00
397,7595,2023-12-31 00:30:00,0.0,0.0,0.0,0.0,0.2,5.8,5.8,5.8,6.4,2023-12-31,7595_2023-12-31 00:30:00
398,7605,2023-12-31 02:40:00,0.0,0.0,0.0,0.0,0.0,5.8,5.8,5.8,8.4,2023-12-31,7605_2023-12-31 02:40:00
399,7605,2023-12-31 03:40:00,0.0,0.0,0.0,0.0,0.0,5.8,5.8,5.8,8.2,2023-12-31,7605_2023-12-31 03:40:00
400,7605,2023-12-31 04:40:00,0.0,0.0,0.0,0.0,0.0,5.8,5.8,5.8,7.0,2023-12-31,7605_2023-12-31 04:40:00
401,7605,2023-12-31 05:40:00,0.0,0.0,0.0,0.0,0.0,5.8,5.8,5.8,6.8,2023-12-31,7605_2023-12-31 05:40:00
402,7605,2023-12-31 06:40:00,0.0,0.0,0.0,0.0,0.0,5.8,5.8,5.8,6.0,2023-12-31,7605_2023-12-31 06:40:00
403,7611,2023-12-31 00:10:00,0.0,0.4,0.4,0.6000000000000001,2.2,5.8,5.8,5.8,6.8,2023-12-31,7611_2023-12-31 00:10:00
404,7611,2023-12-31 01:10:00,0.0,0.0,0.4,0.6000000000000001,2.0,5.8,5.8,5.8,6.8,2023-12-31,7611_2023-12-31 01:10:00
405,7611,2023-12-31 02:10:00,0.0,0.0,0.4,0.6000000000000001,1.2,5.8,5.8,5.8,6.8,2023-12-31,7611_2023-12-31 02:10:00
406,7611,2023-12-31 03:10:00,0.0,0.0,0.0,0.4,0.8,5.8,5.8,5.8,6.8,2023-12-31,7611_2023-12-31 03:10:00
407,7611,2023-12-31 04:10:00,0.0,0.0,0.0,0.4,0.6000000000000001,5.8,5.8,5.8,6.8,2023-12-31,7611_2023-12-31 04:10:00
408,7611,2023-12-31 05:10:00,0.0,0.0,0.0,0.4,0.6000000000000001,5.8,5.8,5.8,6.0,2023-12-31,7611_2023-12-31 05:10:00
409,7605,2023-12-31 08:40:00,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,5.8,5.8,6.0,2023-12-31,7605_2023-12-31 08:40:00
410,7605,2023-12-31 07:40:00,0.0,0.0,0.0,0.0,0.0,2.6,5.8,5.8,6.0,2023-12-31,7605_2023-12-31 07:40:00
411,7595,2023-12-31 08:30:00,0.0,0.0,0.4,0.8,1.0,5.0,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 08:30:00
412,7595,2023-12-31 05:50:00,0.2,0.8,0.8,1.0,1.0,6.8,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 05:50:00
413,7595,2023-12-31 06:30:00,0.0,0.4,0.8,1.0,1.0,6.8,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 06:30:00
414,7595,2023-12-31 07:30:00,0.0,0.0,0.8,0.8,1.0,6.8,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 07:30:00
415,7595,2023-12-31 09:30:00,0.0,0.0,0.0,0.8,1.0,4.0,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 09:30:00
416,7609,2023-12-31 05:50:00,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,6.8,6.8,6.8,7.4,2023-12-31,7609_2023-12-31 05:50:00
417,7609,2023-12-31 06:10:00,0.0,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,6.8,6.8,6.8,7.0,2023-12-31,7609_2023-12-31 06:10:00
418,7609,2023-12-31 07:10:00,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,2.2,6.8,6.8,7.0,2023-12-31,7609_2023-12-31 07:10:00
419,7595,2023-12-31 10:30:00,0.0,0.0,0.0,0.8,1.0,4.0,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 10:30:00
420,7595,2023-12-31 23:30:00,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 23:30:00
421,7595,2023-12-31 22:30:00,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 22:30:00
422,7595,2023-12-31 21:30:00,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 21:30:00
423,7595,2023-12-31 20:30:00,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 20:30:00
424,7595,2023-12-31 19:30:00,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 19:30:00
425,7595,2023-12-31 18:30:00,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 18:30:00
426,7595,2023-12-31 17:30:00,0.0,0.0,0.0,0.0,0.4,1.0,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 17:30:00
427,7595,2023-12-31 16:30:00,0.0,0.0,0.0,0.0,0.8,1.0,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 16:30:00
428,7595,2023-12-31 15:30:00,0.0,0.0,0.0,0.0,0.8,1.0,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 15:30:00
429,7595,2023-12-31 14:30:00,0.0,0.0,0.0,0.0,0.8,1.0,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 14:30:00
430,7595,2023-12-31 13:30:00,0.0,0.0,0.0,0.0,0.8,1.0,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 13:30:00
431,7595,2023-12-31 12:30:00,0.0,0.0,0.0,0.0,1.0,1.2,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 12:30:00
432,7595,2023-12-31 11:30:00,0.0,0.0,0.0,0.4,1.0,1.2,6.8,6.8,6.8,2023-12-31,7595_2023-12-31 11:30:00
433,7609,2023-12-31 08:10:00,0.0,0.0,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,6.8,6.8,6.8,2023-12-31,7609_2023-12-31 08:10:00
434,7609,2023-12-31 09:10:00,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,6.8,6.8,6.8,2023-12-31,7609_2023-12-31 09:10:00
435,7600,2023-12-31 23:10:00,0.0,0.0,0.0,0.0,0.2,1.0,1.2,1.2,1.2,2023-12-31,7600_2023-12-31 23:10:00
436,7600,2023-12-31 22:10:00,0.0,0.0,0.0,0.0,0.2,1.0,1.2,1.2,1.2,2023-12-31,7600_2023-12-31 22:10:00
437,7600,2023-12-31 21:10:00,0.0,0.0,0.0,0.0,0.2,1.0,1.2,1.2,1.2,2023-12-31,7600_2023-12-31 21:10:00
438,7600,2023-12-31 20:10:00,0.0,0.0,0.0,0.2,0.2,1.0,1.2,1.2,1.2,2023-12-31,7600_2023-12-31 20:10:00
439,7600,2023-12-31 19:10:00,0.0,0.0,0.0,0.2,0.2,1.0,1.2,1.2,1.2,2023-12-31,7600_2023-12-31 19:10:00
440,7600,2023-12-31 18:10:00,0.0,0.0,0.0,0.2,1.0,1.0,1.2,1.2,1.2,2023-12-31,7600_2023-12-31 18:10:00
441,7600,2023-12-31 17:10:00,0.0,0.0,0.2,0.2,1.0,1.0,1.2,1.2,1.2,2023-12-31,7600_2023-12-31 17:10:00
442,7600,2023-12-31 16:10:00,0.0,0.0,0.2,0.2,1.0,1.0,1.2,1.2,1.2,2023-12-31,7600_2023-12-31 16:10:00
443,7600,2023-12-31 15:10:00,0.0,0.2,0.2,0.2,1.0,1.0,1.2,1.2,1.2,2023-12-31,7600_2023-12-31 15:10:00
444,7599,2023-12-31 12:00:00,0.0,0.0,0.0,0.4,0.4,1.0,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 12:00:00
445,7599,2023-12-31 11:00:00,0.0,0.0,0.0,0.4,0.4,1.0,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 11:00:00
446,7599,2023-12-31 09:00:00,0.0,0.0,0.4,0.4,0.6000000000000001,1.0,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 09:00:00
447,7599,2023-12-31 08:00:00,0.0,0.0,0.4,0.4,0.6000000000000001,1.0,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 08:00:00
448,7599,2023-12-31 10:00:00,0.0,0.0,0.0,0.4,0.6000000000000001,1.0,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 10:00:00
449,3114,2023-12-31 05:30:00,0.2,0.2,0.2,0.2,0.2,1.2,1.2,1.2,1.6,2023-12-31,3114_2023-12-31 05:30:00
450,3114,2023-12-31 05:50:00,0.0,0.2,0.2,0.2,0.2,1.2,1.2,1.2,1.4,2023-12-31,3114_2023-12-31 05:50:00
451,7599,2023-12-31 06:30:00,0.2,0.4,0.4,0.4,0.6000000000000001,1.2,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 06:30:00
452,7599,2023-12-31 07:00:00,0.0,0.4,0.4,0.4,0.6000000000000001,1.2,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 07:00:00
453,7599,2023-12-31 22:00:00,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 22:00:00
454,7599,2023-12-31 21:00:00,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 21:00:00
455,7599,2023-12-31 20:00:00,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 20:00:00
456,7599,2023-12-31 19:00:00,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 19:00:00
457,7599,2023-12-31 23:00:00,0.0,0.0,0.0,0.0,0.0,0.4,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 23:00:00
458,7599,2023-12-31 18:00:00,0.0,0.0,0.0,0.0,0.4,0.8,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 18:00:00
459,7599,2023-12-31 17:00:00,0.0,0.0,0.0,0.0,0.4,0.8,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 17:00:00
460,7599,2023-12-31 16:00:00,0.0,0.0,0.0,0.0,0.4,0.8,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 16:00:00
461,7599,2023-12-31 15:00:00,0.0,0.0,0.0,0.0,0.4,0.8,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 15:00:00
462,7599,2023-12-31 14:00:00,0.0,0.0,0.0,0.0,0.4,0.8,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 14:00:00
463,7599,2023-12-31 13:00:00,0.0,0.0,0.0,0.0,0.4,0.8,1.2,1.2,1.2,2023-12-31,7599_2023-12-31 13:00:00
464,3215,2023-12-31 02:00:00,0.0,0.0,0.2,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,4.94,2023-12-31,3215_2023-12-31 02:00:00
465,3215,2023-12-31 00:00:00,0.0,0.2,0.4,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,4.94,2023-12-31,3215_2023-12-31 00:00:00
466,3215,2023-12-31 01:00:00,0.0,0.0,0.4,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,4.94,2023-12-31,3215_2023-12-31 01:00:00
467,3215,2023-12-31 03:00:00,0.0,0.0,0.0,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,4.15,2023-12-31,3215_2023-12-31 03:00:00
468,3215,2023-12-31 04:00:00,0.0,0.0,0.0,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,2.37,2023-12-31,3215_2023-12-31 04:00:00
469,3215,2023-12-31 05:00:00,0.0,0.0,0.0,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,2023-12-31,3215_2023-12-31 05:00:00
470,7594,2023-12-31 09:20:00,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,2023-12-31,7594_2023-12-31 09:20:00
471,7594,2023-12-31 08:20:00,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,2023-12-31,7594_2023-12-31 08:20:00
472,7594,2023-12-31 05:20:00,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.8,2023-12-31,7594_2023-12-31 05:20:00
473,7594,2023-12-31 00:20:00,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,3.2,2023-12-31,7594_2023-12-31 00:20:00
474,7594,2023-12-31 01:20:00,0.0,0.0,0.0,0.0,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,2.8,2023-12-31,7594_2023-12-31 01:20:00
475,7594,2023-12-31 02:20:00,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,2.8,2023-12-31,7594_2023-12-31 02:20:00
476,7594,2023-12-31 03:20:00,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,2.8,2023-12-31,7594_2023-12-31 03:20:00
477,7594,2023-12-31 04:20:00,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,2.8,2023-12-31,7594_2023-12-31 04:20:00
478,7594,2023-12-31 07:20:00,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,2023-12-31,7594_2023-12-31 07:20:00
479,7603,2023-12-31 05:20:00,0.2,1.0,1.0,1.0,1.6,2.8,2.8,2.8,2.8,2023-12-31,7603_2023-12-31 05:20:00
480,7610,2023-12-31 05:50:00,0.2,1.2,1.4,1.4,2.4,2.8,2.8,2.8,3.0,2023-12-31,7610_2023-12-31 05:50:00
481,7612,2023-12-31 05:20:00,0.0,0.4,0.4,0.4,0.4,2.8,2.8,2.8,2.8,2023-12-31,7612_2023-12-31 05:20:00
482,7612,2023-12-31 05:40:00,0.2,1.4,1.4,1.4,1.4,3.8,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 05:40:00
483,7612,2023-12-31 07:20:00,0.0,0.0,1.4,1.4,1.4,3.8,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 07:20:00
484,7612,2023-12-31 23:20:00,0.0,0.0,0.0,0.0,0.0,1.4,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 23:20:00
485,7612,2023-12-31 22:20:00,0.0,0.0,0.0,0.0,0.0,1.4,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 22:20:00
486,7612,2023-12-31 21:20:00,0.0,0.0,0.0,0.0,0.0,1.4,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 21:20:00
487,7612,2023-12-31 20:20:00,0.0,0.0,0.0,0.0,0.0,1.4,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 20:20:00
488,7612,2023-12-31 19:20:00,0.0,0.0,0.0,0.0,0.0,1.4,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 19:20:00
489,7612,2023-12-31 18:20:00,0.0,0.0,0.0,0.0,0.0,1.4,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 18:20:00
490,7612,2023-12-31 17:20:00,0.0,0.0,0.0,0.0,1.0,1.4,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 17:20:00
491,7612,2023-12-31 16:20:00,0.0,0.0,0.0,0.0,1.4,1.4,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 16:20:00
492,7612,2023-12-31 15:20:00,0.0,0.0,0.0,0.0,1.4,1.4,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 15:20:00
493,7612,2023-12-31 14:20:00,0.0,0.0,0.0,0.0,1.4,1.4,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 14:20:00
494,7612,2023-12-31 13:20:00,0.0,0.0,0.0,0.0,1.4,1.4,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 13:20:00
495,7612,2023-12-31 12:20:00,0.0,0.0,0.0,0.0,1.4,1.4,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 12:20:00
496,7612,2023-12-31 11:20:00,0.0,0.0,0.0,1.0,1.4,1.4,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 11:20:00
497,7612,2023-12-31 09:20:00,0.0,0.0,0.0,1.4,1.4,1.4,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 09:20:00
498,7612,2023-12-31 10:20:00,0.0,0.0,0.0,1.4,1.4,1.4,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 10:20:00
499,7612,2023-12-31 08:20:00,0.0,0.0,1.0,1.4,1.4,1.6,3.8,3.8,3.8,2023-12-31,7612_2023-12-31 08:20:00
500,3114,2023-12-31 08:50:00,0.0,0.0,0.2,0.4,0.4,1.0,1.4,1.4,1.4,2023-12-31,3114_2023-12-31 08:50:00
501,3114,2023-12-31 10:50:00,0.0,0.0,0.0,0.4,0.4,0.6000000000000001,1.4,1.4,1.4,2023-12-31,3114_2023-12-31 10:50:00
502,3114,2023-12-31 06:50:00,0.0,0.2,0.4,0.4,0.4,1.4,1.4,1.4,1.6,2023-12-31,3114_2023-12-31 06:50:00
503,3114,2023-12-31 07:50:00,0.0,0.0,0.4,0.4,0.4,1.4,1.4,1.4,1.6,2023-12-31,3114_2023-12-31 07:50:00
504,7610,2023-12-31 00:50:00,0.0,0.0,0.8,0.8,1.0,1.4,1.4,1.4,4.8,2023-12-31,7610_2023-12-31 00:50:00
505,7610,2023-12-31 01:50:00,0.0,0.0,0.4,0.8,1.0,1.4,1.4,1.4,4.8,2023-12-31,7610_2023-12-31 01:50:00
506,7610,2023-12-31 02:50:00,0.0,0.0,0.0,0.8,1.0,1.4,1.4,1.4,4.6,2023-12-31,7610_2023-12-31 02:50:00
507,3114,2023-12-31 16:50:00,0.0,0.0,0.0,0.0,0.4,0.4,1.4,1.4,1.4,2023-12-31,3114_2023-12-31 16:50:00
508,3114,2023-12-31 15:50:00,0.0,0.0,0.0,0.0,0.4,0.4,1.4,1.4,1.4,2023-12-31,3114_2023-12-31 15:50:00
509,3114,2023-12-31 14:50:00,0.0,0.0,0.0,0.0,0.4,0.4,1.4,1.4,1.4,2023-12-31,3114_2023-12-31 14:50:00
510,3114,2023-12-31 13:50:00,0.0,0.0,0.0,0.0,0.4,0.4,1.4,1.4,1.4,2023-12-31,3114_2023-12-31 13:50:00
511,3114,2023-12-31 12:50:00,0.0,0.0,0.0,0.0,0.4,0.4,1.4,1.4,1.4,2023-12-31,3114_2023-12-31 12:50:00
512,3114,2023-12-31 11:50:00,0.0,0.0,0.0,0.2,0.4,0.4,1.4,1.4,1.4,2023-12-31,3114_2023-12-31 11:50:00
513,3114,2023-12-31 09:50:00,0.0,0.0,0.0,0.4,0.4,0.8,1.4,1.4,1.4,2023-12-31,3114_2023-12-31 09:50:00
514,7610,2023-12-31 22:50:00,0.0,0.0,0.0,0.0,0.0,2.2,3.2,3.2,3.2,2023-12-31,7610_2023-12-31 22:50:00
515,7603,2023-12-31 08:20:00,0.0,0.0,0.6000000000000001,1.4,2.0,3.0,3.2,3.2,3.2,2023-12-31,7603_2023-12-31 08:20:00
516,7603,2023-12-31 05:40:00,0.0,1.4,1.4,1.4,2.0,3.2,3.2,3.2,3.2,2023-12-31,7603_2023-12-31 05:40:00
517,7603,2023-12-31 06:20:00,0.0,0.0,1.4,1.4,2.0,3.2,3.2,3.2,3.2,2023-12-31,7603_2023-12-31 06:20:00
518,7603,2023-12-31 07:20:00,0.0,0.0,1.4,1.4,2.0,3.2,3.2,3.2,3.2,2023-12-31,7603_2023-12-31 07:20:00
519,7610,2023-12-31 17:50:00,0.0,0.0,0.0,0.0,0.6000000000000001,2.8,3.2,3.2,3.2,2023-12-31,7610_2023-12-31 17:50:00
520,7610,2023-12-31 16:50:00,0.0,0.0,0.0,0.0,1.6,2.8,3.2,3.2,3.2,2023-12-31,7610_2023-12-31 16:50:00
521,7610,2023-12-31 15:50:00,0.0,0.0,0.0,0.2,1.6,2.8,3.2,3.2,3.2,2023-12-31,7610_2023-12-31 15:50:00
522,7610,2023-12-31 14:50:00,0.0,0.0,0.0,0.2,1.8,2.8,3.2,3.2,3.2,2023-12-31,7610_2023-12-31 14:50:00
