,id_estacao,data_medicao,acumulado_chuva_10_min,acumulado_chuva_1_h,acumulado_chuva_3_h,acumulado_chuva_6_h,acumulado_chuva_12_h,acumulado_chuva_24_h,acumulado_chuva_48_h,acumulado_chuva_72_h,acumulado_chuva_96_h,data_particao,primary_key
173,7615,2023-12-31 00:50:00,0.0,0.0,0.0,0.0,0.2,12.4,12.4,12.4,16.0,2023-12-31,7615_2023-12-31 00:50:00
174,7615,2023-12-31 01:50:00,0.0,0.0,0.0,0.0,0.0,12.4,12.4,12.4,16.0,2023-12-31,7615_2023-12-31 01:50:00
175,7615,2023-12-31 02:50:00,0.0,0.0,0.0,0.0,0.0,12.4,12.4,12.4,14.4,2023-12-31,7615_2023-12-31 02:50:00
176,7615,2023-12-31 03:50:00,0.0,0.0,0.0,0.0,0.0,12.4,12.4,12.4,14.4,2023-12-31,7615_2023-12-31 03:50:00
177,7615,2023-12-31 04:50:00,0.0,0.0,0.0,0.0,0.0,12.4,12.4,12.4,12.8,2023-12-31,7615_2023-12-31 04:50:00
178,7615,2023-12-31 05:50:00,0.0,0.0,0.0,0.0,0.0,12.4,12.4,12.4,12.6,2023-12-31,7615_2023-12-31 05:50:00
179,7615,2023-12-31 06:50:00,0.0,0.0,0.0,0.0,0.0,12.4,12.4,12.4,12.6,2023-12-31,7615_2023-12-31 06:50:00
180,7593,2023-12-31 06:30:00,0.2,0.4,0.4,0.4,0.6000000000000001,12.4,13.4,13.4,13.4,2023-12-31,7593_2023-12-31 06:30:00
181,7593,2023-12-31 09:30:00,0.6000000000000001,1.0,1.0,1.4,1.6,2.2,14.4,14.4,14.4,2023-12-31,7593_2023-12-31 09:30:00
182,7593,2023-12-31 10:10:00,0.2,2.0,2.0,2.4,2.6,3.2,15.4,15.4,15.4,2023-12-31,7593_2023-12-31 10:10:00
183,7601,2023-12-31 21:20:00,0.0,0.0,0.0,0.0,0.2,3.4,26.8,26.8,26.8,2023-12-31,7601_2023-12-31 21:20:00
184,7601,2023-12-31 20:20:00,0.0,0.0,0.0,0.0,0.2,3.4,26.8,26.8,26.8,2023-12-31,7601_2023-12-31 20:20:00
185,7601,2023-12-31 19:20:00,0.0,0.0,0.0,0.0,0.2,3.4,26.8,26.8,26.8,2023-12-31,7601_2023-12-31 19:20:00
186,7601,2023-12-31 18:20:00,0.0,0.0,0.0,0.2,0.2,3.4,26.8,26.8,26.8,2023-12-31,7601_2023-12-31 18:20:00
187,7601,2023-12-31 17:20:00,0.0,0.0,0.0,0.2,0.2,3.4,26.8,26.8,26.8,2023-12-31,7601_2023-12-31 17:20:00
188,7601,2023-12-31 16:20:00,0.0,0.0,0.0,0.2,0.2,3.4,26.8,26.8,26.8,2023-12-31,7601_2023-12-31 16:20:00
189,7601,2023-12-31 15:20:00,0.0,0.0,0.2,0.2,0.2,3.4,26.8,26.8,26.8,2023-12-31,7601_2023-12-31 15:20:00
190,7601,2023-12-31 14:20:00,0.0,0.0,0.2,0.2,0.2,3.4,26.8,26.8,26.8,2023-12-31,7601_2023-12-31 14:20:00
191,7601,2023-12-31 13:20:00,0.0,0.2,0.2,0.2,0.2,3.4,26.8,26.8,26.8,2023-12-31,7601_2023-12-31 13:20:00
192,3043,2023-12-31 09:40:00,0.59,0.59,0.59,0.79,0.79,0.99,5.72,5.72,5.72,2023-12-31,3043_2023-12-31 09:40:00
193,7605,2023-12-31 23:40:00,0.0,0.0,0.0,0.0,0.0,2.0,7.8,7.8,7.8,2023-12-31,7605_2023-12-31 23:40:00
194,7605,2023-12-31 22:40:00,0.0,0.0,0.0,0.0,0.0,2.0,7.8,7.8,7.8,2023-12-31,7605_2023-12-31 22:40:00
195,7605,2023-12-31 21:40:00,0.0,0.0,0.0,0.0,0.0,2.0,7.8,7.8,7.8,2023-12-31,7605_2023-12-31 21:40:00
196,7605,2023-12-31 20:40:00,0.0,0.0,0.0,0.0,2.0,2.0,7.8,7.8,7.8,2023-12-31,7605_2023-12-31 20:40:00
197,7605,2023-12-31 19:40:00,0.0,0.0,0.0,0.0,2.0,2.0,7.8,7.8,7.8,2023-12-31,7605_2023-12-31 19:40:00
198,7605,2023-12-31 18:40:00,0.0,0.0,0.0,0.0,2.0,2.0,7.8,7.8,7.8,2023-12-31,7605_2023-12-31 18:40:00
199,7605,2023-12-31 17:40:00,0.0,0.0,0.0,0.0,2.0,2.0,7.8,7.8,7.8,2023-12-31,7605_2023-12-31 17:40:00
200,7605,2023-12-31 16:40:00,0.0,0.0,0.0,0.0,2.0,2.0,7.8,7.8,7.8,2023-12-31,7605_2023-12-31 16:40:00
201,7605,2023-12-31 15:40:00,0.0,0.0,0.0,0.0,2.0,2.0,7.8,7.8,7.8,2023-12-31,7605_2023-12-31 15:40:00
202,7605,2023-12-31 14:40:00,0.0,0.0,0.0,2.0,2.0,2.0,7.8,7.8,7.8,2023-12-31,7605_2023-12-31 14:40:00
203,7605,2023-12-31 13:40:00,0.0,0.0,0.0,2.0,2.0,2.0,7.8,7.8,8.0,2023-12-31,7605_2023-12-31 13:40:00
204,3045,2023-12-31 13:20:00,0.0,0.0,0.0,0.2,0.6000000000000001,1.0,6.76,6.76,6.76,2023-12-31,3045_2023-12-31 13:20:00
205,3045,2023-12-31 12:20:00,0.0,0.0,0.0,0.4,0.6000000000000001,1.0,6.76,6.76,6.76,2023-12-31,3045_2023-12-31 12:20:00
206,3045,2023-12-31 11:20:00,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,1.2,6.76,6.76,6.76,2023-12-31,3045_2023-12-31 11:20:00
207,7609,2023-12-31 14:10:00,0.0,0.0,0.0,0.6000000000000001,1.2,1.2,7.4,7.4,7.4,2023-12-31,7609_2023-12-31 14:10:00
208,7609,2023-12-31 11:10:00,0.0,0.0,0.6000000000000001,1.0,1.2,1.2,7.4,7.4,7.4,2023-12-31,7609_2023-12-31 11:10:00
209,7609,2023-12-31 10:10:00,0.0,0.6000000000000001,0.6000000000000001,1.2,1.2,1.2,7.4,7.4,7.4,2023-12-31,7609_2023-12-31 10:10:00
210,7609,2023-12-31 09:30:00,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.2,1.2,1.2,7.4,7.4,7.4,2023-12-31,7609_2023-12-31 09:30:00
211,7609,2023-12-31 12:10:00,0.0,0.0,0.6000000000000001,0.6000000000000001,1.2,1.2,7.4,7.4,7.4,2023-12-31,7609_2023-12-31 12:10:00
212,7609,2023-12-31 13:10:00,0.0,0.0,0.0,0.6000000000000001,1.2,1.2,7.4,7.4,7.4,2023-12-31,7609_2023-12-31 13:10:00
213,7593,2023-12-31 07:10:00,0.0,0.4,0.4,0.4,0.6000000000000001,1.2,13.4,13.4,13.4,2023-12-31,7593_2023-12-31 07:10:00
214,7593,2023-12-31 08:10:00,0.0,0.0,0.4,0.4,0.6000000000000001,1.2,13.4,13.4,13.4,2023-12-31,7593_2023-12-31 08:10:00
215,7593,2023-12-31 09:10:00,0.0,0.0,0.4,0.4,0.6000000000000001,1.2,13.4,13.4,13.4,2023-12-31,7593_2023-12-31 09:10:00
216,3045,2023-12-31 23:20:00,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,6.76,6.76,6.76,2023-12-31,3045_2023-12-31 23:20:00
217,3045,2023-12-31 22:20:00,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,6.76,6.76,6.76,2023-12-31,3045_2023-12-31 22:20:00
218,3045,2023-12-31 21:20:00,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,6.76,6.76,6.76,2023-12-31,3045_2023-12-31 21:20:00
219,3045,2023-12-31 20:20:00,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,6.76,6.76,6.76,2023-12-31,3045_2023-12-31 20:20:00
220,3045,2023-12-31 19:20:00,0.0,0.0,0.0,0.0,0.2,0.6000000000000001,6.76,6.76,6.76,2023-12-31,3045_2023-12-31 19:20:00
221,3044,2023-12-31 14:40:00,0.0,0.0,0.2,0.2,0.4,0.6000000000000001,13.79,14.79,14.79,2023-12-31,3044_2023-12-31 14:40:00
222,3044,2023-12-31 13:40:00,0.0,0.2,0.2,0.2,0.4,0.6000000000000001,13.79,14.79,14.79,2023-12-31,3044_2023-12-31 13:40:00
223,3044,2023-12-31 12:50:00,0.2,0.2,0.2,0.2,0.4,0.6000000000000001,13.79,14.79,14.79,2023-12-31,3044_2023-12-31 12:50:00
224,3044,2023-12-31 18:40:00,0.0,0.0,0.0,0.2,0.2,0.6000000000000001,13.79,14.59,14.79,2023-12-31,3044_2023-12-31 18:40:00
225,3044,2023-12-31 17:40:00,0.0,0.0,0.0,0.2,0.2,0.6000000000000001,13.79,14.59,14.79,2023-12-31,3044_2023-12-31 17:40:00
226,3044,2023-12-31 16:40:00,0.0,0.0,0.0,0.2,0.2,0.6000000000000001,13.79,14.59,14.79,2023-12-31,3044_2023-12-31 16:40:00
227,3044,2023-12-31 15:40:00,0.0,0.0,0.2,0.2,0.2,0.6000000000000001,13.79,14.59,14.79,2023-12-31,3044_2023-12-31 15:40:00
228,7614,2023-12-31 23:40:00,0.0,0.0,0.0,0.0,0.0,2.8,10.2,10.2,10.2,2023-12-31,7614_2023-12-31 23:40:00
229,7614,2023-12-31 22:40:00,0.0,0.0,0.0,0.0,0.0,2.8,10.2,10.2,10.2,2023-12-31,7614_2023-12-31 22:40:00
230,7614,2023-12-31 21:40:00,0.0,0.0,0.0,0.0,0.4,2.8,10.2,10.2,10.2,2023-12-31,7614_2023-12-31 21:40:00
231,7611,2023-12-31 20:10:00,0.0,0.0,0.0,0.2,0.2,2.8,8.0,8.0,8.0,2023-12-31,7611_2023-12-31 20:10:00
232,7611,2023-12-31 19:10:00,0.0,0.0,0.0,0.2,0.2,2.8,8.0,8.0,8.0,2023-12-31,7611_2023-12-31 19:10:00
233,7611,2023-12-31 18:10:00,0.0,0.0,0.0,0.2,0.4,2.8,8.0,8.0,8.0,2023-12-31,7611_2023-12-31 18:10:00
234,7611,2023-12-31 17:10:00,0.0,0.0,0.2,0.2,2.2,2.8,8.0,8.0,8.0,2023-12-31,7611_2023-12-31 17:10:00
235,7611,2023-12-31 16:10:00,0.0,0.0,0.2,0.2,2.2,2.8,8.0,8.0,8.0,2023-12-31,7611_2023-12-31 16:10:00
236,7614,2023-12-31 20:40:00,0.0,0.0,0.0,0.0,0.6000000000000001,2.8,10.2,10.2,10.2,2023-12-31,7614_2023-12-31 20:40:00
237,7614,2023-12-31 19:40:00,0.0,0.0,0.0,0.0,0.6000000000000001,2.8,10.2,10.2,10.2,2023-12-31,7614_2023-12-31 19:40:00
238,7614,2023-12-31 18:40:00,0.0,0.0,0.0,0.0,0.6000000000000001,2.8,10.2,10.2,10.2,2023-12-31,7614_2023-12-31 18:40:00
239,7614,2023-12-31 17:40:00,0.0,0.0,0.0,0.0,2.8,2.8,10.2,10.2,10.2,2023-12-31,7614_2023-12-31 17:40:00
240,7614,2023-12-31 16:40:00,0.0,0.0,0.0,0.0,2.8,2.8,10.2,10.2,10.2,2023-12-31,7614_2023-12-31 16:40:00
241,7614,2023-12-31 15:40:00,0.0,0.0,0.0,0.4,2.8,2.8,10.2,10.2,10.2,2023-12-31,7614_2023-12-31 15:40:00
242,7614,2023-12-31 14:40:00,0.0,0.0,0.0,0.6000000000000001,2.8,2.8,10.2,10.2,10.2,2023-12-31,7614_2023-12-31 14:40:00
243,7614,2023-12-31 13:40:00,0.0,0.0,0.0,0.6000000000000001,2.8,2.8,10.2,10.2,10.2,2023-12-31,7614_2023-12-31 13:40:00
244,7614,2023-12-31 12:40:00,0.0,0.0,0.4,0.6000000000000001,2.8,2.8,10.2,10.2,10.2,2023-12-31,7614_2023-12-31 12:40:00
245,7614,2023-12-31 11:40:00,0.0,0.0,0.6000000000000001,2.8,2.8,2.8,10.2,10.2,10.2,2023-12-31,7614_2023-12-31 11:40:00
246,7614,2023-12-31 10:00:00,0.2,0.6000000000000001,0.6000000000000001,2.8,2.8,2.8,10.2,10.2,10.2,2023-12-31,7614_2023-12-31 10:00:00
247,7614,2023-12-31 10:40:00,0.0,0.4,0.6000000000000001,2.8,2.8,2.8,10.2,10.2,10.2,2023-12-31,7614_2023-12-31 10:40:00
248,7609,2023-12-31 23:10:00,0.0,0.0,0.0,0.0,0.2,1.4,7.6,7.6,7.6,2023-12-31,7609_2023-12-31 23:10:00
249,7609,2023-12-31 22:10:00,0.0,0.0,0.0,0.0,0.2,1.4,7.6,7.6,7.6,2023-12-31,7609_2023-12-31 22:10:00
250,7609,2023-12-31 21:10:00,0.0,0.0,0.0,0.0,0.8,1.4,7.6,7.6,7.6,2023-12-31,7609_2023-12-31 21:10:00
251,7609,2023-12-31 20:10:00,0.0,0.0,0.0,0.2,0.8,1.4,7.6,7.6,7.6,2023-12-31,7609_2023-12-31 20:10:00
252,7609,2023-12-31 19:10:00,0.0,0.0,0.0,0.2,0.8,1.4,7.6,7.6,7.6,2023-12-31,7609_2023-12-31 19:10:00
253,7609,2023-12-31 18:10:00,0.0,0.0,0.0,0.2,0.8,1.4,7.6,7.6,7.6,2023-12-31,7609_2023-12-31 18:10:00
254,7609,2023-12-31 16:10:00,0.0,0.0,0.2,0.2,1.4,1.4,7.6,7.6,7.6,2023-12-31,7609_2023-12-31 16:10:00
255,7609,2023-12-31 15:10:00,0.0,0.2,0.2,0.8,1.4,1.4,7.6,7.6,7.6,2023-12-31,7609_2023-12-31 15:10:00
256,7609,2023-12-31 15:00:00,0.2,0.2,0.2,0.8,1.4,1.4,7.6,7.6,7.6,2023-12-31,7609_2023-12-31 15:00:00
257,7609,2023-12-31 17:10:00,0.0,0.0,0.2,0.2,1.2,1.4,7.6,7.6,7.6,2023-12-31,7609_2023-12-31 17:10:00
258,7615,2023-12-31 23:50:00,0.0,0.0,0.0,0.0,0.0,0.2,12.6,12.6,12.6,2023-12-31,7615_2023-12-31 23:50:00
259,7615,2023-12-31 22:50:00,0.0,0.0,0.0,0.0,0.0,0.2,12.6,12.6,12.6,2023-12-31,7615_2023-12-31 22:50:00
260,7615,2023-12-31 21:50:00,0.0,0.0,0.0,0.0,0.0,0.2,12.6,12.6,12.6,2023-12-31,7615_2023-12-31 21:50:00
261,7615,2023-12-31 20:50:00,0.0,0.0,0.0,0.0,0.2,0.2,12.6,12.6,12.6,2023-12-31,7615_2023-12-31 20:50:00
262,7615,2023-12-31 19:50:00,0.0,0.0,0.0,0.0,0.2,0.2,12.6,12.6,12.6,2023-12-31,7615_2023-12-31 19:50:00
263,7615,2023-12-31 18:50:00,0.0,0.0,0.0,0.0,0.2,0.2,12.6,12.6,12.6,2023-12-31,7615_2023-12-31 18:50:00
264,7615,2023-12-31 17:50:00,0.0,0.0,0.0,0.0,0.2,0.2,12.6,12.6,12.6,2023-12-31,7615_2023-12-31 17:50:00
265,7615,2023-12-31 16:50:00,0.0,0.0,0.0,0.0,0.2,0.2,12.6,12.6,12.6,2023-12-31,7615_2023-12-31 16:50:00
266,7615,2023-12-31 15:50:00,0.0,0.0,0.0,0.0,0.2,0.2,12.6,12.6,12.6,2023-12-31,7615_2023-12-31 15:50:00
267,7615,2023-12-31 14:50:00,0.0,0.0,0.0,0.2,0.2,0.2,12.6,12.6,12.6,2023-12-31,7615_2023-12-31 14:50:00
268,7615,2023-12-31 13:50:00,0.0,0.0,0.0,0.2,0.2,0.2,12.6,12.6,12.6,2023-12-31,7615_2023-12-31 13:50:00
269,3044,2023-12-31 23:40:00,0.0,0.0,0.0,0.0,0.2,0.4,13.79,14.59,14.79,2023-12-31,3044_2023-12-31 23:40:00
270,7613,2023-12-31 23:30:00,0.0,0.0,0.0,0.0,0.0,0.4,6.6,6.6,6.6,2023-12-31,7613_2023-12-31 23:30:00
271,3044,2023-12-31 22:40:00,0.0,0.0,0.0,0.0,0.2,0.4,13.79,14.59,14.79,2023-12-31,3044_2023-12-31 22:40:00
272,7613,2023-12-31 22:30:00,0.0,0.0,0.0,0.0,0.0,0.4,6.6,6.6,6.6,2023-12-31,7613_2023-12-31 22:30:00
273,3044,2023-12-31 21:40:00,0.0,0.0,0.0,0.0,0.2,0.4,13.79,14.59,14.79,2023-12-31,3044_2023-12-31 21:40:00
274,7613,2023-12-31 21:30:00,0.0,0.0,0.0,0.0,0.4,0.4,6.6,6.6,6.6,2023-12-31,7613_2023-12-31 21:30:00
275,7615,2023-12-31 12:50:00,0.0,0.0,0.0,0.2,0.2,0.4,12.6,12.6,12.6,2023-12-31,7615_2023-12-31 12:50:00
276,7615,2023-12-31 11:50:00,0.0,0.0,0.2,0.2,0.2,0.4,12.6,12.6,12.6,2023-12-31,7615_2023-12-31 11:50:00
277,7615,2023-12-31 10:50:00,0.0,0.0,0.2,0.2,0.2,0.4,12.6,12.6,12.6,2023-12-31,7615_2023-12-31 10:50:00
278,7613,2023-12-31 20:30:00,0.0,0.0,0.0,0.0,0.4,0.4,6.6,6.6,6.6,2023-12-31,7613_2023-12-31 20:30:00
279,7613,2023-12-31 19:30:00,0.0,0.0,0.0,0.0,0.4,0.4,6.6,6.6,6.6,2023-12-31,7613_2023-12-31 19:30:00
280,7613,2023-12-31 18:30:00,0.0,0.0,0.0,0.0,0.4,0.4,6.6,6.6,6.6,2023-12-31,7613_2023-12-31 18:30:00
281,7613,2023-12-31 17:30:00,0.0,0.0,0.0,0.0,0.4,0.4,6.6,6.6,6.6,2023-12-31,7613_2023-12-31 17:30:00
282,7613,2023-12-31 16:30:00,0.0,0.0,0.0,0.0,0.4,0.4,6.6,6.6,6.6,2023-12-31,7613_2023-12-31 16:30:00
283,7613,2023-12-31 15:30:00,0.0,0.0,0.0,0.4,0.4,0.4,6.6,6.6,6.6,2023-12-31,7613_2023-12-31 15:30:00
284,7613,2023-12-31 14:30:00,0.0,0.0,0.0,0.4,0.4,0.4,6.6,6.6,6.6,2023-12-31,7613_2023-12-31 14:30:00
285,7613,2023-12-31 13:30:00,0.0,0.0,0.0,0.4,0.4,0.4,6.6,6.6,6.6,2023-12-31,7613_2023-12-31 13:30:00
286,7613,2023-12-31 12:30:00,0.0,0.0,0.4,0.4,0.4,0.4,6.6,6.6,6.6,2023-12-31,7613_2023-12-31 12:30:00
287,7613,2023-12-31 11:30:00,0.0,0.0,0.4,0.4,0.4,0.4,6.6,6.6,6.6,2023-12-31,7613_2023-12-31 11:30:00
288,7613,2023-12-31 10:00:00,0.2,0.4,0.4,0.4,0.4,0.4,6.6,6.6,6.6,2023-12-31,7613_2023-12-31 10:00:00
289,7613,2023-12-31 10:30:00,0.0,0.4,0.4,0.4,0.4,0.4,6.6,6.6,6.6,2023-12-31,7613_2023-12-31 10:30:00
290,3043,2023-12-31 08:30:00,0.0,0.0,0.2,0.2,0.2,0.4,5.13,5.13,5.13,2023-12-31,3043_2023-12-31 08:30:00
291,3043,2023-12-31 09:30:00,0.0,0.0,0.0,0.2,0.2,0.4,5.13,5.13,5.13,2023-12-31,3043_2023-12-31 09:30:00
292,3044,2023-12-31 20:40:00,0.0,0.0,0.0,0.0,0.2,0.4,13.79,14.59,14.79,2023-12-31,3044_2023-12-31 20:40:00
293,3044,2023-12-31 19:40:00,0.0,0.0,0.0,0.0,0.2,0.4,13.79,14.59,14.79,2023-12-31,3044_2023-12-31 19:40:00
294,3044,2023-12-31 12:40:00,0.0,0.0,0.0,0.0,0.2,0.4,13.59,14.59,14.59,2023-12-31,3044_2023-12-31 12:40:00
295,3044,2023-12-31 11:40:00,0.0,0.0,0.0,0.0,0.2,0.4,13.59,14.59,14.79,2023-12-31,3044_2023-12-31 11:40:00
296,3044,2023-12-31 09:40:00,0.0,0.0,0.0,0.0,0.2,0.4,13.79,14.59,14.79,2023-12-31,3044_2023-12-31 09:40:00
297,3044,2023-12-31 10:40:00,0.0,0.0,0.0,0.0,0.2,0.4,13.59,14.59,14.79,2023-12-31,3044_2023-12-31 10:40:00
298,7605,2023-12-31 09:00:00,0.2,0.2,0.2,0.2,0.2,0.8,6.0,6.0,6.2,2023-12-31,7605_2023-12-31 09:00:00
299,3045,2023-12-31 18:20:00,0.0,0.0,0.0,0.0,0.4,0.8,6.76,6.76,6.76,2023-12-31,3045_2023-12-31 18:20:00
300,3045,2023-12-31 17:20:00,0.0,0.0,0.0,0.0,0.6000000000000001,0.8,6.76,6.76,6.76,2023-12-31,3045_2023-12-31 17:20:00
301,3045,2023-12-31 16:20:00,0.0,0.0,0.0,0.0,0.6000000000000001,0.8,6.76,6.76,6.76,2023-12-31,3045_2023-12-31 16:20:00
302,3045,2023-12-31 15:20:00,0.0,0.0,0.0,0.0,0.6000000000000001,0.8,6.76,6.76,6.76,2023-12-31,3045_2023-12-31 15:20:00
303,3045,2023-12-31 14:20:00,0.0,0.0,0.0,0.0,0.6000000000000001,0.8,6.76,6.76,6.76,2023-12-31,3045_2023-12-31 14:20:00
304,7615,2023-12-31 09:00:00,0.2,0.2,0.2,0.2,0.2,0.8,12.6,12.6,12.8,2023-12-31,7615_2023-12-31 09:00:00
305,7615,2023-12-31 09:50:00,0.0,0.2,0.2,0.2,0.2,0.8,12.6,12.6,12.8,2023-12-31,7615_2023-12-31 09:50:00
306,3044,2023-12-31 08:40:00,0.0,0.0,0.0,0.2,0.2,0.8,14.39,14.59,14.79,2023-12-31,3044_2023-12-31 08:40:00
307,7615,2023-12-31 08:50:00,0.0,0.0,0.0,0.0,0.0,0.8,12.4,12.4,12.6,2023-12-31,7615_2023-12-31 08:50:00
308,7603,2023-12-31 23:20:00,0.0,0.0,0.0,0.0,0.0,1.6,3.4,3.4,3.4,2023-12-31,7603_2023-12-31 23:20:00
309,7611,2023-12-31 23:10:00,0.0,0.0,0.0,0.0,0.2,2.6,8.0,8.0,8.0,2023-12-31,7611_2023-12-31 23:10:00
310,7611,2023-12-31 22:10:00,0.0,0.0,0.0,0.0,0.2,2.6,8.0,8.0,8.0,2023-12-31,7611_2023-12-31 22:10:00
311,7611,2023-12-31 21:10:00,0.0,0.0,0.0,0.0,0.2,2.6,8.0,8.0,8.0,2023-12-31,7611_2023-12-31 21:10:00
312,7614,2023-12-31 09:40:00,0.2,0.4,0.4,2.6,2.6,2.6,10.0,10.0,10.0,2023-12-31,7614_2023-12-31 09:40:00
313,3045,2023-12-31 09:20:00,0.0,0.0,0.4,0.6000000000000001,0.6000000000000001,2.6,6.76,6.76,6.76,2023-12-31,3045_2023-12-31 09:20:00
314,7603,2023-12-31 09:10:00,0.2,0.2,0.2,1.6,2.2,2.6,3.4,3.4,3.4,2023-12-31,7603_2023-12-31 09:10:00
315,7603,2023-12-31 09:20:00,0.0,0.2,0.2,1.6,2.2,2.6,3.4,3.4,3.4,2023-12-31,7603_2023-12-31 09:20:00
316,7605,2023-12-31 12:40:00,0.0,0.0,0.0,2.0,2.0,2.6,7.8,7.8,8.0,2023-12-31,7605_2023-12-31 12:40:00
317,7605,2023-12-31 11:40:00,0.0,0.0,2.0,2.0,2.0,2.6,7.8,7.8,8.0,2023-12-31,7605_2023-12-31 11:40:00
318,7605,2023-12-31 09:40:00,0.0,2.0,2.0,2.0,2.0,2.6,7.8,7.8,8.0,2023-12-31,7605_2023-12-31 09:40:00
319,7605,2023-12-31 09:20:00,0.0,2.0,2.0,2.0,2.0,2.6,7.8,7.8,8.0,2023-12-31,7605_2023-12-31 09:20:00
320,7605,2023-12-31 09:10:00,1.4,2.0,2.0,2.0,2.0,2.6,7.8,7.8,8.0,2023-12-31,7605_2023-12-31 09:10:00
321,7605,2023-12-31 10:40:00,0.0,0.0,2.0,2.0,2.0,2.6,7.8,7.8,8.0,2023-12-31,7605_2023-12-31 10:40:00
322,3045,2023-12-31 10:20:00,0.0,0.0,0.2,0.6000000000000001,0.6000000000000001,1.8,6.76,6.76,6.76,2023-12-31,3045_2023-12-31 10:20:00
323,7597,2023-12-31 15:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-31,7597_2023-12-31 15:50:00
324,7597,2023-12-31 14:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-31,7597_2023-12-31 14:50:00
325,7597,2023-12-31 13:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-31,7597_2023-12-31 13:50:00
326,7597,2023-12-31 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-31,7597_2023-12-31 12:50:00
327,7597,2023-12-31 11:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-31,7597_2023-12-31 11:50:00
328,7597,2023-12-31 10:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-31,7597_2023-12-31 10:50:00
329,7597,2023-12-31 07:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2023-12-31,7597_2023-12-31 07:50:00
330,7597,2023-12-31 08:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2023-12-31,7597_2023-12-31 08:50:00
331,7597,2023-12-31 09:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-31,7597_2023-12-31 09:50:00
332,7596,2023-12-31 23:40:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 23:40:00
333,7596,2023-12-31 22:40:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 22:40:00
334,7596,2023-12-31 21:40:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 21:40:00
335,7596,2023-12-31 20:40:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 20:40:00
336,7596,2023-12-31 19:40:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 19:40:00
337,7596,2023-12-31 18:40:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 18:40:00
338,7596,2023-12-31 17:40:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 17:40:00
339,7596,2023-12-31 16:40:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 16:40:00
340,7596,2023-12-31 15:40:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 15:40:00
341,7596,2023-12-31 14:40:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 14:40:00
342,7596,2023-12-31 13:40:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 13:40:00
343,7596,2023-12-31 12:40:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 12:40:00
344,7596,2023-12-31 11:40:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 11:40:00
345,7596,2023-12-31 09:40:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 09:40:00
346,7596,2023-12-31 08:40:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 08:40:00
347,7596,2023-12-31 10:40:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2023-12-31,7596_2023-12-31 10:40:00
348,7594,2023-12-31 12:20:00,0.0,0.0,1.4,1.4,1.4,2.0,2.0,2.0,2.0,2023-12-31,7594_2023-12-31 12:20:00
