primary_key,id_estacao,acumulado_chuva_15_min,acumulado_chuva_1_h,acumulado_chuva_4_h,acumulado_chuva_24_h,acumulado_chuva_96_h,horario,data_particao
1_2019-06-14 00:45:00,1,0.0,0.0,0.0,0.0,0.0,00:45:00,2019-06-14
1_2019-06-14 09:15:00,1,0.0,0.0,0.0,0.0,0.0,09:15:00,2019-06-14
1_2019-06-14 05:30:00,1,0.0,0.0,0.0,0.0,0.0,05:30:00,2019-06-14
1_2019-06-14 20:00:00,1,0.0,0.0,0.0,0.0,0.0,20:00:00,2019-06-14
1_2019-06-14 14:45:00,1,0.0,0.0,0.0,0.0,0.0,14:45:00,2019-06-14
1_2019-06-14 02:00:00,1,0.0,0.0,0.0,0.0,0.0,02:00:00,2019-06-14
1_2019-06-14 23:00:00,1,0.0,0.0,0.0,0.0,0.0,23:00:00,2019-06-14
1_2019-06-14 00:30:00,1,0.0,0.0,0.0,0.0,0.0,00:30:00,2019-06-14
1_2019-06-14 23:45:00,1,0.0,0.0,0.0,0.0,0.0,23:45:00,2019-06-14
1_2019-06-14 23:15:00,1,0.0,0.0,0.0,0.0,0.0,23:15:00,2019-06-14
1_2019-06-14 19:00:00,1,0.0,0.0,0.0,0.0,0.0,19:00:00,2019-06-14
1_2019-06-14 01:15:00,1,0.0,0.0,0.0,0.0,0.0,01:15:00,2019-06-14
1_2019-06-14 22:45:00,1,0.0,0.0,0.0,0.0,0.0,22:45:00,2019-06-14
1_2019-06-14 06:15:00,1,0.0,0.0,0.0,0.0,0.0,06:15:00,2019-06-14
1_2019-06-14 11:00:00,1,0.0,0.0,0.0,0.0,0.0,11:00:00,2019-06-14
1_2019-06-14 05:00:00,1,0.0,0.0,0.0,0.0,0.0,05:00:00,2019-06-14
1_2019-06-14 02:45:00,1,0.0,0.0,0.0,0.0,0.0,02:45:00,2019-06-14
1_2019-06-14 06:30:00,1,0.0,0.0,0.0,0.0,0.0,06:30:00,2019-06-14
1_2019-06-14 08:15:00,1,0.0,0.0,0.0,0.0,0.0,08:15:00,2019-06-14
1_2019-06-14 21:45:00,1,0.0,0.0,0.0,0.0,0.0,21:45:00,2019-06-14
1_2019-06-14 13:45:00,1,0.0,0.0,0.0,0.0,0.0,13:45:00,2019-06-14
1_2019-06-14 10:30:00,1,0.0,0.0,0.0,0.0,0.0,10:30:00,2019-06-14
1_2019-06-14 07:00:00,1,0.0,0.0,0.0,0.0,0.0,07:00:00,2019-06-14
1_2019-06-14 18:45:00,1,0.0,0.0,0.0,0.0,0.0,18:45:00,2019-06-14
1_2019-06-14 17:15:00,1,0.0,0.0,0.0,0.0,0.0,17:15:00,2019-06-14
1_2019-06-14 00:00:00,1,0.0,0.0,0.0,0.0,0.0,00:00:00,2019-06-14
1_2019-06-14 15:45:00,1,0.0,0.0,0.0,0.0,0.0,15:45:00,2019-06-14
1_2019-06-14 11:30:00,1,0.0,0.0,0.0,0.0,0.0,11:30:00,2019-06-14
1_2019-06-14 15:15:00,1,0.0,0.0,0.0,0.0,0.0,15:15:00,2019-06-14
1_2019-06-14 03:45:00,1,0.0,0.0,0.0,0.0,0.0,03:45:00,2019-06-14
1_2019-06-14 11:45:00,1,0.0,0.0,0.0,0.0,0.0,11:45:00,2019-06-14
1_2019-06-14 17:45:00,1,0.0,0.0,0.0,0.0,0.0,17:45:00,2019-06-14
1_2019-06-14 01:45:00,1,0.0,0.0,0.0,0.0,0.0,01:45:00,2019-06-14
1_2019-06-14 20:45:00,1,0.0,0.0,0.0,0.0,0.0,20:45:00,2019-06-14
1_2019-06-14 19:45:00,1,0.0,0.0,0.0,0.0,0.0,19:45:00,2019-06-14
1_2019-06-14 17:30:00,1,0.0,0.0,0.0,0.0,0.0,17:30:00,2019-06-14
1_2019-06-14 16:30:00,1,0.0,0.0,0.0,0.0,0.0,16:30:00,2019-06-14
1_2019-06-14 12:45:00,1,0.0,0.0,0.0,0.0,0.0,12:45:00,2019-06-14
1_2019-06-14 13:30:00,1,0.0,0.0,0.0,0.0,0.0,13:30:00,2019-06-14
1_2019-06-14 11:15:00,1,0.0,0.0,0.0,0.0,0.0,11:15:00,2019-06-14
1_2019-06-14 04:15:00,1,0.0,0.0,0.0,0.0,0.0,04:15:00,2019-06-14
1_2019-06-14 23:30:00,1,0.0,0.0,0.0,0.0,0.0,23:30:00,2019-06-14
1_2019-06-14 21:15:00,1,0.0,0.0,0.0,0.0,0.0,21:15:00,2019-06-14
1_2019-06-14 10:15:00,1,0.0,0.0,0.0,0.0,0.0,10:15:00,2019-06-14
1_2019-06-14 13:00:00,1,0.0,0.0,0.0,0.0,0.0,13:00:00,2019-06-14
1_2019-06-14 08:45:00,1,0.0,0.0,0.0,0.0,0.0,08:45:00,2019-06-14
1_2019-06-14 08:00:00,1,0.0,0.0,0.0,0.0,0.0,08:00:00,2019-06-14
1_2019-06-14 14:00:00,1,0.0,0.0,0.0,0.0,0.0,14:00:00,2019-06-14
1_2019-06-14 12:30:00,1,0.0,0.0,0.0,0.0,0.0,12:30:00,2019-06-14
1_2019-06-14 18:15:00,1,0.0,0.0,0.0,0.0,0.0,18:15:00,2019-06-14
1_2019-06-14 07:15:00,1,0.0,0.0,0.0,0.0,0.0,07:15:00,2019-06-14
1_2019-06-14 07:30:00,1,0.0,0.0,0.0,0.0,0.0,07:30:00,2019-06-14
1_2019-06-14 09:00:00,1,0.0,0.0,0.0,0.0,0.0,09:00:00,2019-06-14
1_2019-06-14 19:15:00,1,0.0,0.0,0.0,0.0,0.0,19:15:00,2019-06-14
1_2019-06-14 15:00:00,1,0.0,0.0,0.0,0.0,0.0,15:00:00,2019-06-14
1_2019-06-14 21:00:00,1,0.0,0.0,0.0,0.0,0.0,21:00:00,2019-06-14
1_2019-06-14 18:30:00,1,0.0,0.0,0.0,0.0,0.0,18:30:00,2019-06-14
1_2019-06-14 09:45:00,1,0.0,0.0,0.0,0.0,0.0,09:45:00,2019-06-14
1_2019-06-15 02:30:00,1,0.0,0.0,0.0,0.0,0.0,02:30:00,2019-06-15
1_2019-06-15 20:15:00,1,0.0,0.0,0.0,0.0,0.0,20:15:00,2019-06-15
1_2019-06-15 22:45:00,1,0.0,0.0,0.0,0.0,0.0,22:45:00,2019-06-15
1_2019-06-15 19:15:00,1,0.0,0.0,0.0,0.0,0.0,19:15:00,2019-06-15
1_2019-06-15 10:30:00,1,0.0,0.0,0.0,0.0,0.0,10:30:00,2019-06-15
1_2019-06-15 17:15:00,1,0.0,0.0,0.0,0.0,0.0,17:15:00,2019-06-15
1_2019-06-15 14:45:00,1,0.0,0.0,0.0,0.0,0.0,14:45:00,2019-06-15
1_2019-06-15 06:45:00,1,0.0,0.0,0.0,0.0,0.0,06:45:00,2019-06-15
1_2019-06-15 01:45:00,1,0.0,0.0,0.0,0.0,0.0,01:45:00,2019-06-15
1_2019-06-15 08:45:00,1,0.0,0.0,0.0,0.0,0.0,08:45:00,2019-06-15
1_2019-06-15 20:30:00,1,0.0,0.0,0.0,0.0,0.0,20:30:00,2019-06-15
1_2019-06-15 20:00:00,1,0.0,0.0,0.0,0.0,0.0,20:00:00,2019-06-15
1_2019-06-15 16:00:00,1,0.0,0.0,0.0,0.0,0.0,16:00:00,2019-06-15
1_2019-06-15 04:45:00,1,0.0,0.0,0.0,0.0,0.0,04:45:00,2019-06-15
1_2019-06-15 07:45:00,1,0.0,0.0,0.0,0.0,0.0,07:45:00,2019-06-15
1_2019-06-15 05:45:00,1,0.0,0.0,0.0,0.0,0.0,05:45:00,2019-06-15
1_2019-06-15 03:30:00,1,0.0,0.0,0.0,0.0,0.0,03:30:00,2019-06-15
1_2019-06-15 09:45:00,1,0.0,0.0,0.0,0.0,0.0,09:45:00,2019-06-15
1_2019-06-15 07:00:00,1,0.0,0.0,0.0,0.0,0.0,07:00:00,2019-06-15
1_2019-06-15 13:15:00,1,0.0,0.0,0.0,0.0,0.0,13:15:00,2019-06-15
1_2019-06-15 00:00:00,1,0.0,0.0,0.0,0.0,0.0,00:00:00,2019-06-15
1_2019-06-15 19:00:00,1,0.0,0.0,0.0,0.0,0.0,19:00:00,2019-06-15
1_2019-06-15 00:15:00,1,0.0,0.0,0.0,0.0,0.0,00:15:00,2019-06-15
1_2019-06-15 01:30:00,1,0.0,0.0,0.0,0.0,0.0,01:30:00,2019-06-15
1_2019-06-15 12:45:00,1,0.0,0.0,0.0,0.0,0.0,12:45:00,2019-06-15
1_2019-06-15 22:00:00,1,0.0,0.0,0.0,0.0,0.0,22:00:00,2019-06-15
1_2019-06-15 17:45:00,1,0.0,0.0,0.0,0.0,0.0,17:45:00,2019-06-15
1_2019-06-15 14:30:00,1,0.0,0.0,0.0,0.0,0.0,14:30:00,2019-06-15
1_2019-06-15 10:45:00,1,0.0,0.0,0.0,0.0,0.0,10:45:00,2019-06-15
1_2019-06-15 01:15:00,1,0.0,0.0,0.0,0.0,0.0,01:15:00,2019-06-15
1_2019-06-15 10:15:00,1,0.0,0.0,0.0,0.0,0.0,10:15:00,2019-06-15
1_2019-06-15 00:45:00,1,0.0,0.0,0.0,0.0,0.0,00:45:00,2019-06-15
1_2019-06-15 23:00:00,1,0.0,0.0,0.0,0.0,0.0,23:00:00,2019-06-15
1_2019-06-15 23:15:00,1,0.0,0.0,0.0,0.0,0.0,23:15:00,2019-06-15
1_2019-06-15 17:00:00,1,0.0,0.0,0.0,0.0,0.0,17:00:00,2019-06-15
1_2019-06-15 07:15:00,1,0.0,0.0,0.0,0.0,0.0,07:15:00,2019-06-15
1_2019-06-15 03:00:00,1,0.0,0.0,0.0,0.0,0.0,03:00:00,2019-06-15
1_2019-06-15 04:30:00,1,0.0,0.0,0.0,0.0,0.0,04:30:00,2019-06-15
1_2019-06-15 15:15:00,1,0.0,0.0,0.0,0.0,0.0,15:15:00,2019-06-15
1_2019-06-15 23:45:00,1,0.0,0.0,0.0,0.0,0.0,23:45:00,2019-06-15
1_2019-06-15 11:15:00,1,0.0,0.0,0.0,0.0,0.0,11:15:00,2019-06-15
1_2019-06-15 08:00:00,1,0.0,0.0,0.0,0.0,0.0,08:00:00,2019-06-15
1_2019-06-15 21:00:00,1,0.0,0.0,0.0,0.0,0.0,21:00:00,2019-06-15
1_2019-06-15 03:15:00,1,0.0,0.0,0.0,0.0,0.0,03:15:00,2019-06-15
1_2019-06-15 13:30:00,1,0.0,0.0,0.0,0.0,0.0,13:30:00,2019-06-15
1_2019-06-15 02:00:00,1,0.0,0.0,0.0,0.0,0.0,02:00:00,2019-06-15
1_2019-06-15 19:45:00,1,0.0,0.0,0.0,0.0,0.0,19:45:00,2019-06-15
1_2019-06-15 06:00:00,1,0.0,0.0,0.0,0.0,0.0,06:00:00,2019-06-15
1_2019-06-15 03:45:00,1,0.0,0.0,0.0,0.0,0.0,03:45:00,2019-06-15
1_2019-06-15 19:30:00,1,0.0,0.0,0.0,0.0,0.0,19:30:00,2019-06-15
1_2019-06-15 16:30:00,1,0.0,0.0,0.0,0.0,0.0,16:30:00,2019-06-15
1_2019-06-15 21:15:00,1,0.0,0.0,0.0,0.0,0.0,21:15:00,2019-06-15
1_2019-06-15 09:15:00,1,0.0,0.0,0.0,0.0,0.0,09:15:00,2019-06-15
1_2019-06-15 22:30:00,1,0.0,0.0,0.0,0.0,0.0,22:30:00,2019-06-15
1_2019-06-15 18:00:00,1,0.0,0.0,0.0,0.0,0.0,18:00:00,2019-06-15
1_2019-06-15 14:00:00,1,0.0,0.0,0.0,0.0,0.0,14:00:00,2019-06-15
1_2019-06-15 14:15:00,1,0.0,0.0,0.0,0.0,0.0,14:15:00,2019-06-15
1_2019-06-15 21:30:00,1,0.0,0.0,0.0,0.0,0.0,21:30:00,2019-06-15
1_2019-06-15 08:15:00,1,0.0,0.0,0.0,0.0,0.0,08:15:00,2019-06-15
1_2019-06-15 09:00:00,1,0.0,0.0,0.0,0.0,0.0,09:00:00,2019-06-15
1_2019-06-15 11:00:00,1,0.0,0.0,0.0,0.0,0.0,11:00:00,2019-06-15
1_2019-06-15 16:45:00,1,0.0,0.0,0.0,0.0,0.0,16:45:00,2019-06-15
1_2019-06-15 02:15:00,1,0.0,0.0,0.0,0.0,0.0,02:15:00,2019-06-15
1_2019-06-15 13:45:00,1,0.0,0.0,0.0,0.0,0.0,13:45:00,2019-06-15
1_2019-06-15 07:30:00,1,0.0,0.0,0.0,0.0,0.0,07:30:00,2019-06-15
1_2019-06-15 20:45:00,1,0.0,0.0,0.0,0.0,0.0,20:45:00,2019-06-15
1_2019-06-15 15:30:00,1,0.0,0.0,0.0,0.0,0.0,15:30:00,2019-06-15
1_2019-06-15 12:15:00,1,0.0,0.0,0.0,0.0,0.0,12:15:00,2019-06-15
1_2019-06-15 15:45:00,1,0.0,0.0,0.0,0.0,0.0,15:45:00,2019-06-15
1_2019-06-15 18:45:00,1,0.0,0.0,0.0,0.0,0.0,18:45:00,2019-06-15
1_2019-06-15 10:00:00,1,0.0,0.0,0.0,0.0,0.0,10:00:00,2019-06-15
1_2019-06-15 22:15:00,1,0.0,0.0,0.0,0.0,0.0,22:15:00,2019-06-15
1_2019-06-15 23:30:00,1,0.0,0.0,0.0,0.0,0.0,23:30:00,2019-06-15
1_2019-06-15 05:00:00,1,0.0,0.0,0.0,0.0,0.0,05:00:00,2019-06-15
1_2019-06-15 05:15:00,1,0.0,0.0,0.0,0.0,0.0,05:15:00,2019-06-15
1_2019-06-15 02:45:00,1,0.0,0.0,0.0,0.0,0.0,02:45:00,2019-06-15
1_2019-06-15 21:45:00,1,0.0,0.0,0.0,0.0,0.0,21:45:00,2019-06-15
1_2019-06-15 06:30:00,1,0.0,0.0,0.0,0.0,0.0,06:30:00,2019-06-15
1_2019-06-15 08:30:00,1,0.0,0.0,0.0,0.0,0.0,08:30:00,2019-06-15
1_2019-06-15 01:00:00,1,0.0,0.0,0.0,0.0,0.0,01:00:00,2019-06-15
1_2019-06-15 18:15:00,1,0.0,0.0,0.0,0.0,0.0,18:15:00,2019-06-15
1_2019-06-15 00:30:00,1,0.0,0.0,0.0,0.0,0.0,00:30:00,2019-06-15
1_2019-06-15 05:30:00,1,0.0,0.0,0.0,0.0,0.0,05:30:00,2019-06-15
1_2019-06-15 11:45:00,1,0.0,0.0,0.0,0.0,0.0,11:45:00,2019-06-15
1_2019-06-15 12:30:00,1,0.0,0.0,0.0,0.0,0.0,12:30:00,2019-06-15
1_2019-06-15 11:30:00,1,0.0,0.0,0.0,0.0,0.0,11:30:00,2019-06-15
1_2019-06-15 17:30:00,1,0.0,0.0,0.0,0.0,0.0,17:30:00,2019-06-15
1_2019-06-15 06:15:00,1,0.0,0.0,0.0,0.0,0.0,06:15:00,2019-06-15
1_2019-06-15 15:00:00,1,0.0,0.0,0.0,0.0,0.0,15:00:00,2019-06-15
1_2019-06-15 16:15:00,1,0.0,0.0,0.0,0.0,0.0,16:15:00,2019-06-15
1_2019-06-15 13:00:00,1,0.0,0.0,0.0,0.0,0.0,13:00:00,2019-06-15
1_2019-06-15 04:15:00,1,0.0,0.0,0.0,0.0,0.0,04:15:00,2019-06-15
1_2019-06-15 04:00:00,1,0.0,0.0,0.0,0.0,0.0,04:00:00,2019-06-15
1_2019-06-15 09:30:00,1,0.0,0.0,0.0,0.0,0.0,09:30:00,2019-06-15
1_2019-06-15 12:00:00,1,0.0,0.0,0.0,0.0,0.0,12:00:00,2019-06-15
1_2019-06-15 18:30:00,1,0.0,0.0,0.0,0.0,0.0,18:30:00,2019-06-15
1_2019-06-16 18:15:00,1,0.0,0.0,0.0,0.0,0.0,18:15:00,2019-06-16
1_2019-06-16 08:30:00,1,0.0,0.0,0.0,0.0,0.0,08:30:00,2019-06-16
1_2019-06-16 09:30:00,1,0.0,0.0,0.0,0.0,0.0,09:30:00,2019-06-16
1_2019-06-16 00:00:00,1,0.0,0.0,0.0,0.0,0.0,00:00:00,2019-06-16
1_2019-06-16 19:30:00,1,0.0,0.0,0.0,0.0,0.0,19:30:00,2019-06-16
1_2019-06-16 16:15:00,1,0.0,0.0,0.0,0.0,0.0,16:15:00,2019-06-16
1_2019-06-16 11:15:00,1,0.0,0.0,0.0,0.0,0.0,11:15:00,2019-06-16
1_2019-06-16 17:00:00,1,0.0,0.0,0.0,0.0,0.0,17:00:00,2019-06-16
1_2019-06-16 05:30:00,1,0.0,0.0,0.0,0.0,0.0,05:30:00,2019-06-16
1_2019-06-16 22:15:00,1,0.0,0.0,0.0,0.0,0.0,22:15:00,2019-06-16
1_2019-06-16 10:45:00,1,0.0,0.0,0.0,0.0,0.0,10:45:00,2019-06-16
1_2019-06-16 17:30:00,1,0.0,0.0,0.0,0.0,0.0,17:30:00,2019-06-16
1_2019-06-16 21:15:00,1,0.0,0.0,0.0,0.0,0.0,21:15:00,2019-06-16
1_2019-06-16 08:15:00,1,0.0,0.0,0.0,0.0,0.0,08:15:00,2019-06-16
1_2019-06-16 11:30:00,1,0.0,0.0,0.0,0.0,0.0,11:30:00,2019-06-16
1_2019-06-16 03:45:00,1,0.0,0.0,0.0,0.0,0.0,03:45:00,2019-06-16
1_2019-06-16 05:15:00,1,0.0,0.0,0.0,0.0,0.0,05:15:00,2019-06-16
1_2019-06-16 15:15:00,1,0.0,0.0,0.0,0.0,0.0,15:15:00,2019-06-16
1_2019-06-16 11:45:00,1,0.0,0.0,0.0,0.0,0.0,11:45:00,2019-06-16
1_2019-06-16 12:15:00,1,0.0,0.0,0.0,0.0,0.0,12:15:00,2019-06-16
1_2019-06-16 17:45:00,1,0.0,0.0,0.0,0.0,0.0,17:45:00,2019-06-16
1_2019-06-16 10:30:00,1,0.0,0.0,0.0,0.0,0.0,10:30:00,2019-06-16
1_2019-06-16 19:15:00,1,0.0,0.0,0.0,0.0,0.0,19:15:00,2019-06-16
1_2019-06-16 08:00:00,1,0.0,0.0,0.0,0.0,0.0,08:00:00,2019-06-16
1_2019-06-16 09:15:00,1,0.0,0.0,0.0,0.0,0.0,09:15:00,2019-06-16
1_2019-06-16 09:00:00,1,0.0,0.0,0.0,0.0,0.0,09:00:00,2019-06-16
1_2019-06-16 06:15:00,1,0.0,0.0,0.0,0.0,0.0,06:15:00,2019-06-16
1_2019-06-16 01:30:00,1,0.0,0.0,0.0,0.0,0.0,01:30:00,2019-06-16
1_2019-06-16 20:45:00,1,0.0,0.0,0.0,0.0,0.0,20:45:00,2019-06-16
1_2019-06-16 04:00:00,1,0.0,0.0,0.0,0.0,0.0,04:00:00,2019-06-16
1_2019-06-16 13:00:00,1,0.0,0.0,0.0,0.0,0.0,13:00:00,2019-06-16
1_2019-06-16 06:45:00,1,0.0,0.0,0.0,0.0,0.0,06:45:00,2019-06-16
1_2019-06-16 15:30:00,1,0.0,0.0,0.0,0.0,0.0,15:30:00,2019-06-16
1_2019-06-16 03:30:00,1,0.0,0.0,0.0,0.0,0.0,03:30:00,2019-06-16
1_2019-06-16 10:15:00,1,0.0,0.0,0.0,0.0,0.0,10:15:00,2019-06-16
1_2019-06-16 15:45:00,1,0.0,0.0,0.0,0.0,0.0,15:45:00,2019-06-16
1_2019-06-16 23:15:00,1,0.0,0.0,0.0,0.0,0.0,23:15:00,2019-06-16
1_2019-06-16 16:00:00,1,0.0,0.0,0.0,0.0,0.0,16:00:00,2019-06-16
1_2019-06-16 18:30:00,1,0.0,0.0,0.0,0.0,0.0,18:30:00,2019-06-16
1_2019-06-16 05:45:00,1,0.0,0.0,0.0,0.0,0.0,05:45:00,2019-06-16
1_2019-06-16 01:15:00,1,0.0,0.0,0.0,0.0,0.0,01:15:00,2019-06-16
1_2019-06-16 18:45:00,1,0.0,0.0,0.0,0.0,0.0,18:45:00,2019-06-16
1_2019-06-16 21:45:00,1,0.0,0.0,0.0,0.0,0.0,21:45:00,2019-06-16
1_2019-06-16 19:00:00,1,0.0,0.0,0.0,0.0,0.0,19:00:00,2019-06-16
1_2019-06-16 12:00:00,1,0.0,0.0,0.0,0.0,0.0,12:00:00,2019-06-16
1_2019-06-16 06:00:00,1,0.0,0.0,0.0,0.0,0.0,06:00:00,2019-06-16
1_2019-06-16 14:30:00,1,0.0,0.0,0.0,0.0,0.0,14:30:00,2019-06-16
1_2019-06-16 23:00:00,1,0.0,0.0,0.0,0.0,0.0,23:00:00,2019-06-16
1_2019-06-16 13:15:00,1,0.0,0.0,0.0,0.0,0.0,13:15:00,2019-06-16
1_2019-06-16 10:00:00,1,0.0,0.0,0.0,0.0,0.0,10:00:00,2019-06-16
1_2019-06-16 17:15:00,1,0.0,0.0,0.0,0.0,0.0,17:15:00,2019-06-16
1_2019-06-16 09:45:00,1,0.0,0.0,0.0,0.0,0.0,09:45:00,2019-06-16
1_2019-06-16 21:00:00,1,0.0,0.0,0.0,0.0,0.0,21:00:00,2019-06-16
1_2019-06-16 00:15:00,1,0.0,0.0,0.0,0.0,0.0,00:15:00,2019-06-16
1_2019-06-16 20:15:00,1,0.0,0.0,0.0,0.0,0.0,20:15:00,2019-06-16
1_2019-06-16 04:45:00,1,0.0,0.0,0.0,0.0,0.0,04:45:00,2019-06-16
1_2019-06-16 06:30:00,1,0.0,0.0,0.0,0.0,0.0,06:30:00,2019-06-16
1_2019-06-16 16:30:00,1,0.0,0.0,0.0,0.0,0.0,16:30:00,2019-06-16
1_2019-06-16 07:45:00,1,0.0,0.0,0.0,0.0,0.0,07:45:00,2019-06-16
1_2019-06-16 04:15:00,1,0.0,0.0,0.0,0.0,0.0,04:15:00,2019-06-16
1_2019-06-16 14:45:00,1,0.0,0.0,0.0,0.0,0.0,14:45:00,2019-06-16
1_2019-06-16 22:45:00,1,0.0,0.0,0.0,0.0,0.0,22:45:00,2019-06-16
1_2019-06-16 23:30:00,1,0.0,0.0,0.0,0.0,0.0,23:30:00,2019-06-16
1_2019-06-16 14:15:00,1,0.0,0.0,0.0,0.0,0.0,14:15:00,2019-06-16
1_2019-06-16 22:30:00,1,0.0,0.0,0.0,0.0,0.0,22:30:00,2019-06-16
1_2019-06-16 12:30:00,1,0.0,0.0,0.0,0.0,0.0,12:30:00,2019-06-16
1_2019-06-16 12:45:00,1,0.0,0.0,0.0,0.0,0.0,12:45:00,2019-06-16
1_2019-06-16 01:45:00,1,0.0,0.0,0.0,0.0,0.0,01:45:00,2019-06-16
1_2019-06-16 20:30:00,1,0.0,0.0,0.0,0.0,0.0,20:30:00,2019-06-16
1_2019-06-16 00:30:00,1,0.0,0.0,0.0,0.0,0.0,00:30:00,2019-06-16
1_2019-06-16 14:00:00,1,0.0,0.0,0.0,0.0,0.0,14:00:00,2019-06-16
1_2019-06-16 03:00:00,1,0.0,0.0,0.0,0.0,0.0,03:00:00,2019-06-16
1_2019-06-16 04:30:00,1,0.0,0.0,0.0,0.0,0.0,04:30:00,2019-06-16
1_2019-06-16 16:45:00,1,0.0,0.0,0.0,0.0,0.0,16:45:00,2019-06-16
1_2019-06-16 18:00:00,1,0.0,0.0,0.0,0.0,0.0,18:00:00,2019-06-16
1_2019-06-16 11:00:00,1,0.0,0.0,0.0,0.0,0.0,11:00:00,2019-06-16
1_2019-06-16 02:45:00,1,0.0,0.0,0.0,0.0,0.0,02:45:00,2019-06-16
1_2019-06-16 02:15:00,1,0.0,0.0,0.0,0.0,0.0,02:15:00,2019-06-16
1_2019-06-16 23:45:00,1,0.0,0.0,0.0,0.0,0.0,23:45:00,2019-06-16
1_2019-06-16 20:00:00,1,0.0,0.0,0.0,0.0,0.0,20:00:00,2019-06-16
1_2019-06-16 21:30:00,1,0.0,0.0,0.0,0.0,0.0,21:30:00,2019-06-16
1_2019-06-16 07:30:00,1,0.0,0.0,0.0,0.0,0.0,07:30:00,2019-06-16
1_2019-06-16 13:30:00,1,0.0,0.0,0.0,0.0,0.0,13:30:00,2019-06-16
1_2019-06-16 02:00:00,1,0.0,0.0,0.0,0.0,0.0,02:00:00,2019-06-16
1_2019-06-16 01:00:00,1,0.0,0.0,0.0,0.0,0.0,01:00:00,2019-06-16
1_2019-06-16 13:45:00,1,0.0,0.0,0.0,0.0,0.0,13:45:00,2019-06-16
1_2019-06-16 03:15:00,1,0.0,0.0,0.0,0.0,0.0,03:15:00,2019-06-16
1_2019-06-16 08:45:00,1,0.0,0.0,0.0,0.0,0.0,08:45:00,2019-06-16
1_2019-06-16 05:00:00,1,0.0,0.0,0.0,0.0,0.0,05:00:00,2019-06-16
1_2019-06-16 02:30:00,1,0.0,0.0,0.0,0.0,0.0,02:30:00,2019-06-16
1_2019-06-16 19:45:00,1,0.0,0.0,0.0,0.0,0.0,19:45:00,2019-06-16
1_2019-06-16 15:00:00,1,0.0,0.0,0.0,0.0,0.0,15:00:00,2019-06-16
1_2019-06-16 22:00:00,1,0.0,0.0,0.0,0.0,0.0,22:00:00,2019-06-16
1_2019-06-16 00:45:00,1,0.0,0.0,0.0,0.0,0.0,00:45:00,2019-06-16
1_2019-06-16 07:00:00,1,0.0,0.0,0.0,0.0,0.0,07:00:00,2019-06-16
1_2019-06-16 07:15:00,1,0.0,0.0,0.0,0.0,0.0,07:15:00,2019-06-16
1_2019-06-17 16:00:00,1,0.0,0.0,0.0,0.0,0.0,16:00:00,2019-06-17
1_2019-06-17 02:30:00,1,0.0,0.0,0.0,0.0,0.0,02:30:00,2019-06-17
1_2019-06-17 19:00:00,1,0.0,0.0,0.0,0.0,0.0,19:00:00,2019-06-17
1_2019-06-17 11:45:00,1,0.0,0.0,0.0,0.0,0.0,11:45:00,2019-06-17
1_2019-06-17 03:15:00,1,0.0,0.0,0.0,0.0,0.0,03:15:00,2019-06-17
1_2019-06-17 17:15:00,1,0.0,0.0,0.0,0.0,0.0,17:15:00,2019-06-17
1_2019-06-17 06:00:00,1,0.0,0.0,0.0,0.0,0.0,06:00:00,2019-06-17
1_2019-06-17 04:45:00,1,0.0,0.0,0.0,0.0,0.0,04:45:00,2019-06-17
1_2019-06-17 20:45:00,1,0.0,0.0,0.0,0.0,0.0,20:45:00,2019-06-17
1_2019-06-17 02:45:00,1,0.0,0.0,0.0,0.0,0.0,02:45:00,2019-06-17
1_2019-06-17 11:30:00,1,0.0,0.0,0.0,0.0,0.0,11:30:00,2019-06-17
1_2019-06-17 21:45:00,1,0.0,0.0,0.0,0.0,0.0,21:45:00,2019-06-17
1_2019-06-17 19:45:00,1,0.0,0.0,0.0,0.0,0.0,19:45:00,2019-06-17
1_2019-06-17 07:45:00,1,0.0,0.0,0.0,0.0,0.0,07:45:00,2019-06-17
1_2019-06-17 00:30:00,1,0.0,0.0,0.0,0.0,0.0,00:30:00,2019-06-17
1_2019-06-17 12:15:00,1,0.0,0.0,0.0,0.0,0.0,12:15:00,2019-06-17
1_2019-06-17 16:45:00,1,0.0,0.0,0.0,0.0,0.0,16:45:00,2019-06-17
1_2019-06-17 08:15:00,1,0.0,0.0,0.0,0.0,0.0,08:15:00,2019-06-17
1_2019-06-17 23:45:00,1,0.0,0.0,0.0,0.0,0.0,23:45:00,2019-06-17
1_2019-06-17 10:45:00,1,0.0,0.0,0.0,0.0,0.0,10:45:00,2019-06-17
1_2019-06-17 03:45:00,1,0.0,0.0,0.0,0.0,0.0,03:45:00,2019-06-17
1_2019-06-17 14:00:00,1,0.0,0.0,0.0,0.0,0.0,14:00:00,2019-06-17
1_2019-06-17 18:15:00,1,0.0,0.0,0.0,0.0,0.0,18:15:00,2019-06-17
1_2019-06-17 00:15:00,1,0.0,0.0,0.0,0.0,0.0,00:15:00,2019-06-17
1_2019-06-17 19:30:00,1,0.0,0.0,0.0,0.0,0.0,19:30:00,2019-06-17
1_2019-06-17 06:45:00,1,0.0,0.0,0.0,0.0,0.0,06:45:00,2019-06-17
1_2019-06-17 13:30:00,1,0.0,0.0,0.0,0.0,0.0,13:30:00,2019-06-17
1_2019-06-17 22:30:00,1,0.0,0.0,0.0,0.0,0.0,22:30:00,2019-06-17
