primary_key,id_estacao,acumulado_chuva_15_min,acumulado_chuva_1_h,acumulado_chuva_4_h,acumulado_chuva_24_h,acumulado_chuva_96_h,horario,data_particao
1_2019-06-01 21:45:00,1,0.0,0.4,3.0,3.0,3.0,21:45:00,2019-06-01
1_2019-06-01 16:15:00,1,0.0,0.0,0.0,0.0,0.0,16:15:00,2019-06-01
1_2019-06-01 00:30:00,1,0.0,0.0,0.0,0.0,0.0,00:30:00,2019-06-01
1_2019-06-01 07:45:00,1,0.0,0.0,0.0,0.0,0.0,07:45:00,2019-06-01
1_2019-06-01 16:00:00,1,0.0,0.0,0.0,0.0,0.0,16:00:00,2019-06-01
1_2019-06-01 23:30:00,1,0.0,0.0,3.0,3.0,3.0,23:30:00,2019-06-01
1_2019-06-01 23:00:00,1,0.0,0.0,3.0,3.0,3.0,23:00:00,2019-06-01
1_2019-06-01 03:45:00,1,0.0,0.0,0.0,0.0,0.0,03:45:00,2019-06-01
1_2019-06-01 13:45:00,1,0.0,0.0,0.0,0.0,0.0,13:45:00,2019-06-01
1_2019-06-01 05:00:00,1,0.0,0.0,0.0,0.0,0.0,05:00:00,2019-06-01
1_2019-06-01 12:15:00,1,0.0,0.0,0.0,0.0,0.0,12:15:00,2019-06-01
1_2019-06-01 16:45:00,1,0.0,0.0,0.0,0.0,0.0,16:45:00,2019-06-01
1_2019-06-01 04:15:00,1,0.0,0.0,0.0,0.0,0.0,04:15:00,2019-06-01
1_2019-06-01 09:00:00,1,0.0,0.0,0.0,0.0,0.0,09:00:00,2019-06-01
1_2019-06-01 06:15:00,1,0.0,0.0,0.0,0.0,0.0,06:15:00,2019-06-01
1_2019-06-01 00:45:00,1,0.0,0.0,0.0,0.0,0.0,00:45:00,2019-06-01
1_2019-06-01 13:30:00,1,0.0,0.0,0.0,0.0,0.0,13:30:00,2019-06-01
1_2019-06-01 02:15:00,1,0.0,0.0,0.0,0.0,0.0,02:15:00,2019-06-01
1_2019-06-01 22:30:00,1,0.0,0.0,3.0,3.0,3.0,22:30:00,2019-06-01
1_2019-06-01 11:45:00,1,0.0,0.0,0.0,0.0,0.0,11:45:00,2019-06-01
1_2019-06-01 12:45:00,1,0.0,0.0,0.0,0.0,0.0,12:45:00,2019-06-01
1_2019-06-01 14:15:00,1,0.0,0.0,0.0,0.0,0.0,14:15:00,2019-06-01
1_2019-06-01 17:45:00,1,0.0,0.0,0.0,0.0,0.0,17:45:00,2019-06-01
1_2019-06-01 06:30:00,1,0.0,0.0,0.0,0.0,0.0,06:30:00,2019-06-01
1_2019-06-01 08:00:00,1,0.0,0.0,0.0,0.0,0.0,08:00:00,2019-06-01
1_2019-06-01 22:45:00,1,0.0,0.0,3.0,3.0,3.0,22:45:00,2019-06-01
1_2019-06-01 18:45:00,1,0.0,0.0,0.0,0.0,0.0,18:45:00,2019-06-01
1_2019-06-01 05:15:00,1,0.0,0.0,0.0,0.0,0.0,05:15:00,2019-06-01
1_2019-06-01 19:45:00,1,0.0,0.0,0.0,0.0,0.0,19:45:00,2019-06-01
1_2019-06-01 20:45:00,1,0.6,2.6,2.6,2.6,2.6,20:45:00,2019-06-01
1_2019-06-01 05:45:00,1,0.0,0.0,0.0,0.0,0.0,05:45:00,2019-06-01
1_2019-06-01 05:30:00,1,0.0,0.0,0.0,0.0,0.0,05:30:00,2019-06-01
1_2019-06-01 12:30:00,1,0.0,0.0,0.0,0.0,0.0,12:30:00,2019-06-01
1_2019-06-01 15:00:00,1,0.0,0.0,0.0,0.0,0.0,15:00:00,2019-06-01
1_2019-06-01 23:15:00,1,0.0,0.0,3.0,3.0,3.0,23:15:00,2019-06-01
1_2019-06-01 21:15:00,1,0.2,1.6,3.0,3.0,3.0,21:15:00,2019-06-01
1_2019-06-01 07:30:00,1,0.0,0.0,0.0,0.0,0.0,07:30:00,2019-06-01
1_2019-06-01 02:30:00,1,0.0,0.0,0.0,0.0,0.0,02:30:00,2019-06-01
1_2019-06-01 16:30:00,1,0.0,0.0,0.0,0.0,0.0,16:30:00,2019-06-01
1_2019-06-01 18:15:00,1,0.0,0.0,0.0,0.0,0.0,18:15:00,2019-06-01
1_2019-06-01 06:45:00,1,0.0,0.0,0.0,0.0,0.0,06:45:00,2019-06-01
1_2019-06-01 21:00:00,1,0.2,2.6,2.8,2.8,2.8,21:00:00,2019-06-01
1_2019-06-01 11:15:00,1,0.0,0.0,0.0,0.0,0.0,11:15:00,2019-06-01
1_2019-06-01 14:30:00,1,0.0,0.0,0.0,0.0,0.0,14:30:00,2019-06-01
1_2019-06-01 23:45:00,1,0.0,0.0,3.0,3.0,3.0,23:45:00,2019-06-01
1_2019-06-01 20:15:00,1,1.2,1.4,1.4,1.4,1.4,20:15:00,2019-06-01
1_2019-06-01 02:45:00,1,0.0,0.0,0.0,0.0,0.0,02:45:00,2019-06-01
1_2019-06-01 15:15:00,1,0.0,0.0,0.0,0.0,0.0,15:15:00,2019-06-01
1_2019-06-01 01:30:00,1,0.0,0.0,0.0,0.0,0.0,01:30:00,2019-06-01
1_2019-06-01 07:00:00,1,0.0,0.0,0.0,0.0,0.0,07:00:00,2019-06-01
1_2019-06-01 15:30:00,1,0.0,0.0,0.0,0.0,0.0,15:30:00,2019-06-01
1_2019-06-01 11:30:00,1,0.0,0.0,0.0,0.0,0.0,11:30:00,2019-06-01
1_2019-06-01 10:45:00,1,0.0,0.0,0.0,0.0,0.0,10:45:00,2019-06-01
1_2019-06-01 10:15:00,1,0.0,0.0,0.0,0.0,0.0,10:15:00,2019-06-01
1_2019-06-01 06:00:00,1,0.0,0.0,0.0,0.0,0.0,06:00:00,2019-06-01
1_2019-06-01 09:30:00,1,0.0,0.0,0.0,0.0,0.0,09:30:00,2019-06-01
1_2019-06-01 10:00:00,1,0.0,0.0,0.0,0.0,0.0,10:00:00,2019-06-01
1_2019-06-01 13:15:00,1,0.0,0.0,0.0,0.0,0.0,13:15:00,2019-06-01
1_2019-06-01 19:30:00,1,0.0,0.0,0.0,0.0,0.0,19:30:00,2019-06-01
1_2019-06-01 04:00:00,1,0.0,0.0,0.0,0.0,0.0,04:00:00,2019-06-01
1_2019-06-01 20:30:00,1,0.6,2.0,2.0,2.0,2.0,20:30:00,2019-06-01
1_2019-06-01 22:15:00,1,0.0,0.0,3.0,3.0,3.0,22:15:00,2019-06-01
1_2019-06-01 19:15:00,1,0.0,0.0,0.0,0.0,0.0,19:15:00,2019-06-01
1_2019-06-01 17:30:00,1,0.0,0.0,0.0,0.0,0.0,17:30:00,2019-06-01
1_2019-06-01 03:00:00,1,0.0,0.0,0.0,0.0,0.0,03:00:00,2019-06-01
1_2019-06-01 04:30:00,1,0.0,0.0,0.0,0.0,0.0,04:30:00,2019-06-01
1_2019-06-01 18:30:00,1,0.0,0.0,0.0,0.0,0.0,18:30:00,2019-06-01
1_2019-06-01 07:15:00,1,0.0,0.0,0.0,0.0,0.0,07:15:00,2019-06-01
1_2019-06-01 09:15:00,1,0.0,0.0,0.0,0.0,0.0,09:15:00,2019-06-01
1_2019-06-01 15:45:00,1,0.0,0.0,0.0,0.0,0.0,15:45:00,2019-06-01
1_2019-06-01 08:30:00,1,0.0,0.0,0.0,0.0,0.0,08:30:00,2019-06-01
1_2019-06-01 01:00:00,1,0.0,0.0,0.0,0.0,0.0,01:00:00,2019-06-01
1_2019-06-01 11:00:00,1,0.0,0.0,0.0,0.0,0.0,11:00:00,2019-06-01
1_2019-06-01 22:00:00,1,0.0,0.2,3.0,3.0,3.0,22:00:00,2019-06-01
1_2019-06-01 01:45:00,1,0.0,0.0,0.0,0.0,0.0,01:45:00,2019-06-01
1_2019-06-01 10:30:00,1,0.0,0.0,0.0,0.0,0.0,10:30:00,2019-06-01
1_2019-06-01 17:15:00,1,0.0,0.0,0.0,0.0,0.0,17:15:00,2019-06-01
1_2019-06-01 00:15:00,1,0.0,0.0,0.0,0.0,0.0,00:15:00,2019-06-01
1_2019-06-01 03:30:00,1,0.0,0.0,0.0,0.0,0.0,03:30:00,2019-06-01
1_2019-06-01 14:00:00,1,0.0,0.0,0.0,0.0,0.0,14:00:00,2019-06-01
1_2019-06-01 00:00:00,1,0.0,0.0,0.0,0.0,0.0,00:00:00,2019-06-01
1_2019-06-01 12:00:00,1,0.0,0.0,0.0,0.0,0.0,12:00:00,2019-06-01
1_2019-06-01 08:45:00,1,0.0,0.0,0.0,0.0,0.0,08:45:00,2019-06-01
1_2019-06-01 14:45:00,1,0.0,0.0,0.0,0.0,0.0,14:45:00,2019-06-01
1_2019-06-01 02:00:00,1,0.0,0.0,0.0,0.0,0.0,02:00:00,2019-06-01
1_2019-06-01 21:30:00,1,0.0,1.0,3.0,3.0,3.0,21:30:00,2019-06-01
1_2019-06-01 04:45:00,1,0.0,0.0,0.0,0.0,0.0,04:45:00,2019-06-01
1_2019-06-01 20:00:00,1,0.2,0.2,0.2,0.2,0.2,20:00:00,2019-06-01
1_2019-06-01 19:00:00,1,0.0,0.0,0.0,0.0,0.0,19:00:00,2019-06-01
1_2019-06-01 08:15:00,1,0.0,0.0,0.0,0.0,0.0,08:15:00,2019-06-01
1_2019-06-01 01:15:00,1,0.0,0.0,0.0,0.0,0.0,01:15:00,2019-06-01
1_2019-06-01 18:00:00,1,0.0,0.0,0.0,0.0,0.0,18:00:00,2019-06-01
1_2019-06-01 13:00:00,1,0.0,0.0,0.0,0.0,0.0,13:00:00,2019-06-01
1_2019-06-01 03:15:00,1,0.0,0.0,0.0,0.0,0.0,03:15:00,2019-06-01
1_2019-06-01 17:00:00,1,0.0,0.0,0.0,0.0,0.0,17:00:00,2019-06-01
1_2019-06-01 09:45:00,1,0.0,0.0,0.0,0.0,0.0,09:45:00,2019-06-01
1_2019-06-02 11:30:00,1,0.0,0.2,0.4,3.4,3.4,11:30:00,2019-06-02
1_2019-06-02 02:15:00,1,0.0,0.0,0.0,3.0,3.0,02:15:00,2019-06-02
1_2019-06-02 21:15:00,1,0.0,0.0,0.0,0.4,3.4,21:15:00,2019-06-02
1_2019-06-02 17:30:00,1,0.0,0.0,0.0,3.4,3.4,17:30:00,2019-06-02
1_2019-06-02 06:45:00,1,0.0,0.0,0.0,3.0,3.0,06:45:00,2019-06-02
1_2019-06-02 11:45:00,1,0.0,0.2,0.4,3.4,3.4,11:45:00,2019-06-02
1_2019-06-02 09:00:00,1,0.0,0.0,0.0,3.0,3.0,09:00:00,2019-06-02
1_2019-06-02 23:30:00,1,0.0,0.0,0.0,0.4,3.4,23:30:00,2019-06-02
1_2019-06-02 08:00:00,1,0.0,0.0,0.0,3.0,3.0,08:00:00,2019-06-02
1_2019-06-02 15:15:00,1,0.0,0.0,0.0,3.4,3.4,15:15:00,2019-06-02
1_2019-06-02 23:45:00,1,0.0,0.0,0.0,0.4,3.4,23:45:00,2019-06-02
1_2019-06-02 10:30:00,1,0.0,0.2,0.2,3.2,3.2,10:30:00,2019-06-02
1_2019-06-02 12:30:00,1,0.0,0.0,0.4,3.4,3.4,12:30:00,2019-06-02
1_2019-06-02 14:15:00,1,0.0,0.0,0.2,3.4,3.4,14:15:00,2019-06-02
1_2019-06-02 17:15:00,1,0.0,0.0,0.0,3.4,3.4,17:15:00,2019-06-02
1_2019-06-02 02:30:00,1,0.0,0.0,0.0,3.0,3.0,02:30:00,2019-06-02
1_2019-06-02 15:00:00,1,0.0,0.0,0.0,3.4,3.4,15:00:00,2019-06-02
1_2019-06-02 10:45:00,1,0.0,0.2,0.2,3.2,3.2,10:45:00,2019-06-02
1_2019-06-02 05:15:00,1,0.0,0.0,0.0,3.0,3.0,05:15:00,2019-06-02
1_2019-06-02 14:00:00,1,0.0,0.0,0.2,3.4,3.4,14:00:00,2019-06-02
1_2019-06-02 00:30:00,1,0.0,0.0,1.0,3.0,3.0,00:30:00,2019-06-02
1_2019-06-02 04:30:00,1,0.0,0.0,0.0,3.0,3.0,04:30:00,2019-06-02
1_2019-06-02 08:30:00,1,0.0,0.0,0.0,3.0,3.0,08:30:00,2019-06-02
1_2019-06-02 12:15:00,1,0.0,0.0,0.4,3.4,3.4,12:15:00,2019-06-02
1_2019-06-02 21:45:00,1,0.0,0.0,0.0,0.4,3.4,21:45:00,2019-06-02
1_2019-06-02 05:00:00,1,0.0,0.0,0.0,3.0,3.0,05:00:00,2019-06-02
1_2019-06-02 07:45:00,1,0.0,0.0,0.0,3.0,3.0,07:45:00,2019-06-02
1_2019-06-02 22:30:00,1,0.0,0.0,0.0,0.4,3.4,22:30:00,2019-06-02
1_2019-06-02 18:15:00,1,0.0,0.0,0.0,3.4,3.4,18:15:00,2019-06-02
1_2019-06-02 07:00:00,1,0.0,0.0,0.0,3.0,3.0,07:00:00,2019-06-02
1_2019-06-02 03:30:00,1,0.0,0.0,0.0,3.0,3.0,03:30:00,2019-06-02
1_2019-06-02 16:15:00,1,0.0,0.0,0.0,3.4,3.4,16:15:00,2019-06-02
1_2019-06-02 06:30:00,1,0.0,0.0,0.0,3.0,3.0,06:30:00,2019-06-02
1_2019-06-02 19:15:00,1,0.0,0.0,0.0,3.4,3.4,19:15:00,2019-06-02
1_2019-06-02 20:00:00,1,0.0,0.0,0.0,3.2,3.4,20:00:00,2019-06-02
1_2019-06-02 01:15:00,1,0.0,0.0,0.0,3.0,3.0,01:15:00,2019-06-02
1_2019-06-02 12:45:00,1,0.0,0.0,0.4,3.4,3.4,12:45:00,2019-06-02
1_2019-06-02 18:45:00,1,0.0,0.0,0.0,3.4,3.4,18:45:00,2019-06-02
1_2019-06-02 14:45:00,1,0.0,0.0,0.2,3.4,3.4,14:45:00,2019-06-02
1_2019-06-02 03:15:00,1,0.0,0.0,0.0,3.0,3.0,03:15:00,2019-06-02
1_2019-06-02 05:30:00,1,0.0,0.0,0.0,3.0,3.0,05:30:00,2019-06-02
1_2019-06-02 10:15:00,1,0.0,0.2,0.2,3.2,3.2,10:15:00,2019-06-02
1_2019-06-02 12:00:00,1,0.0,0.0,0.4,3.4,3.4,12:00:00,2019-06-02
1_2019-06-02 01:00:00,1,0.0,0.0,0.2,3.0,3.0,01:00:00,2019-06-02
1_2019-06-02 20:15:00,1,0.0,0.0,0.0,2.0,3.4,20:15:00,2019-06-02
1_2019-06-02 05:45:00,1,0.0,0.0,0.0,3.0,3.0,05:45:00,2019-06-02
1_2019-06-02 07:30:00,1,0.0,0.0,0.0,3.0,3.0,07:30:00,2019-06-02
1_2019-06-02 09:30:00,1,0.0,0.0,0.0,3.0,3.0,09:30:00,2019-06-02
1_2019-06-02 11:00:00,1,0.2,0.2,0.4,3.4,3.4,11:00:00,2019-06-02
1_2019-06-02 01:45:00,1,0.0,0.0,0.0,3.0,3.0,01:45:00,2019-06-02
1_2019-06-02 02:00:00,1,0.0,0.0,0.0,3.0,3.0,02:00:00,2019-06-02
1_2019-06-02 19:30:00,1,0.0,0.0,0.0,3.4,3.4,19:30:00,2019-06-02
1_2019-06-02 19:00:00,1,0.0,0.0,0.0,3.4,3.4,19:00:00,2019-06-02
1_2019-06-02 00:00:00,1,0.0,0.0,2.8,3.0,3.0,00:00:00,2019-06-02
1_2019-06-02 15:30:00,1,0.0,0.0,0.0,3.4,3.4,15:30:00,2019-06-02
1_2019-06-02 21:00:00,1,0.0,0.0,0.0,0.6,3.4,21:00:00,2019-06-02
1_2019-06-02 15:45:00,1,0.0,0.0,0.0,3.4,3.4,15:45:00,2019-06-02
1_2019-06-02 20:45:00,1,0.0,0.0,0.0,0.8,3.4,20:45:00,2019-06-02
1_2019-06-02 16:30:00,1,0.0,0.0,0.0,3.4,3.4,16:30:00,2019-06-02
1_2019-06-02 00:45:00,1,0.0,0.0,0.4,3.0,3.0,00:45:00,2019-06-02
1_2019-06-02 22:15:00,1,0.0,0.0,0.0,0.4,3.4,22:15:00,2019-06-02
1_2019-06-02 04:15:00,1,0.0,0.0,0.0,3.0,3.0,04:15:00,2019-06-02
1_2019-06-02 16:45:00,1,0.0,0.0,0.0,3.4,3.4,16:45:00,2019-06-02
1_2019-06-02 22:45:00,1,0.0,0.0,0.0,0.4,3.4,22:45:00,2019-06-02
1_2019-06-02 07:15:00,1,0.0,0.0,0.0,3.0,3.0,07:15:00,2019-06-02
1_2019-06-02 08:45:00,1,0.0,0.0,0.0,3.0,3.0,08:45:00,2019-06-02
1_2019-06-02 20:30:00,1,0.0,0.0,0.0,1.4,3.4,20:30:00,2019-06-02
1_2019-06-02 21:30:00,1,0.0,0.0,0.0,0.4,3.4,21:30:00,2019-06-02
1_2019-06-02 11:15:00,1,0.0,0.2,0.4,3.4,3.4,11:15:00,2019-06-02
1_2019-06-02 16:00:00,1,0.0,0.0,0.0,3.4,3.4,16:00:00,2019-06-02
1_2019-06-02 02:45:00,1,0.0,0.0,0.0,3.0,3.0,02:45:00,2019-06-02
1_2019-06-02 17:45:00,1,0.0,0.0,0.0,3.4,3.4,17:45:00,2019-06-02
1_2019-06-02 19:45:00,1,0.0,0.0,0.0,3.4,3.4,19:45:00,2019-06-02
1_2019-06-02 01:30:00,1,0.0,0.0,0.0,3.0,3.0,01:30:00,2019-06-02
1_2019-06-02 23:15:00,1,0.0,0.0,0.0,0.4,3.4,23:15:00,2019-06-02
1_2019-06-02 18:30:00,1,0.0,0.0,0.0,3.4,3.4,18:30:00,2019-06-02
1_2019-06-02 08:15:00,1,0.0,0.0,0.0,3.0,3.0,08:15:00,2019-06-02
1_2019-06-02 03:00:00,1,0.0,0.0,0.0,3.0,3.0,03:00:00,2019-06-02
1_2019-06-02 04:00:00,1,0.0,0.0,0.0,3.0,3.0,04:00:00,2019-06-02
1_2019-06-02 00:15:00,1,0.0,0.0,1.6,3.0,3.0,00:15:00,2019-06-02
1_2019-06-02 10:00:00,1,0.2,0.2,0.2,3.2,3.2,10:00:00,2019-06-02
1_2019-06-02 03:45:00,1,0.0,0.0,0.0,3.0,3.0,03:45:00,2019-06-02
1_2019-06-02 09:45:00,1,0.0,0.0,0.0,3.0,3.0,09:45:00,2019-06-02
1_2019-06-02 06:00:00,1,0.0,0.0,0.0,3.0,3.0,06:00:00,2019-06-02
1_2019-06-02 13:00:00,1,0.0,0.0,0.4,3.4,3.4,13:00:00,2019-06-02
1_2019-06-02 13:30:00,1,0.0,0.0,0.4,3.4,3.4,13:30:00,2019-06-02
1_2019-06-02 13:45:00,1,0.0,0.0,0.4,3.4,3.4,13:45:00,2019-06-02
1_2019-06-02 18:00:00,1,0.0,0.0,0.0,3.4,3.4,18:00:00,2019-06-02
1_2019-06-02 23:00:00,1,0.0,0.0,0.0,0.4,3.4,23:00:00,2019-06-02
1_2019-06-02 04:45:00,1,0.0,0.0,0.0,3.0,3.0,04:45:00,2019-06-02
1_2019-06-02 17:00:00,1,0.0,0.0,0.0,3.4,3.4,17:00:00,2019-06-02
1_2019-06-02 09:15:00,1,0.0,0.0,0.0,3.0,3.0,09:15:00,2019-06-02
1_2019-06-02 14:30:00,1,0.0,0.0,0.2,3.4,3.4,14:30:00,2019-06-02
1_2019-06-02 06:15:00,1,0.0,0.0,0.0,3.0,3.0,06:15:00,2019-06-02
1_2019-06-02 22:00:00,1,0.0,0.0,0.0,0.4,3.4,22:00:00,2019-06-02
1_2019-06-02 13:15:00,1,0.0,0.0,0.4,3.4,3.4,13:15:00,2019-06-02
1_2019-06-03 10:15:00,1,0.0,0.0,0.0,0.2,3.4,10:15:00,2019-06-03
1_2019-06-03 08:45:00,1,0.0,0.0,0.0,0.4,3.4,08:45:00,2019-06-03
1_2019-06-03 12:00:00,1,0.0,0.0,0.0,0.0,3.4,12:00:00,2019-06-03
1_2019-06-03 05:15:00,1,0.0,0.0,0.0,0.4,3.4,05:15:00,2019-06-03
1_2019-06-03 14:30:00,1,0.0,1.2,1.2,1.2,4.6,14:30:00,2019-06-03
1_2019-06-03 20:00:00,1,0.0,0.0,1.4,6.2,9.6,20:00:00,2019-06-03
1_2019-06-03 05:00:00,1,0.0,0.0,0.0,0.4,3.4,05:00:00,2019-06-03
1_2019-06-03 19:00:00,1,0.0,0.2,4.8,6.2,9.6,19:00:00,2019-06-03
1_2019-06-03 15:45:00,1,1.0,2.8,4.0,4.0,7.4,15:45:00,2019-06-03
1_2019-06-03 22:30:00,1,0.0,0.0,0.2,6.2,9.6,22:30:00,2019-06-03
1_2019-06-03 01:30:00,1,0.0,0.0,0.0,0.4,3.4,01:30:00,2019-06-03
1_2019-06-03 09:45:00,1,0.0,0.0,0.0,0.4,3.4,09:45:00,2019-06-03
1_2019-06-03 16:00:00,1,0.8,3.4,4.8,4.8,8.2,16:00:00,2019-06-03
1_2019-06-03 18:00:00,1,0.4,0.4,5.0,6.0,9.4,18:00:00,2019-06-03
1_2019-06-03 00:15:00,1,0.0,0.0,0.0,0.4,3.4,00:15:00,2019-06-03
1_2019-06-03 09:00:00,1,0.0,0.0,0.0,0.4,3.4,09:00:00,2019-06-03
1_2019-06-03 23:30:00,1,0.0,0.0,0.0,6.2,9.6,23:30:00,2019-06-03
1_2019-06-03 23:45:00,1,0.0,0.0,0.0,6.2,9.6,23:45:00,2019-06-03
1_2019-06-03 05:30:00,1,0.0,0.0,0.0,0.4,3.4,05:30:00,2019-06-03
1_2019-06-03 08:00:00,1,0.0,0.0,0.0,0.4,3.4,08:00:00,2019-06-03
1_2019-06-03 04:00:00,1,0.0,0.0,0.0,0.4,3.4,04:00:00,2019-06-03
1_2019-06-03 06:45:00,1,0.0,0.0,0.0,0.4,3.4,06:45:00,2019-06-03
1_2019-06-03 11:30:00,1,0.0,0.0,0.0,0.0,3.4,11:30:00,2019-06-03
1_2019-06-03 12:15:00,1,0.0,0.0,0.0,0.0,3.4,12:15:00,2019-06-03
1_2019-06-03 21:30:00,1,0.0,0.0,0.6,6.2,9.6,21:30:00,2019-06-03
1_2019-06-03 17:00:00,1,0.0,0.8,5.6,5.6,9.0,17:00:00,2019-06-03
1_2019-06-03 01:15:00,1,0.0,0.0,0.0,0.4,3.4,01:15:00,2019-06-03
1_2019-06-03 22:00:00,1,0.0,0.0,0.2,6.2,9.6,22:00:00,2019-06-03
1_2019-06-03 08:15:00,1,0.0,0.0,0.0,0.4,3.4,08:15:00,2019-06-03
1_2019-06-03 16:30:00,1,0.2,2.6,5.6,5.6,9.0,16:30:00,2019-06-03
1_2019-06-03 02:45:00,1,0.0,0.0,0.0,0.4,3.4,02:45:00,2019-06-03
1_2019-06-03 08:30:00,1,0.0,0.0,0.0,0.4,3.4,08:30:00,2019-06-03
1_2019-06-03 04:15:00,1,0.0,0.0,0.0,0.4,3.4,04:15:00,2019-06-03
1_2019-06-03 12:45:00,1,0.0,0.0,0.0,0.0,3.4,12:45:00,2019-06-03
1_2019-06-03 21:45:00,1,0.0,0.0,0.6,6.2,9.6,21:45:00,2019-06-03
1_2019-06-03 19:45:00,1,0.0,0.0,2.2,6.2,9.6,19:45:00,2019-06-03
1_2019-06-03 17:15:00,1,0.0,0.2,5.6,5.6,9.0,17:15:00,2019-06-03
1_2019-06-03 17:30:00,1,0.0,0.0,5.6,5.6,9.0,17:30:00,2019-06-03
1_2019-06-03 18:45:00,1,0.2,0.6,5.0,6.2,9.6,18:45:00,2019-06-03
1_2019-06-03 10:30:00,1,0.0,0.0,0.0,0.2,3.4,10:30:00,2019-06-03
1_2019-06-03 21:00:00,1,0.0,0.0,0.6,6.2,9.6,21:00:00,2019-06-03
1_2019-06-03 16:45:00,1,0.0,1.6,5.6,5.6,9.0,16:45:00,2019-06-03
1_2019-06-03 16:15:00,1,0.6,3.4,5.4,5.4,8.8,16:15:00,2019-06-03
1_2019-06-03 20:45:00,1,0.0,0.0,0.6,6.2,9.6,20:45:00,2019-06-03
1_2019-06-03 06:30:00,1,0.0,0.0,0.0,0.4,3.4,06:30:00,2019-06-03
1_2019-06-03 11:00:00,1,0.0,0.0,0.0,0.0,3.4,11:00:00,2019-06-03
1_2019-06-03 11:45:00,1,0.0,0.0,0.0,0.0,3.4,11:45:00,2019-06-03
1_2019-06-03 00:30:00,1,0.0,0.0,0.0,0.4,3.4,00:30:00,2019-06-03
1_2019-06-03 02:15:00,1,0.0,0.0,0.0,0.4,3.4,02:15:00,2019-06-03
1_2019-06-03 03:00:00,1,0.0,0.0,0.0,0.4,3.4,03:00:00,2019-06-03
1_2019-06-03 14:15:00,1,0.2,1.2,1.2,1.2,4.6,14:15:00,2019-06-03
1_2019-06-03 20:15:00,1,0.0,0.0,0.8,6.2,9.6,20:15:00,2019-06-03
1_2019-06-03 07:30:00,1,0.0,0.0,0.0,0.4,3.4,07:30:00,2019-06-03
1_2019-06-03 06:00:00,1,0.0,0.0,0.0,0.4,3.4,06:00:00,2019-06-03
1_2019-06-03 06:15:00,1,0.0,0.0,0.0,0.4,3.4,06:15:00,2019-06-03
1_2019-06-03 14:00:00,1,1.0,1.0,1.0,1.0,4.4,14:00:00,2019-06-03
1_2019-06-03 09:15:00,1,0.0,0.0,0.0,0.4,3.4,09:15:00,2019-06-03
1_2019-06-03 19:15:00,1,0.0,0.2,4.2,6.2,9.6,19:15:00,2019-06-03
1_2019-06-03 03:45:00,1,0.0,0.0,0.0,0.4,3.4,03:45:00,2019-06-03
1_2019-06-03 14:45:00,1,0.0,1.2,1.2,1.2,4.6,14:45:00,2019-06-03
1_2019-06-03 23:00:00,1,0.0,0.0,0.0,6.2,9.6,23:00:00,2019-06-03
1_2019-06-03 11:15:00,1,0.0,0.0,0.0,0.0,3.4,11:15:00,2019-06-03
1_2019-06-03 22:15:00,1,0.0,0.0,0.2,6.2,9.6,22:15:00,2019-06-03
1_2019-06-03 12:30:00,1,0.0,0.0,0.0,0.0,3.4,12:30:00,2019-06-03
1_2019-06-03 19:30:00,1,0.0,0.2,3.2,6.2,9.6,19:30:00,2019-06-03
1_2019-06-03 22:45:00,1,0.0,0.0,0.0,6.2,9.6,22:45:00,2019-06-03
1_2019-06-03 03:15:00,1,0.0,0.0,0.0,0.4,3.4,03:15:00,2019-06-03
1_2019-06-03 18:30:00,1,0.0,0.4,4.8,6.0,9.4,18:30:00,2019-06-03
1_2019-06-03 13:30:00,1,0.0,0.0,0.0,0.0,3.4,13:30:00,2019-06-03
1_2019-06-03 07:15:00,1,0.0,0.0,0.0,0.4,3.4,07:15:00,2019-06-03
1_2019-06-03 02:30:00,1,0.0,0.0,0.0,0.4,3.4,02:30:00,2019-06-03
1_2019-06-03 20:30:00,1,0.0,0.0,0.6,6.2,9.6,20:30:00,2019-06-03
1_2019-06-03 15:30:00,1,1.0,1.8,3.0,3.0,6.4,15:30:00,2019-06-03
1_2019-06-03 10:00:00,1,0.0,0.0,0.0,0.2,3.4,10:00:00,2019-06-03
1_2019-06-03 04:45:00,1,0.0,0.0,0.0,0.4,3.4,04:45:00,2019-06-03
1_2019-06-03 18:15:00,1,0.0,0.4,4.8,6.0,9.4,18:15:00,2019-06-03
1_2019-06-03 00:45:00,1,0.0,0.0,0.0,0.4,3.4,00:45:00,2019-06-03
1_2019-06-03 13:15:00,1,0.0,0.0,0.0,0.0,3.4,13:15:00,2019-06-03
1_2019-06-03 10:45:00,1,0.0,0.0,0.0,0.2,3.4,10:45:00,2019-06-03
1_2019-06-03 13:45:00,1,0.0,0.0,0.0,0.0,3.4,13:45:00,2019-06-03
1_2019-06-03 05:45:00,1,0.0,0.0,0.0,0.4,3.4,05:45:00,2019-06-03
1_2019-06-03 03:30:00,1,0.0,0.0,0.0,0.4,3.4,03:30:00,2019-06-03
1_2019-06-03 09:30:00,1,0.0,0.0,0.0,0.4,3.4,09:30:00,2019-06-03
1_2019-06-03 15:00:00,1,0.2,0.4,1.4,1.4,4.8,15:00:00,2019-06-03
1_2019-06-03 07:00:00,1,0.0,0.0,0.0,0.4,3.4,07:00:00,2019-06-03
1_2019-06-03 07:45:00,1,0.0,0.0,0.0,0.4,3.4,07:45:00,2019-06-03
