id,geometry
88a8a0740dfffff,"POLYGON((-43.4493035418147 -23.0041293734654, -43.4451326684509 -23.0011377201468, -43.4460437603183 -22.9964654660794, -43.4511256520741 -22.9947849015099, -43.455296490867 -22.9977766230915, -43.4543854724865 -23.0024488409681, -43.4493035418147 -23.0041293734654))"
88a8a066d5fffff,"POLYGON((-43.528872544406 -22.8640439644069, -43.5247025036833 -22.8610493709351, -43.5256127446285 -22.8563692729598, -43.530692952453 -22.8546838053997, -43.5348629574057 -22.857678467047, -43.5339527903157 -22.8623585280675, -43.528872544406 -22.8640439644069))"
88a8a02881fffff,"POLYGON((-43.6458623981874 -22.8733446952796, -43.6416921938532 -22.8703536518585, -43.6426014869301 -22.8656736405953, -43.6476809099077 -22.8639847108493, -43.6518510766861 -22.8669758227245, -43.6509418580544 -22.8716557958802, -43.6458623981874 -22.8733446952796))"
88a8a07ab7fffff,"POLYGON((-43.2152345102933 -22.9851919654744, -43.211064116184 -22.9821932236042, -43.2119770720796 -22.9775208634389, -43.2170603497985 -22.9758472790295, -43.2212307129162 -22.9788460886212, -43.2203178293183 -22.9835184148893, -43.2152345102933 -22.9851919654744))"
88a8a0601dfffff,"POLYGON((-43.3181942125193 -22.9206366313897, -43.3140240704921 -22.9176383445587, -43.3149361051903 -22.9129620858836, -43.3200182091225 -22.9112841489211, -43.3241883185906 -22.9142825035736, -43.3232763566974 -22.9189587273557, -43.3181942125193 -22.9206366313897))"
88a8a0749bfffff,"POLYGON((-43.5277292863196 -22.9431885270574, -43.5235587261293 -22.9401967946372, -43.5244690900811 -22.9355209599267, -43.529549940367 -22.9338368945773, -43.5337204647958 -22.9368286953199, -43.5328101747119 -22.941504493078, -43.5277292863196 -22.9431885270574))"
88a8a02a3bfffff,"POLYGON((-43.635482966828 -22.9511763644335, -43.6313122580961 -22.9481878887425, -43.6322217484261 -22.9435121015868, -43.6373018730884 -22.9418248281213, -43.6414725444136 -22.9448133723892, -43.6405631284949 -22.9494891215342, -43.635482966828 -22.9511763644335))"
88a8a074b7fffff,"POLYGON((-43.4934548922395 -22.9239249999253, -43.4892844954361 -22.9209316226978, -43.4901951119248 -22.9162548750201, -43.4952760515378 -22.9145715411722, -43.499446413105 -22.9175649866103, -43.4985358703071 -22.9222416976742, -43.4934548922395 -22.9239249999253))"
88a8a06159fffff,"POLYGON((-43.2632000484258 -22.9344062729256, -43.2590299047988 -22.9314069892579, -43.2599424023954 -22.9267316913432, -43.2650249711012 -22.9250557114408, -43.2691950830083 -22.9280550628373, -43.2682826579412 -22.9327303263958, -43.2632000484258 -22.9344062729256))"
88a8a021a1fffff,"POLYGON((-43.7116799291084 -22.9258481390556, -43.7075093367781 -22.9228608343661, -43.7084181611176 -22.9181834220795, -43.7134975030117 -22.9164933532287, -43.7176680567764 -22.9194807266189, -43.7167593072242 -22.9241581001477, -43.7116799291084 -22.9258481390556))"
88a8a06467fffff,"POLYGON((-43.4271168034948 -22.8496092553381, -43.4229469746149 -22.8466113547965, -43.4238580248722 -22.8419308563395, -43.4289388306819 -22.8402482943638, -43.4331086253465 -22.8432462628289, -43.4321976484283 -22.8479267253348, -43.4271168034948 -22.8496092553381))"
88a8a074e3fffff,"POLYGON((-43.4819990539433 -22.9583364091605, -43.4778284435445 -22.9553439762254, -43.4787392030101 -22.9506691262315, -43.4838204992452 -22.9489867456665, -43.487991074579 -22.9519792468514, -43.4870803887544 -22.9566540603399, -43.4819990539433 -22.9583364091605))"
88a8a06e4bfffff,"POLYGON((-43.331872813064 -22.850468108588, -43.3277031114787 -22.8474676447966, -43.3286149348163 -22.8427875565465, -43.3336963868929 -22.8411079670902, -43.3378660557176 -22.8441084985986, -43.336954305238 -22.8487885518348, -43.331872813064 -22.850468108588))"
88a8a0219bfffff,"POLYGON((-43.7639168104517 -22.925958740823, -43.759746191295 -22.9229728831374, -43.7606545823451 -22.9182953030356, -43.7657335175149 -22.9166036198793, -43.7699040973098 -22.9195895463839, -43.7689957813083 -22.9242670872144, -43.7639168104517 -22.925958740823))"
88a8a075b3fffff,"POLYGON((-43.4379457914062 -22.916054468327, -43.4337755119125 -22.9130592838883, -43.4346865695604 -22.9083823184394, -43.4397678333046 -22.9067005734852, -43.4439380784105 -22.9096958259975, -43.4430270941717 -22.9143727553789, -43.4379457914062 -22.916054468327))"
88a8a0665dfffff,"POLYGON((-43.4901951119248 -22.9162548750201, -43.4860247692237 -22.9132611282071, -43.4869354013095 -22.9085839793686, -43.4920163024355 -22.9069006139125, -43.496186609951 -22.9098944289146, -43.4952760515378 -22.9145715411722, -43.4901951119248 -22.9162548750201))"
88a8a029a7fffff,"POLYGON((-43.5560932407241 -22.8462536716895, -43.5519232900544 -22.843259174732, -43.5528332824865 -22.8385780239044, -43.557913151612 -22.8368914072437, -43.5620830660983 -22.8398859724031, -43.5611731476542 -22.8445670860098, -43.5560932407241 -22.8462536716895))"
88a8a02183fffff,"POLYGON((-43.7394297374196 -22.9297373253533, -43.7352591047778 -22.9267509299265, -43.7361677046156 -22.9220736341863, -43.7412468621798 -22.920382772892, -43.7454174558324 -22.9233692370894, -43.7445089309217 -22.9280464937989, -43.7394297374196 -22.9297373253533))"
88a8a0293dfffff,"POLYGON((-43.5326617280213 -22.8934269614136, -43.5284914902232 -22.8904335444822, -43.5294017423275 -22.8857550121756, -43.5344821583605 -22.8840699337843, -43.5386523603274 -22.8870634189554, -43.5377421821042 -22.8917419142665, -43.5326617280213 -22.8934269614136))"
88a8a06327fffff,"POLYGON((-43.2359609041856 -22.9521316106389, -43.2317906907968 -22.9491322302103, -43.2327034327818 -22.9444579988442, -43.2377863157722 -22.942783181988, -43.2419564978558 -22.9457826301202, -43.2410438282661 -22.9504568273934, -43.2359609041856 -22.9521316106389))"
88a8a02f41fffff,"POLYGON((-43.7111445487184 -22.9041496566071, -43.7069740994717 -22.9011615401591, -43.7078828971313 -22.8964829622685, -43.7129620692698 -22.8947925395662, -43.7171324799617 -22.8977807246731, -43.7162237570816 -22.902459263812, -43.7111445487184 -22.9041496566071))"
88a8a064c1fffff,"POLYGON((-43.4940744399738 -22.8230400305749, -43.4899047058254 -22.8200429914193, -43.4908151724089 -22.8153608193284, -43.4958952994819 -22.8136757229884, -43.5000649983958 -22.8166728301638, -43.4991546054829 -22.8213549656479, -43.4940744399738 -22.8230400305749))"
88a8a0382bfffff,"POLYGON((-43.5951461894798 -23.060713307499, -43.5909747915755 -23.0577277486313, -43.5918847714074 -23.0530580244105, -43.5969660749209 -23.0513738966681, -43.6011374360212 -23.0543595242235, -43.6002275304238 -23.0590292108221, -43.5951461894798 -23.060713307499))"
88a8a07407fffff,"POLYGON((-43.4520366859872 -22.9901122814035, -43.4478659016248 -22.9871201896973, -43.4487769510638 -22.9824471674719, -43.4538587113795 -22.9807662731568, -43.4580294611308 -22.9837584331061, -43.4571184851892 -22.9884314191158, -43.4520366859872 -22.9901122814035))"
88a8a0213dfffff,"POLYGON((-43.6849986870163 -22.965337122305, -43.6808278506917 -22.9623505329353, -43.6817369525238 -22.9576753387777, -43.6868168160293 -22.9559867724759, -43.6909876141903 -22.9589734305596, -43.6900785870211 -22.9636485862197, -43.6849986870163 -22.965337122305))"
88a8a06e49fffff,"POLYGON((-43.3258794225286 -22.8568270562833, -43.3217096882734 -22.8538266602083, -43.3226215691571 -22.8491469369926, -43.3277031114787 -22.8474676447966, -43.331872813064 -22.850468108588, -43.3309610050095 -22.8551477968474, -43.3258794225286 -22.8568270562833))"
88a8a06a8bfffff,"POLYGON((-43.2246318700689 -22.8639807869032, -43.2204622565194 -22.8609779005107, -43.2213749624966 -22.8562989642725, -43.2264572097174 -22.8546229483776, -43.2306267921435 -22.8576259022816, -43.229714158484 -22.8623048045575, -43.2246318700689 -22.8639807869032))"
88a8a076a9fffff,"POLYGON((-43.5015596238509 -23.0043238918891, -43.4973886887729 -23.0013336808939, -43.4982993546383 -22.9966612429378, -43.503380881843 -22.9949790526676, -43.5075517815522 -22.9979693320409, -43.5066411894371 -23.0026417332948, -43.5015596238509 -23.0043238918891))"
88a8a06529fffff,"POLYGON((-43.3683537594922 -22.8340265680368, -43.3641841123536 -22.8310265001992, -43.3650956170122 -22.8263453881314, -43.3701766957824 -22.8246643792596, -43.3743463096048 -22.827664514862, -43.3734348779849 -22.8323455915599, -43.3683537594922 -22.8340265680368))"
88a8a0623bfffff,"POLYGON((-43.3344858105379 -22.9589978193542, -43.3303153911476 -22.9560013739964, -43.3312273494803 -22.9513271211525, -43.3363096543188 -22.9496493487145, -43.3404800408972 -22.9526458620012, -43.3395681554608 -22.9573200797855, -43.3344858105379 -22.9589978193542))"
88a8a0280bfffff,"POLYGON((-43.6131879373844 -22.919211817035, -43.6090174565068 -22.9162215549387, -43.609927084595 -22.9115441236074, -43.6150071192804 -22.9098569921503, -43.6191775630952 -22.912847322714, -43.6182680092989 -22.9175247162558, -43.6131879373844 -22.919211817035))"
88a8a062c7fffff,"POLYGON((-43.3649791738342 -22.9489285621933, -43.3608087758755 -22.9459325823928, -43.3617204730531 -22.9412576673998, -43.3668024951531 -22.9395787675524, -43.370972859835 -22.9425748153292, -43.3700612357055 -22.9472496949655, -43.3649791738342 -22.9489285621933))"
88a8a06247fffff,"POLYGON((-43.3230192169887 -22.9933861776828, -43.3188485886384 -22.9903906736848, -43.3197606891159 -22.9857183243214, -43.3248433451094 -22.9840415138976, -43.3290139408195 -22.9870370858639, -43.328101913188 -22.9917094002741, -43.3230192169887 -22.9933861776828))"
88a8a021e3fffff,"POLYGON((-43.7182036699777 -22.9411752526449, -43.7140329731311 -22.9381886915433, -43.7149417654015 -22.933512082655, -43.7200211797064 -22.9318220736792, -43.7241918378861 -22.9348087035246, -43.7232831204393 -22.9394852735905, -43.7182036699777 -22.9411752526449))"
88a8a03815fffff,"POLYGON((-43.619642639922 -23.0569608155588, -43.6154712465144 -23.0539757951792, -43.6163810193603 -23.049305780795, -43.6214621112688 -23.0476208246402, -43.625633467499 -23.0506059137552, -43.6247237690098 -23.055275890278, -43.619642639922 -23.0569608155588))"
88a8a02f01fffff,"POLYGON((-43.7106092046995 -22.8824457011765, -43.7064388985272 -22.8794567735428, -43.7073476695083 -22.874777030946, -43.7124266719016 -22.8730862547167, -43.7165969395299 -22.8760752509672, -43.7156882433205 -22.8807549548186, -43.7106092046995 -22.8824457011765))"
88a8a06199fffff,"POLYGON((-43.3046405865864 -22.8682211026442, -43.3004708104934 -22.8652205424293, -43.3013828791415 -22.8605415149421, -43.30646465117 -22.858863082408, -43.3106343949164 -22.8618637103151, -43.3097223989926 -22.8665427030527, -43.3046405865864 -22.8682211026442))"
88a8a06635fffff,"POLYGON((-43.4646463833507 -22.8765803286475, -43.4604763310109 -22.8735844349595, -43.4613871145153 -22.8689052456664, -43.4664678768368 -22.8672219863743, -43.4706378943855 -22.8702179481199, -43.4697271844156 -22.8748971010885, -43.4646463833507 -22.8765803286475))"
88a8a039d5fffff,"POLYGON((-43.5973443522079 -23.0250342985165, -43.5931731876283 -23.0220474862813, -43.5940830980747 -23.0173758221483, -43.5991640988751 -23.0156910078804, -43.6033352266213 -23.0186778887434, -43.6024253904121 -23.023349515235, -43.5973443522079 -23.0250342985165))"
88a8a0619dfffff,"POLYGON((-43.2953889487153 -22.8668986772112, -43.2912191960692 -22.8638978175057, -43.2921313373944 -22.8592187553601, -43.2972131587003 -22.857540587567, -43.3013828791415 -22.8605415149421, -43.3004708104934 -22.8652205424293, -43.2953889487153 -22.8668986772112))"
88a8a038a5fffff,"POLYGON((-43.6185779015667 -23.0136220876443, -43.6144067946771 -23.0106354413324, -43.6153165139855 -23.0059630848729, -43.620397265854 -23.0042774125626, -43.6245683355875 -23.0072641275287, -43.6236586906203 -23.0119364461395, -43.6185779015667 -23.0136220876443))"
88a8a03ab5fffff,"POLYGON((-43.6626428263242 -23.0558007506474, -43.6584714086578 -23.0528168767147, -43.6593808251947 -23.0481466491898, -43.6644615848375 -23.0464603338679, -43.6686329646705 -23.0494442766297, -43.6677236227057 -23.0541144658729, -43.6626428263242 -23.0558007506474))"
88a8a060bdfffff,"POLYGON((-43.3383887815857 -22.8658269104998, -43.3342189692287 -22.8628271814744, -43.3351307619935 -22.8581478933178, -43.3402122942324 -22.8564683692561, -43.3443820737275 -22.8594681660424, -43.3434703538573 -22.864147419118, -43.3383887815857 -22.8658269104998))"
88a8a03b37fffff,"POLYGON((-43.5619263459855 -23.0848191675279, -43.5577548189595 -23.0818335798064, -43.5586651063446 -23.0771652821008, -43.5637468466944 -23.0754826094043, -43.5679183374207 -23.0784682657834, -43.5670081241086 -23.0831365261898, -43.5619263459855 -23.0848191675279))"
88a8a02f43fffff,"POLYGON((-43.7171324799617 -22.8977807246731, -43.7129620692698 -22.8947925395662, -43.7138708081903 -22.8901135991633, -43.7189498830065 -22.8884228826662, -43.7231202550531 -22.8914111364335, -43.7222115909405 -22.896090038026, -43.7171324799617 -22.8977807246731))"
88a8a070e5fffff,"POLYGON((-43.3180686787898 -23.0430879324048, -43.3138977306242 -23.0400941091906, -43.3148099426905 -23.0354244708307, -43.3198930301017 -23.0337486905867, -43.3240639456976 -23.0367425818503, -43.3231518064638 -23.0414121852969, -43.3180686787898 -23.0430879324048))"
88a8a020adfffff,"POLYGON((-43.77044147056 -22.9412832943531, -43.7662707477527 -22.938298181211, -43.7671791065297 -22.933621404673, -43.7722581130405 -22.9319297806013, -43.7764287963846 -22.9349149626057, -43.7755205126925 -22.939591699808, -43.77044147056 -22.9412832943531))"
88a8a02b4dfffff,"POLYGON((-43.5565439383912 -22.9904830733916, -43.5523730382798 -22.9874938668553, -43.5532832341207 -22.9828204805161, -43.5583642560609 -22.9811363379412, -43.5625351199655 -22.9841256129515, -43.5616249981485 -22.9887989620513, -43.5565439383912 -22.9904830733916))"
88a8a0748bfffff,"POLYGON((-43.5064947101156 -22.9545977874043, -43.5023240971592 -22.9516058897449, -43.5032346511917 -22.9469307478232, -43.5083157444287 -22.9452475402946, -43.5124863219464 -22.9482395062508, -43.5115758416775 -22.9529146114272, -43.5064947101156 -22.9545977874043))"
88a8a07737fffff,"POLYGON((-43.4095577621248 -23.012895639588, -43.405386881549 -23.0099032171734, -43.4062983092786 -23.0052315879101, -43.4113805443074 -23.0035524168526, -43.4155513909185 -23.0065449074595, -43.4146400364772 -23.0112165009199, -43.4095577621248 -23.012895639588))"
88a8a021d1fffff,"POLYGON((-43.7552040222193 -22.9463569618262, -43.7510332726708 -22.9433716140275, -43.7519417653674 -22.9386951609745, -43.7570209326141 -22.9370040948948, -43.761191642931 -22.9399895115306, -43.7602832252444 -22.9446659253976, -43.7552040222193 -22.9463569618262))"
88a8a074d3fffff,"POLYGON((-43.5249981989689 -22.9572140599398, -43.5208275492605 -22.954222766118, -43.5217379557189 -22.9495476977778, -43.5268189380399 -22.9478639601748, -43.5309895520268 -22.9508553223391, -43.5300792194258 -22.9555303537523, -43.5249981989689 -22.9572140599398))"
88a8a06183fffff,"POLYGON((-43.286137285184 -22.8655756874664, -43.2819675562023 -22.86257452835, -43.2828797701575 -22.8578954316373, -43.2879616404762 -22.8562175285966, -43.2921313373944 -22.8592187553601, -43.2912191960692 -22.8638978175057, -43.286137285184 -22.8655756874664))"
88a8a06817fffff,"POLYGON((-43.1686028761615 -22.8342865534353, -43.1644335615814 -22.8312810763067, -43.1653466733414 -22.8266007728028, -43.1704290276668 -22.8249259798199, -43.1745983119829 -22.8279315242824, -43.1736852722493 -22.8326117943824, -43.1686028761615 -22.8342865534353))"
88a8a02e5dfffff,"POLYGON((-43.7911273873024 -22.9081424171504, -43.7869568745002 -22.9051566563033, -43.7878650136531 -22.9004780289324, -43.7929435904395 -22.8987852019359, -43.7971140634674 -22.9017710316304, -43.7962059994949 -22.9064496194626, -43.7911273873024 -22.9081424171504))"
88a8a061c1fffff,"POLYGON((-43.280663881469 -22.8936440367024, -43.2764939768993 -22.8906437472483, -43.277406275303 -22.8859661825831, -43.2824884056794 -22.8842889418797, -43.2866582782663 -22.8872892990228, -43.2857460524714 -22.8919668291688, -43.280663881469 -22.8936440367024))"
88a8a066a9fffff,"POLYGON((-43.497861882293 -22.8524383004055, -43.4936919507629 -22.8494424351797, -43.4946024286016 -22.8447618266, -43.4996827642857 -22.8430771198828, -43.5038526605203 -22.8460730531934, -43.502942256378 -22.8507536251249, -43.497861882293 -22.8524383004055))"
88a8a0740bfffff,"POLYGON((-43.4645491874082 -22.99908721244, -43.4603783289229 -22.9960957928196, -43.4612892893204 -22.9914232089618, -43.4663710346523 -22.9897420810523, -43.4705418583345 -22.9927335689598, -43.4696309714996 -22.9974061164783, -43.4645491874082 -22.99908721244))"
88a8a02b13fffff,"POLYGON((-43.5892278963757 -22.9446632035008, -43.5850572681532 -22.9416732152594, -43.5859671298386 -22.9369972394139, -43.5910475455805 -22.9353112893543, -43.5952181371027 -22.9383013460572, -43.5943083495949 -22.9429772843466, -43.5892278963757 -22.9446632035008))"
88a8a06647fffff,"POLYGON((-43.4716924025951 -22.9136329534284, -43.4675220982792 -22.9106386041003, -43.4684328775695 -22.9059613823733, -43.4735138876086 -22.9042785463617, -43.4776841570216 -22.907272963833, -43.4767734513101 -22.9119501491612, -43.4716924025951 -22.9136329534284))"
88a8a06629fffff,"POLYGON((-43.4559222013529 -22.8969765564434, -43.4517520252951 -22.8939811677802, -43.4526629091818 -22.8893031079568, -43.4577438956427 -22.8876204730266, -43.4619140370403 -22.8906159297669, -43.461003226649 -22.8952939533488, -43.4559222013529 -22.8969765564434))"
88a8a39345fffff,"POLYGON((-43.5495733935363 -22.8309016067141, -43.5454035500348 -22.8279063714336, -43.5463135738923 -22.8232244203537, -43.5513933673112 -22.8215377416977, -43.5555631747305 -22.8245330451362, -43.5546532248247 -22.8292149590612, -43.5495733935363 -22.8309016067141))"
88a8a066a1fffff,"POLYGON((-43.4946024286016 -22.8447618266, -43.4904325511251 -22.8417655926138, -43.491343044566 -22.8370845838591, -43.4964233418169 -22.8353998456941, -43.5005931840484 -22.8383961477431, -43.4996827642857 -22.8430771198828, -43.4946024286016 -22.8447618266))"
88a8a03957fffff,"POLYGON((-43.5613958833708 -23.0631588496566, -43.5572244996956 -23.060172449152, -43.5581347602599 -23.0555029785325, -43.5632163304457 -23.0538199456985, -43.5673876778318 -23.0568064148204, -43.5664774913328 -23.0614758481475, -43.5613958833708 -23.0631588496566))"
88a8a0653dfffff,"POLYGON((-43.3803387109347 -22.8213018007666, -43.3761691305195 -22.8183015973986, -43.3770805198141 -22.8136197567236, -43.3821614164392 -22.8119381548907, -43.3863309633565 -22.8149384260252, -43.3854196471583 -22.8196202312145, -43.3803387109347 -22.8213018007666))"
88a8a029cbfffff,"POLYGON((-43.5908946910576 -22.8872316282458, -43.586724439274 -22.884239582581, -43.5876342048198 -22.8795605092061, -43.5927141479885 -22.8778735190519, -43.5968843630531 -22.8808656330741, -43.5959746716797 -22.8855446688814, -43.5908946910576 -22.8872316282458))"
88a8a060d3fffff,"POLYGON((-43.3726597386751 -22.8851387496911, -43.3684897494531 -22.8821406561355, -43.3694012926835 -22.8774622742385, -43.3744827520753 -22.8757820213071, -43.3786527079098 -22.8787801827351, -43.3777412377517 -22.8834585292106, -43.3726597386751 -22.8851387496911))"
88a8a06603fffff,"POLYGON((-43.4804161892529 -22.8932398767637, -43.4762460090127 -22.8902450219309, -43.4771566878492 -22.8855666702793, -43.4822374733197 -22.8838832099308, -43.4864076185261 -22.8868781328875, -43.4854970133076 -22.8915564480573, -43.4804161892529 -22.8932398767637))"
88a8a062e5fffff,"POLYGON((-43.3372215550602 -22.9449747295078, -43.3330512238528 -22.9419778477014, -43.3339631398923 -22.9373028271837, -43.3390453142442 -22.9356247235448, -43.3432156125994 -22.9386216732599, -43.3423037694667 -22.9432966586936, -43.3372215550602 -22.9449747295078))"
88a8a0601bfffff,"POLYGON((-43.3334405048256 -22.91560235586, -43.3292703725849 -22.91260430139, -43.3301822769153 -22.9079277116935, -43.3352642406173 -22.9062492114971, -43.3394343400666 -22.9092473338122, -43.3385225086172 -22.913923888467, -43.3334405048256 -22.91560235586))"
88a8a06667fffff,"POLYGON((-43.4499302151012 -22.903336521945, -43.4457600044739 -22.9003412013578, -43.4466709462984 -22.8956635061894, -43.4517520252951 -22.8939811677802, -43.4559222013529 -22.8969765564434, -43.4550113329951 -22.9016542154283, -43.4499302151012 -22.903336521945))"
88a8a061c9fffff,"POLYGON((-43.2839215586481 -22.9013211229433, -43.2797515982498 -22.8983212008603, -43.280663881469 -22.8936440367024, -43.2857460524714 -22.8919668291688, -43.2899159808364 -22.8949668189625, -43.2890037702441 -22.8996439485676, -43.2839215586481 -22.9013211229433))"
88a8a075d7fffff,"POLYGON((-43.4509833788882 -22.9467353637839, -43.4468128814117 -22.9437416564864, -43.4477238770406 -22.939066296002, -43.4528052966757 -22.9373846790033, -43.4569757595619 -22.9403784544607, -43.4560648374151 -22.9450537787453, -43.4509833788882 -22.9467353637839))"
88a8a06a15fffff,"POLYGON((-43.1854025353903 -22.894416908994, -43.1812327936262 -22.891414061164, -43.1821458576343 -22.8867369231885, -43.1872285912928 -22.8850626666157, -43.1913983025302 -22.8880655819316, -43.1904853106476 -22.892742686323, -43.1854025353903 -22.894416908994))"
88a8a06a31fffff,"POLYGON((-43.1728933929802 -22.8854077002419, -43.1687237341862 -22.882404187241, -43.1696368852443 -22.8777266155578, -43.1747196230483 -22.876052590323, -43.1788892515079 -22.8790561707658, -43.1779761725097 -22.8837337089898, -43.1728933929802 -22.8854077002419))"
88a8a07aebfffff,"POLYGON((-43.2070175367996 -23.027230352714, -43.2028468807304 -23.0242329181899, -43.203759963103 -23.0195628679391, -43.208843629291 -23.0178902860266, -43.2130142544902 -23.0208877883327, -43.2121012443831 -23.0255578047578, -43.2070175367996 -23.027230352714))"
88a8a0626dfffff,"POLYGON((-43.2985173250222 -22.9970955887396, -43.2943467106706 -22.9940995509327, -43.2952590141856 -22.9894274991102, -43.3003418593412 -22.9877515197972, -43.3045124414268 -22.9907476255265, -43.3036002106346 -22.9954196426348, -43.2985173250222 -22.9970955887396))"
88a8a06e41fffff,"POLYGON((-43.3226215691571 -22.8491469369926, -43.3184518903765 -22.8461461736988, -43.3193637865251 -22.8414660505261, -43.324445288655 -22.8397867255583, -43.3286149348163 -22.8427875565465, -43.3277031114787 -22.8474676447966, -43.3226215691571 -22.8491469369926))"
88a8a02835fffff,"POLYGON((-43.594155246353 -22.8949019762043, -43.5899849413048 -22.8919103007017, -43.5908946910576 -22.8872316282458, -43.5959746716797 -22.8855446688814, -43.6001449399583 -22.8885364127633, -43.5992352643961 -22.8932150476188, -43.594155246353 -22.8949019762043))"
88a8a06613fffff,"POLYGON((-43.501649663119 -22.8818263978696, -43.4974795342248 -22.8788317078134, -43.4983900233092 -22.8741526643652, -43.503470567577 -22.8724683476508, -43.5076406611146 -22.8754631058561, -43.5067302457525 -22.8801421126152, -43.501649663119 -22.8818263978696))"
88a8a06f69fffff,"POLYGON((-43.2393592133537 -22.8372310176079, -43.2351897496066 -22.8342275623821, -43.2361022989313 -22.8295471290141, -43.2411842396286 -22.8278701849612, -43.2453536720298 -22.8308737076785, -43.2444411950914 -22.8355541069456, -43.2393592133537 -22.8372310176079))"
88a8a0671dfffff,"POLYGON((-43.4249093243837 -22.8853612500724, -43.4207392632825 -22.8823645904603, -43.4216503828411 -22.8776860218315, -43.4267314901762 -22.8760041487383, -43.430901517092 -22.8790008763374, -43.4299904708697 -22.8836794090311, -43.4249093243837 -22.8853612500724))"
88a8a02867fffff,"POLYGON((-43.5794458040821 -22.9216629945241, -43.575275335878 -22.9186718945004, -43.5761852449005 -22.9139947141879, -43.5812655480158 -22.9123086713457, -43.5854359796716 -22.9152998397661, -43.584526144772 -22.9199769826205, -43.5794458040821 -22.9216629945241))"
88a8a03983fffff,"POLYGON((-43.5908219130073 -23.0097165713064, -43.5866508549737 -23.0067290156841, -43.5875607970248 -23.0020565462226, -43.5926417229203 -23.0003716699486, -43.5968127442219 -23.0033592941562, -43.5959028763716 -23.008031726041, -43.5908219130073 -23.0097165713064))"
88a8a028c3fffff,"POLYGON((-43.6523844268048 -22.888684490476, -43.6482141168816 -22.8856941881761, -43.649123378152 -22.8810149786512, -43.6542028748758 -22.8793261095874, -43.658373147142 -22.882316480385, -43.657463960353 -22.8869956517372, -43.6523844268048 -22.888684490476))"
88a8a060d9fffff,"POLYGON((-43.3699251127485 -22.8991719278689, -43.3657550351114 -22.8961742703283, -43.366666620667 -22.8914966542253, -43.3717482108096 -22.8898167310485, -43.3759182550995 -22.8928144564822, -43.3750067426057 -22.8974920371882, -43.3699251127485 -22.8991719278689))"
88a8a07653fffff,"POLYGON((-43.5058770167967 -23.0553283201814, -43.5017057408863 -23.0523401011194, -43.5026164448582 -23.0476704086454, -43.5076983509681 -23.0459889719712, -43.511869591438 -23.0489772595139, -43.5109589612501 -23.0536469152386, -43.5058770167967 -23.0553283201814))"
88a8a078a7fffff,"POLYGON((-43.1711881630464 -22.94284569198, -43.1670181297145 -22.9398442141964, -43.1679313771429 -22.9351697467257, -43.1730145858509 -22.9334967904833, -43.177184588869 -22.9364983358147, -43.1762714135048 -22.941172769829, -43.1711881630464 -22.94284569198))"
88a8a06461fffff,"POLYGON((-43.4303756521996 -22.8572868860084, -43.4262057687076 -22.8542893536614, -43.4271168034948 -22.8496092553381, -43.4321976484283 -22.8479267253348, -43.4363674976545 -22.850924325627, -43.4354565362246 -22.8556043879659, -43.4303756521996 -22.8572868860084))"
88a8a06d49fffff,"POLYGON((-43.238320547144 -22.7937721246745, -43.2341513706671 -22.7907670706997, -43.2350638658515 -22.7860843096647, -43.2401454651535 -22.7844066366734, -43.2443146103047 -22.7874117580528, -43.2434021874915 -22.7920944850074, -43.238320547144 -22.7937721246745))"
88a8a06e07fffff,"POLYGON((-43.3188417243503 -22.8197412989179, -43.3146722446146 -22.8167393670839, -43.3155841290167 -22.8120576799962, -43.3206654203812 -22.8103779596105, -43.3248348675584 -22.8133799590738, -43.3239230559413 -22.818061611282, -43.3188417243503 -22.8197412989179))"
88a8a06e3bfffff,"POLYGON((-43.3308278630528 -22.8070179577537, -43.3266584485251 -22.8040158906603, -43.3275702178745 -22.7993334745456, -43.3326513289207 -22.7976531605078, -43.3368207107081 -22.8006552952319, -43.3359090142014 -22.8053376763515, -43.3308278630528 -22.8070179577537))"
88a8a0615bfffff,"POLYGON((-43.2691950830083 -22.9280550628373, -43.2650249711012 -22.9250557114408, -43.2659374113318 -22.9203800469166, -43.2710198909228 -22.9187037681909, -43.275189971019 -22.9217031873171, -43.2742776033468 -22.9263788174276, -43.2691950830083 -22.9280550628373))"
88a8a06139fffff,"POLYGON((-43.2409174779268 -22.9023783979871, -43.2367475832054 -22.8993773452713, -43.2376602137513 -22.8947004101675, -43.2427426666212 -22.8930245618988, -43.2469125299665 -22.8960256822347, -43.2459999718297 -22.9007025832077, -43.2409174779268 -22.9023783979871))"
88a8a0719bfffff,"POLYGON((-43.3142878748334 -23.0137485748115, -43.3101171258777 -23.0107535757631, -43.3110293261775 -23.0060823627661, -43.3161122026383 -23.0044061836772, -43.3202829190852 -23.0074012507128, -43.3193707915918 -23.0120724288385, -43.3142878748334 -23.0137485748115))"
88a8a02f0bfffff,"POLYGON((-43.7198585631708 -22.8837435798885, -43.7156882433205 -22.8807549548186, -43.7165969395299 -22.8760752509672, -43.721675880783 -22.8743842110107, -43.7258461619482 -22.8773729047208, -43.7249375405571 -22.8820525697357, -43.7198585631708 -22.8837435798885))"
