primary_key,id_estacao,data_medicao,altura_agua,data_particao
5_2024-03-21 13:15:00,5,2024-03-21 13:15:00,0.19,2024-03-21
5_2024-03-21 13:00:00,5,2024-03-21 13:00:00,0.19,2024-03-21
5_2024-03-21 12:30:00,5,2024-03-21 12:30:00,0.19,2024-03-21
5_2024-03-21 12:45:00,5,2024-03-21 12:45:00,0.19,2024-03-21
5_2024-03-21 12:15:00,5,2024-03-21 12:15:00,0.19,2024-03-21
5_2024-03-21 12:00:00,5,2024-03-21 12:00:00,0.19,2024-03-21
5_2024-03-21 08:15:00,5,2024-03-21 08:15:00,0.16,2024-03-21
5_2024-03-21 06:15:00,5,2024-03-21 06:15:00,0.1,2024-03-21
5_2024-03-21 04:15:00,5,2024-03-21 04:15:00,0.1,2024-03-21
5_2024-03-21 03:15:00,5,2024-03-21 03:15:00,0.1,2024-03-21
5_2024-03-21 03:00:00,5,2024-03-21 03:00:00,0.1,2024-03-21
5_2024-03-21 02:45:00,5,2024-03-21 02:45:00,0.1,2024-03-21
5_2024-03-21 09:15:00,5,2024-03-21 09:15:00,0.2,2024-03-21
5_2024-03-21 01:00:00,5,2024-03-21 01:00:00,0.13,2024-03-21
5_2024-03-21 01:15:00,5,2024-03-21 01:15:00,0.13,2024-03-21
5_2024-03-21 02:15:00,5,2024-03-21 02:15:00,0.12,2024-03-21
5_2024-03-21 01:45:00,5,2024-03-21 01:45:00,0.12,2024-03-21
5_2024-03-21 16:15:00,5,2024-03-21 16:15:00,0.17,2024-03-21
5_2024-03-21 15:45:00,5,2024-03-21 15:45:00,0.17,2024-03-21
5_2024-03-21 09:00:00,5,2024-03-21 09:00:00,0.17,2024-03-21
5_2024-03-21 08:30:00,5,2024-03-21 08:30:00,0.17,2024-03-21
5_2024-03-21 18:00:00,5,2024-03-21 18:00:00,0.17,2024-03-21
5_2024-03-21 17:45:00,5,2024-03-21 17:45:00,,2024-03-21
2_2024-03-15 14:00:00,2,2024-03-15 14:00:00,,2024-03-15
2_2024-03-15 01:15:00,2,2024-03-15 01:15:00,,2024-03-15
2_2024-03-15 03:00:00,2,2024-03-15 03:00:00,,2024-03-15
2_2024-03-15 08:00:00,2,2024-03-15 08:00:00,,2024-03-15
2_2024-03-15 04:15:00,2,2024-03-15 04:15:00,,2024-03-15
2_2024-03-15 05:45:00,2,2024-03-15 05:45:00,,2024-03-15
2_2024-03-15 12:00:00,2,2024-03-15 12:00:00,,2024-03-15
2_2024-03-15 08:15:00,2,2024-03-15 08:15:00,,2024-03-15
2_2024-03-15 09:00:00,2,2024-03-15 09:00:00,,2024-03-15
2_2024-03-15 05:30:00,2,2024-03-15 05:30:00,,2024-03-15
2_2024-03-15 13:45:00,2,2024-03-15 13:45:00,,2024-03-15
2_2024-03-15 02:00:00,2,2024-03-15 02:00:00,,2024-03-15
2_2024-03-15 02:15:00,2,2024-03-15 02:15:00,,2024-03-15
2_2024-03-15 03:15:00,2,2024-03-15 03:15:00,,2024-03-15
2_2024-03-15 11:15:00,2,2024-03-15 11:15:00,,2024-03-15
2_2024-03-15 02:30:00,2,2024-03-15 02:30:00,,2024-03-15
2_2024-03-15 10:30:00,2,2024-03-15 10:30:00,,2024-03-15
2_2024-03-15 02:45:00,2,2024-03-15 02:45:00,,2024-03-15
2_2024-03-15 06:30:00,2,2024-03-15 06:30:00,,2024-03-15
2_2024-03-15 12:30:00,2,2024-03-15 12:30:00,,2024-03-15
2_2024-03-15 08:30:00,2,2024-03-15 08:30:00,,2024-03-15
2_2024-03-15 03:45:00,2,2024-03-15 03:45:00,,2024-03-15
2_2024-03-15 05:00:00,2,2024-03-15 05:00:00,,2024-03-15
2_2024-03-15 12:15:00,2,2024-03-15 12:15:00,,2024-03-15
2_2024-03-15 13:15:00,2,2024-03-15 13:15:00,,2024-03-15
2_2024-03-15 07:45:00,2,2024-03-15 07:45:00,,2024-03-15
2_2024-03-15 13:30:00,2,2024-03-15 13:30:00,,2024-03-15
2_2024-03-15 07:30:00,2,2024-03-15 07:30:00,,2024-03-15
2_2024-03-15 07:15:00,2,2024-03-15 07:15:00,,2024-03-15
2_2024-03-15 04:30:00,2,2024-03-15 04:30:00,,2024-03-15
2_2024-03-15 09:15:00,2,2024-03-15 09:15:00,,2024-03-15
2_2024-03-15 01:45:00,2,2024-03-15 01:45:00,,2024-03-15
2_2024-03-15 05:15:00,2,2024-03-15 05:15:00,,2024-03-15
2_2024-03-15 00:00:00,2,2024-03-15 00:00:00,,2024-03-15
2_2024-03-15 10:45:00,2,2024-03-15 10:45:00,,2024-03-15
2_2024-03-15 07:00:00,2,2024-03-15 07:00:00,,2024-03-15
2_2024-03-15 04:00:00,2,2024-03-15 04:00:00,,2024-03-15
2_2024-03-15 10:15:00,2,2024-03-15 10:15:00,,2024-03-15
2_2024-03-15 08:45:00,2,2024-03-15 08:45:00,,2024-03-15
2_2024-03-15 13:00:00,2,2024-03-15 13:00:00,,2024-03-15
2_2024-03-15 09:45:00,2,2024-03-15 09:45:00,,2024-03-15
2_2024-03-15 11:00:00,2,2024-03-15 11:00:00,,2024-03-15
2_2024-03-15 01:30:00,2,2024-03-15 01:30:00,,2024-03-15
2_2024-03-15 00:15:00,2,2024-03-15 00:15:00,,2024-03-15
2_2024-03-15 01:00:00,2,2024-03-15 01:00:00,,2024-03-15
2_2024-03-15 06:00:00,2,2024-03-15 06:00:00,,2024-03-15
2_2024-03-15 03:30:00,2,2024-03-15 03:30:00,,2024-03-15
2_2024-03-15 12:45:00,2,2024-03-15 12:45:00,,2024-03-15
2_2024-03-15 11:30:00,2,2024-03-15 11:30:00,,2024-03-15
2_2024-03-15 09:30:00,2,2024-03-15 09:30:00,,2024-03-15
2_2024-03-15 10:00:00,2,2024-03-15 10:00:00,,2024-03-15
2_2024-03-15 11:45:00,2,2024-03-15 11:45:00,,2024-03-15
2_2024-03-15 04:45:00,2,2024-03-15 04:45:00,,2024-03-15
2_2024-03-15 06:45:00,2,2024-03-15 06:45:00,,2024-03-15
2_2024-03-15 00:30:00,2,2024-03-15 00:30:00,,2024-03-15
2_2024-03-15 00:45:00,2,2024-03-15 00:45:00,,2024-03-15
2_2024-03-15 06:15:00,2,2024-03-15 06:15:00,,2024-03-15
2_2024-03-15 21:15:00,2,2024-03-15 21:15:00,0.34,2024-03-15
2_2024-03-15 21:30:00,2,2024-03-15 21:30:00,0.34,2024-03-15
2_2024-03-15 22:00:00,2,2024-03-15 22:00:00,0.34,2024-03-15
2_2024-03-15 21:45:00,2,2024-03-15 21:45:00,0.34,2024-03-15
2_2024-03-15 20:15:00,2,2024-03-15 20:15:00,0.34,2024-03-15
2_2024-03-15 20:30:00,2,2024-03-15 20:30:00,0.34,2024-03-15
2_2024-03-15 20:45:00,2,2024-03-15 20:45:00,0.34,2024-03-15
2_2024-03-15 21:00:00,2,2024-03-15 21:00:00,0.34,2024-03-15
2_2024-03-15 19:45:00,2,2024-03-15 19:45:00,0.34,2024-03-15
2_2024-03-15 20:00:00,2,2024-03-15 20:00:00,0.34,2024-03-15
2_2024-03-15 19:30:00,2,2024-03-15 19:30:00,0.34,2024-03-15
2_2024-03-15 19:15:00,2,2024-03-15 19:15:00,0.34,2024-03-15
2_2024-03-15 16:15:00,2,2024-03-15 16:15:00,0.34,2024-03-15
2_2024-03-15 16:45:00,2,2024-03-15 16:45:00,0.34,2024-03-15
2_2024-03-15 17:45:00,2,2024-03-15 17:45:00,0.34,2024-03-15
2_2024-03-15 17:30:00,2,2024-03-15 17:30:00,0.34,2024-03-15
2_2024-03-15 17:00:00,2,2024-03-15 17:00:00,0.34,2024-03-15
2_2024-03-15 16:30:00,2,2024-03-15 16:30:00,0.34,2024-03-15
2_2024-03-15 18:00:00,2,2024-03-15 18:00:00,0.34,2024-03-15
2_2024-03-15 17:15:00,2,2024-03-15 17:15:00,0.34,2024-03-15
2_2024-03-15 14:30:00,2,2024-03-15 14:30:00,0.34,2024-03-15
2_2024-03-15 15:45:00,2,2024-03-15 15:45:00,0.34,2024-03-15
2_2024-03-15 15:30:00,2,2024-03-15 15:30:00,0.34,2024-03-15
2_2024-03-15 14:45:00,2,2024-03-15 14:45:00,0.34,2024-03-15
2_2024-03-15 15:15:00,2,2024-03-15 15:15:00,0.34,2024-03-15
2_2024-03-15 15:00:00,2,2024-03-15 15:00:00,0.34,2024-03-15
2_2024-03-15 16:00:00,2,2024-03-15 16:00:00,0.34,2024-03-15
2_2024-03-15 14:15:00,2,2024-03-15 14:15:00,0.34,2024-03-15
2_2024-03-15 18:30:00,2,2024-03-15 18:30:00,0.34,2024-03-15
2_2024-03-15 18:45:00,2,2024-03-15 18:45:00,0.34,2024-03-15
2_2024-03-15 18:15:00,2,2024-03-15 18:15:00,0.34,2024-03-15
2_2024-03-15 19:00:00,2,2024-03-15 19:00:00,0.34,2024-03-15
2_2024-03-18 18:15:00,2,2024-03-18 18:15:00,,2024-03-18
2_2024-03-18 01:00:00,2,2024-03-18 01:00:00,,2024-03-18
2_2024-03-18 04:00:00,2,2024-03-18 04:00:00,,2024-03-18
2_2024-03-18 06:45:00,2,2024-03-18 06:45:00,,2024-03-18
2_2024-03-18 07:45:00,2,2024-03-18 07:45:00,,2024-03-18
2_2024-03-18 10:00:00,2,2024-03-18 10:00:00,,2024-03-18
2_2024-03-18 08:15:00,2,2024-03-18 08:15:00,,2024-03-18
2_2024-03-18 06:00:00,2,2024-03-18 06:00:00,,2024-03-18
2_2024-03-18 09:30:00,2,2024-03-18 09:30:00,,2024-03-18
2_2024-03-18 01:45:00,2,2024-03-18 01:45:00,,2024-03-18
2_2024-03-18 07:15:00,2,2024-03-18 07:15:00,,2024-03-18
2_2024-03-18 00:00:00,2,2024-03-18 00:00:00,,2024-03-18
2_2024-03-18 04:30:00,2,2024-03-18 04:30:00,,2024-03-18
2_2024-03-18 02:15:00,2,2024-03-18 02:15:00,,2024-03-18
2_2024-03-18 02:45:00,2,2024-03-18 02:45:00,,2024-03-18
2_2024-03-18 02:30:00,2,2024-03-18 02:30:00,,2024-03-18
2_2024-03-18 07:00:00,2,2024-03-18 07:00:00,,2024-03-18
2_2024-03-18 03:00:00,2,2024-03-18 03:00:00,,2024-03-18
2_2024-03-18 09:45:00,2,2024-03-18 09:45:00,,2024-03-18
2_2024-03-18 03:15:00,2,2024-03-18 03:15:00,,2024-03-18
2_2024-03-18 05:00:00,2,2024-03-18 05:00:00,,2024-03-18
2_2024-03-18 04:45:00,2,2024-03-18 04:45:00,,2024-03-18
2_2024-03-18 01:15:00,2,2024-03-18 01:15:00,,2024-03-18
2_2024-03-18 05:45:00,2,2024-03-18 05:45:00,,2024-03-18
2_2024-03-18 08:45:00,2,2024-03-18 08:45:00,,2024-03-18
2_2024-03-18 00:30:00,2,2024-03-18 00:30:00,,2024-03-18
2_2024-03-18 00:45:00,2,2024-03-18 00:45:00,,2024-03-18
2_2024-03-18 05:15:00,2,2024-03-18 05:15:00,,2024-03-18
2_2024-03-18 04:15:00,2,2024-03-18 04:15:00,,2024-03-18
2_2024-03-18 02:00:00,2,2024-03-18 02:00:00,,2024-03-18
2_2024-03-18 07:30:00,2,2024-03-18 07:30:00,,2024-03-18
2_2024-03-18 08:30:00,2,2024-03-18 08:30:00,,2024-03-18
2_2024-03-18 03:30:00,2,2024-03-18 03:30:00,,2024-03-18
2_2024-03-18 09:00:00,2,2024-03-18 09:00:00,,2024-03-18
2_2024-03-18 01:30:00,2,2024-03-18 01:30:00,,2024-03-18
2_2024-03-18 09:15:00,2,2024-03-18 09:15:00,,2024-03-18
2_2024-03-18 05:30:00,2,2024-03-18 05:30:00,,2024-03-18
2_2024-03-18 06:15:00,2,2024-03-18 06:15:00,,2024-03-18
2_2024-03-18 08:00:00,2,2024-03-18 08:00:00,,2024-03-18
2_2024-03-18 06:30:00,2,2024-03-18 06:30:00,,2024-03-18
2_2024-03-18 00:15:00,2,2024-03-18 00:15:00,,2024-03-18
2_2024-03-18 03:45:00,2,2024-03-18 03:45:00,,2024-03-18
2_2024-03-18 21:45:00,2,2024-03-18 21:45:00,0.33,2024-03-18
2_2024-03-18 20:30:00,2,2024-03-18 20:30:00,0.33,2024-03-18
2_2024-03-18 20:45:00,2,2024-03-18 20:45:00,0.33,2024-03-18
2_2024-03-18 21:00:00,2,2024-03-18 21:00:00,0.33,2024-03-18
2_2024-03-18 20:15:00,2,2024-03-18 20:15:00,0.33,2024-03-18
2_2024-03-18 19:45:00,2,2024-03-18 19:45:00,0.33,2024-03-18
2_2024-03-18 20:00:00,2,2024-03-18 20:00:00,0.33,2024-03-18
2_2024-03-18 19:30:00,2,2024-03-18 19:30:00,0.33,2024-03-18
2_2024-03-18 19:15:00,2,2024-03-18 19:15:00,0.33,2024-03-18
2_2024-03-18 18:30:00,2,2024-03-18 18:30:00,0.33,2024-03-18
2_2024-03-18 19:00:00,2,2024-03-18 19:00:00,0.33,2024-03-18
2_2024-03-18 18:45:00,2,2024-03-18 18:45:00,0.33,2024-03-18
2_2024-03-18 17:30:00,2,2024-03-18 17:30:00,0.33,2024-03-18
2_2024-03-18 18:00:00,2,2024-03-18 18:00:00,0.33,2024-03-18
2_2024-03-18 17:45:00,2,2024-03-18 17:45:00,0.33,2024-03-18
2_2024-03-18 17:15:00,2,2024-03-18 17:15:00,0.33,2024-03-18
2_2024-03-18 16:15:00,2,2024-03-18 16:15:00,0.33,2024-03-18
2_2024-03-18 17:00:00,2,2024-03-18 17:00:00,0.33,2024-03-18
2_2024-03-18 16:30:00,2,2024-03-18 16:30:00,0.33,2024-03-18
2_2024-03-18 16:45:00,2,2024-03-18 16:45:00,0.33,2024-03-18
2_2024-03-18 15:30:00,2,2024-03-18 15:30:00,0.33,2024-03-18
2_2024-03-18 15:15:00,2,2024-03-18 15:15:00,0.33,2024-03-18
2_2024-03-18 14:45:00,2,2024-03-18 14:45:00,0.33,2024-03-18
2_2024-03-18 14:30:00,2,2024-03-18 14:30:00,0.33,2024-03-18
2_2024-03-18 15:45:00,2,2024-03-18 15:45:00,0.33,2024-03-18
2_2024-03-18 14:15:00,2,2024-03-18 14:15:00,0.33,2024-03-18
2_2024-03-18 15:00:00,2,2024-03-18 15:00:00,0.33,2024-03-18
2_2024-03-18 16:00:00,2,2024-03-18 16:00:00,0.33,2024-03-18
2_2024-03-18 13:30:00,2,2024-03-18 13:30:00,0.33,2024-03-18
2_2024-03-18 13:45:00,2,2024-03-18 13:45:00,0.33,2024-03-18
2_2024-03-18 14:00:00,2,2024-03-18 14:00:00,0.33,2024-03-18
2_2024-03-18 21:15:00,2,2024-03-18 21:15:00,0.34,2024-03-18
2_2024-03-18 13:15:00,2,2024-03-18 13:15:00,0.34,2024-03-18
2_2024-03-18 12:15:00,2,2024-03-18 12:15:00,0.34,2024-03-18
2_2024-03-18 12:30:00,2,2024-03-18 12:30:00,0.34,2024-03-18
2_2024-03-18 12:45:00,2,2024-03-18 12:45:00,0.34,2024-03-18
2_2024-03-18 13:00:00,2,2024-03-18 13:00:00,0.34,2024-03-18
2_2024-03-18 11:45:00,2,2024-03-18 11:45:00,0.34,2024-03-18
2_2024-03-18 11:00:00,2,2024-03-18 11:00:00,0.34,2024-03-18
2_2024-03-18 11:30:00,2,2024-03-18 11:30:00,0.34,2024-03-18
2_2024-03-18 10:30:00,2,2024-03-18 10:30:00,0.34,2024-03-18
2_2024-03-18 11:15:00,2,2024-03-18 11:15:00,0.34,2024-03-18
2_2024-03-18 12:00:00,2,2024-03-18 12:00:00,0.34,2024-03-18
2_2024-03-18 10:45:00,2,2024-03-18 10:45:00,0.34,2024-03-18
2_2024-03-18 10:15:00,2,2024-03-18 10:15:00,0.34,2024-03-18
2_2024-03-18 21:30:00,2,2024-03-18 21:30:00,0.34,2024-03-18
2_2024-03-18 22:00:00,2,2024-03-18 22:00:00,0.34,2024-03-18
2_2024-03-19 02:30:00,2,2024-03-19 02:30:00,,2024-03-19
2_2024-03-19 05:00:00,2,2024-03-19 05:00:00,,2024-03-19
2_2024-03-19 06:00:00,2,2024-03-19 06:00:00,,2024-03-19
2_2024-03-19 06:45:00,2,2024-03-19 06:45:00,,2024-03-19
2_2024-03-19 05:45:00,2,2024-03-19 05:45:00,,2024-03-19
2_2024-03-19 03:45:00,2,2024-03-19 03:45:00,,2024-03-19
2_2024-03-19 00:00:00,2,2024-03-19 00:00:00,,2024-03-19
2_2024-03-19 07:00:00,2,2024-03-19 07:00:00,,2024-03-19
2_2024-03-19 04:00:00,2,2024-03-19 04:00:00,,2024-03-19
2_2024-03-19 01:00:00,2,2024-03-19 01:00:00,,2024-03-19
2_2024-03-19 02:00:00,2,2024-03-19 02:00:00,,2024-03-19
2_2024-03-19 06:30:00,2,2024-03-19 06:30:00,,2024-03-19
2_2024-03-19 00:15:00,2,2024-03-19 00:15:00,,2024-03-19
2_2024-03-19 03:30:00,2,2024-03-19 03:30:00,,2024-03-19
2_2024-03-19 04:45:00,2,2024-03-19 04:45:00,,2024-03-19
2_2024-03-19 00:30:00,2,2024-03-19 00:30:00,,2024-03-19
2_2024-03-19 00:45:00,2,2024-03-19 00:45:00,,2024-03-19
2_2024-03-19 01:15:00,2,2024-03-19 01:15:00,,2024-03-19
2_2024-03-19 03:00:00,2,2024-03-19 03:00:00,,2024-03-19
2_2024-03-19 05:30:00,2,2024-03-19 05:30:00,,2024-03-19
2_2024-03-19 02:15:00,2,2024-03-19 02:15:00,,2024-03-19
2_2024-03-19 01:30:00,2,2024-03-19 01:30:00,,2024-03-19
2_2024-03-19 06:15:00,2,2024-03-19 06:15:00,,2024-03-19
2_2024-03-19 04:15:00,2,2024-03-19 04:15:00,,2024-03-19
2_2024-03-19 03:15:00,2,2024-03-19 03:15:00,,2024-03-19
2_2024-03-19 02:45:00,2,2024-03-19 02:45:00,,2024-03-19
2_2024-03-19 04:30:00,2,2024-03-19 04:30:00,,2024-03-19
2_2024-03-19 01:45:00,2,2024-03-19 01:45:00,,2024-03-19
2_2024-03-19 05:15:00,2,2024-03-19 05:15:00,,2024-03-19
2_2024-03-19 16:30:00,2,2024-03-19 16:30:00,0.33,2024-03-19
2_2024-03-19 16:15:00,2,2024-03-19 16:15:00,0.33,2024-03-19
2_2024-03-19 15:45:00,2,2024-03-19 15:45:00,0.33,2024-03-19
2_2024-03-19 16:00:00,2,2024-03-19 16:00:00,0.33,2024-03-19
2_2024-03-19 14:15:00,2,2024-03-19 14:15:00,0.33,2024-03-19
2_2024-03-19 14:30:00,2,2024-03-19 14:30:00,0.33,2024-03-19
2_2024-03-19 15:00:00,2,2024-03-19 15:00:00,0.33,2024-03-19
2_2024-03-19 14:45:00,2,2024-03-19 14:45:00,0.33,2024-03-19
2_2024-03-19 21:15:00,2,2024-03-19 21:15:00,0.34,2024-03-19
2_2024-03-19 22:00:00,2,2024-03-19 22:00:00,0.34,2024-03-19
2_2024-03-19 21:30:00,2,2024-03-19 21:30:00,0.34,2024-03-19
2_2024-03-19 21:45:00,2,2024-03-19 21:45:00,0.34,2024-03-19
2_2024-03-19 21:00:00,2,2024-03-19 21:00:00,0.34,2024-03-19
2_2024-03-19 20:45:00,2,2024-03-19 20:45:00,0.34,2024-03-19
2_2024-03-19 19:45:00,2,2024-03-19 19:45:00,0.34,2024-03-19
2_2024-03-19 20:00:00,2,2024-03-19 20:00:00,0.34,2024-03-19
2_2024-03-19 19:15:00,2,2024-03-19 19:15:00,0.34,2024-03-19
2_2024-03-19 18:30:00,2,2024-03-19 18:30:00,0.34,2024-03-19
2_2024-03-19 19:00:00,2,2024-03-19 19:00:00,0.34,2024-03-19
2_2024-03-19 18:15:00,2,2024-03-19 18:15:00,0.34,2024-03-19
2_2024-03-19 18:45:00,2,2024-03-19 18:45:00,0.34,2024-03-19
2_2024-03-19 17:45:00,2,2024-03-19 17:45:00,0.34,2024-03-19
2_2024-03-19 18:00:00,2,2024-03-19 18:00:00,0.34,2024-03-19
2_2024-03-19 17:15:00,2,2024-03-19 17:15:00,0.34,2024-03-19
2_2024-03-19 17:30:00,2,2024-03-19 17:30:00,0.34,2024-03-19
2_2024-03-19 16:45:00,2,2024-03-19 16:45:00,0.34,2024-03-19
2_2024-03-19 17:00:00,2,2024-03-19 17:00:00,0.34,2024-03-19
2_2024-03-19 15:30:00,2,2024-03-19 15:30:00,0.34,2024-03-19
2_2024-03-19 15:15:00,2,2024-03-19 15:15:00,0.34,2024-03-19
2_2024-03-19 13:30:00,2,2024-03-19 13:30:00,0.34,2024-03-19
2_2024-03-19 13:45:00,2,2024-03-19 13:45:00,0.34,2024-03-19
2_2024-03-19 13:15:00,2,2024-03-19 13:15:00,0.34,2024-03-19
2_2024-03-19 14:00:00,2,2024-03-19 14:00:00,0.34,2024-03-19
2_2024-03-19 11:45:00,2,2024-03-19 11:45:00,0.34,2024-03-19
2_2024-03-19 11:30:00,2,2024-03-19 11:30:00,0.34,2024-03-19
2_2024-03-19 11:15:00,2,2024-03-19 11:15:00,0.34,2024-03-19
2_2024-03-19 11:00:00,2,2024-03-19 11:00:00,0.34,2024-03-19
2_2024-03-19 10:15:00,2,2024-03-19 10:15:00,0.34,2024-03-19
2_2024-03-19 10:45:00,2,2024-03-19 10:45:00,0.34,2024-03-19
2_2024-03-19 10:30:00,2,2024-03-19 10:30:00,0.34,2024-03-19
2_2024-03-19 08:15:00,2,2024-03-19 08:15:00,0.34,2024-03-19
2_2024-03-19 07:15:00,2,2024-03-19 07:15:00,0.34,2024-03-19
2_2024-03-19 09:45:00,2,2024-03-19 09:45:00,0.34,2024-03-19
2_2024-03-19 07:45:00,2,2024-03-19 07:45:00,0.34,2024-03-19
2_2024-03-19 07:30:00,2,2024-03-19 07:30:00,0.34,2024-03-19
2_2024-03-19 08:45:00,2,2024-03-19 08:45:00,0.34,2024-03-19
2_2024-03-19 08:00:00,2,2024-03-19 08:00:00,0.34,2024-03-19
2_2024-03-19 09:15:00,2,2024-03-19 09:15:00,0.34,2024-03-19
2_2024-03-19 09:30:00,2,2024-03-19 09:30:00,0.34,2024-03-19
2_2024-03-19 09:00:00,2,2024-03-19 09:00:00,0.34,2024-03-19
2_2024-03-19 08:30:00,2,2024-03-19 08:30:00,0.34,2024-03-19
2_2024-03-19 10:00:00,2,2024-03-19 10:00:00,0.34,2024-03-19
2_2024-03-19 12:00:00,2,2024-03-19 12:00:00,0.34,2024-03-19
2_2024-03-19 12:45:00,2,2024-03-19 12:45:00,0.34,2024-03-19
2_2024-03-19 12:30:00,2,2024-03-19 12:30:00,0.34,2024-03-19
2_2024-03-19 12:15:00,2,2024-03-19 12:15:00,0.34,2024-03-19
2_2024-03-19 13:00:00,2,2024-03-19 13:00:00,0.34,2024-03-19
2_2024-03-19 19:30:00,2,2024-03-19 19:30:00,0.34,2024-03-19
2_2024-03-19 20:30:00,2,2024-03-19 20:30:00,0.34,2024-03-19
2_2024-03-19 20:15:00,2,2024-03-19 20:15:00,0.34,2024-03-19
2_2024-03-20 22:00:00,2,2024-03-20 22:00:00,0.33,2024-03-20
2_2024-03-20 21:45:00,2,2024-03-20 21:45:00,0.33,2024-03-20
2_2024-03-20 21:15:00,2,2024-03-20 21:15:00,0.33,2024-03-20
2_2024-03-20 21:30:00,2,2024-03-20 21:30:00,0.33,2024-03-20
2_2024-03-20 20:45:00,2,2024-03-20 20:45:00,0.33,2024-03-20
2_2024-03-20 20:30:00,2,2024-03-20 20:30:00,0.33,2024-03-20
2_2024-03-20 21:00:00,2,2024-03-20 21:00:00,0.33,2024-03-20
2_2024-03-20 20:15:00,2,2024-03-20 20:15:00,0.33,2024-03-20
2_2024-03-20 19:30:00,2,2024-03-20 19:30:00,0.33,2024-03-20
2_2024-03-20 20:00:00,2,2024-03-20 20:00:00,0.33,2024-03-20
2_2024-03-20 19:15:00,2,2024-03-20 19:15:00,0.33,2024-03-20
2_2024-03-20 19:45:00,2,2024-03-20 19:45:00,0.33,2024-03-20
2_2024-03-20 18:45:00,2,2024-03-20 18:45:00,0.33,2024-03-20
2_2024-03-20 18:30:00,2,2024-03-20 18:30:00,0.33,2024-03-20
2_2024-03-20 18:15:00,2,2024-03-20 18:15:00,0.33,2024-03-20
2_2024-03-20 19:00:00,2,2024-03-20 19:00:00,0.33,2024-03-20
2_2024-03-20 17:30:00,2,2024-03-20 17:30:00,0.33,2024-03-20
2_2024-03-20 18:00:00,2,2024-03-20 18:00:00,0.33,2024-03-20
2_2024-03-20 17:15:00,2,2024-03-20 17:15:00,0.33,2024-03-20
2_2024-03-20 17:45:00,2,2024-03-20 17:45:00,0.33,2024-03-20
2_2024-03-20 16:30:00,2,2024-03-20 16:30:00,0.33,2024-03-20
2_2024-03-20 17:00:00,2,2024-03-20 17:00:00,0.33,2024-03-20
2_2024-03-20 16:15:00,2,2024-03-20 16:15:00,0.33,2024-03-20
2_2024-03-20 16:45:00,2,2024-03-20 16:45:00,0.33,2024-03-20
2_2024-03-20 15:30:00,2,2024-03-20 15:30:00,0.33,2024-03-20
2_2024-03-20 15:15:00,2,2024-03-20 15:15:00,0.33,2024-03-20
2_2024-03-20 16:00:00,2,2024-03-20 16:00:00,0.33,2024-03-20
2_2024-03-20 14:45:00,2,2024-03-20 14:45:00,0.33,2024-03-20
2_2024-03-20 14:30:00,2,2024-03-20 14:30:00,0.33,2024-03-20
2_2024-03-20 15:00:00,2,2024-03-20 15:00:00,0.33,2024-03-20
2_2024-03-20 14:15:00,2,2024-03-20 14:15:00,0.33,2024-03-20
2_2024-03-20 13:45:00,2,2024-03-20 13:45:00,0.33,2024-03-20
2_2024-03-20 14:00:00,2,2024-03-20 14:00:00,0.33,2024-03-20
2_2024-03-20 13:15:00,2,2024-03-20 13:15:00,0.33,2024-03-20
2_2024-03-20 13:30:00,2,2024-03-20 13:30:00,0.33,2024-03-20
2_2024-03-20 12:30:00,2,2024-03-20 12:30:00,0.33,2024-03-20
2_2024-03-20 12:45:00,2,2024-03-20 12:45:00,0.33,2024-03-20
2_2024-03-20 12:15:00,2,2024-03-20 12:15:00,0.33,2024-03-20
2_2024-03-20 13:00:00,2,2024-03-20 13:00:00,0.33,2024-03-20
2_2024-03-20 12:00:00,2,2024-03-20 12:00:00,0.33,2024-03-20
2_2024-03-20 15:45:00,2,2024-03-20 15:45:00,0.33,2024-03-20
2_2024-03-20 11:45:00,2,2024-03-20 11:45:00,0.34,2024-03-20
2_2024-03-20 11:30:00,2,2024-03-20 11:30:00,0.34,2024-03-20
2_2024-03-20 11:15:00,2,2024-03-20 11:15:00,0.34,2024-03-20
2_2024-03-20 10:45:00,2,2024-03-20 10:45:00,0.34,2024-03-20
2_2024-03-20 10:15:00,2,2024-03-20 10:15:00,0.34,2024-03-20
2_2024-03-20 10:30:00,2,2024-03-20 10:30:00,0.34,2024-03-20
2_2024-03-20 09:45:00,2,2024-03-20 09:45:00,0.34,2024-03-20
2_2024-03-20 10:00:00,2,2024-03-20 10:00:00,0.34,2024-03-20
2_2024-03-20 09:15:00,2,2024-03-20 09:15:00,0.34,2024-03-20
2_2024-03-20 09:30:00,2,2024-03-20 09:30:00,0.34,2024-03-20
2_2024-03-20 08:45:00,2,2024-03-20 08:45:00,0.34,2024-03-20
2_2024-03-20 08:15:00,2,2024-03-20 08:15:00,0.34,2024-03-20
2_2024-03-20 08:30:00,2,2024-03-20 08:30:00,0.34,2024-03-20
2_2024-03-20 09:00:00,2,2024-03-20 09:00:00,0.34,2024-03-20
2_2024-03-20 07:45:00,2,2024-03-20 07:45:00,0.34,2024-03-20
2_2024-03-20 07:15:00,2,2024-03-20 07:15:00,0.34,2024-03-20
2_2024-03-20 08:00:00,2,2024-03-20 08:00:00,0.34,2024-03-20
2_2024-03-20 06:30:00,2,2024-03-20 06:30:00,0.34,2024-03-20
2_2024-03-20 06:15:00,2,2024-03-20 06:15:00,0.34,2024-03-20
