id_ponto_supervisionado,classe,top_50,causa_alagamento,medida_cor,eliminado,endereco_ponto_supervisionado,bairro,area_planejamento,regiao_administrativa,bacia_hidrografica,sub_bacia_hidrografica,latitude,longitude,utm_x,utm_y,geometry,projeto,data_atualizacao,ano_vigencia
281,Ponto critico,,"Constava como po, mas deve integrar a lista de pontos criticos. segundo o projeto 33d1329, existe uma vala passando atraves da estrada do monteiro. vala nao tem saida pelo numero 467 da estrada do monteiro. encontra-se em elaboracao um estudo para",Obra de microdrenagem,,Estrada do monteiro 478 /rua jurupaiti,Campo grande,5.2,XVIII - Campo Grande,S,Rio cabucu piraque,-22.91641916,-43.5631478,647352.148165,7465013.0133,POINT(-43.5631478 -22.91641916),(Projeto 33D1329),2022-01-01,2022
125,Ponto critico,,"Existe o 33d1807, por se tratar de projeto antigo, faz-se necessario servico de engenharia para a sua revisao",Investigacao e estudo,,Rio guarajuba,Campo grande,5.2,XVIII - Campo Grande,S,Rio da prata do mendanha,-22.85413212,-43.53468759,650339.849967,7471880.86199,POINT(-43.53468759 -22.85413212),(Projeto 33D1807),2022-01-01,2022
123,Ponto critico,,Projeto 3-3-d-2916. necessaria a desapropriacao de construcoes na servidao localizada entre a av. paulo afonso e rua byron para implantacao do projeto.,Desocupacao e obras de macrodrenagem,,Canal da avenida paulo afonso,Campo grande,5.2,XVIII - Campo Grande,S,Rio da prata do mendanha,-22.867025,-43.5593777,647792.338642,7470478.2902,POINT(-43.5593777 -22.867025),_,2022-01-01,2022
163,Ponto critico,,Foi elaborado o projeto 33d1960,Obra de microdrenagem,,Praca magdala da gama oliveira,Campo grande,5.2,XVIII - Campo Grande,S,Rio cabucu piraque,-22.91625184,-43.55496038,648192.091604,7465023.31367,POINT(-43.55496038 -22.91625184),(Projeto 33D1960),2022-01-01,2022
228,Ponto critico,,Constava como pm. foi elaborado o estudo 4-3-d-1320 para o local.  substituicao da rede da rua caracarai e aumento das captacoes no local. deslocar o ponto para a intersecao da rua caracarai com a av. ladario.,Obra de microdrenagem,2012,Av ladario / rua caracarai,Cosmos,5.2,XVIII - Campo Grande,S,Rio campinho,-22.89290604,-43.60191815,643400.337297,7467654.73642,POINT(-43.60191815 -22.89290604),_,2022-01-01,2022
138,Ponto critico,,"A travessia da linha ferrea apresenta baixa capacidade de drenagem, tendo sido elaborado o estudo 43d1143 para a regiao",Obra de microdrenagem,,Rua gramado,Campo grande,5.2,XVIII - Campo Grande,S,Rio campinho,-22.90422112,-43.57125428,646533.803776,7466371.70974,POINT(-43.57125428 -22.90422112),(Estudo 43D1143),2022-01-01,2022
166,Ponto critico,,Faz-se necessario servicos de engenharia para a elaboracao de estudo na regiao,Investigacao e estudo,,Rua fernao de magalhaes (caminho do urubu),Campo grande,5.2,XVIII - Campo Grande,S,Rio cabucu piraque,-22.93581027,-43.5529275,648379.288183,7462855.68763,POINT(-43.5529275 -22.93581027),_,2022-01-01,2022
136,Ponto critico,,"Foi elaborado o estudo 43d677 para a regiao, tal estudo apresenta desague no canal do melo",Obra de microdrenagem,,Vila corcundinha / vila california,Campo grande,5.2,XVIII - Campo Grande,S,Rio campinho,-22.88857366,-43.58062759,645589.030368,7468113.53256,POINT(-43.58062759 -22.88857366),(Estudo 43D677),2022-01-01,2022
119,Ponto critico,,Para solucao do problema faz-se necessario a implementacao dos projetos do rio guandu do sena (33d1808) e do rio guarajuba (33d1807). adicionalmente para regiao tem-se o 33d1530.,Obra de macrodrenagem,,Comunidade nossa senhora das gracas,Campo grande,5.2,XVIII - Campo Grande,S,Rio da prata do mendanha,-22.84927079,-43.5323153,650588.637947,7472416.70296,POINT(-43.5323153 -22.84927079),(Projetos 33D1808 / 33D1807 / 33D1530),2022-01-01,2022
118,Ponto critico,,Talvegues naturais foram obstruidos. existe o estudo 4-3-d-1148 que capta os talvegues e implanta drenagem pela rua.,Obra de microdrenagem,,Rua avare,Campo grande,5.2,XVIII - Campo Grande,S,Rio cabucu piraque,-22.91188346,-43.56053296,647625.258201,7465512.59797,POINT(-43.56053296 -22.91188346),(Estudo 43D537),2022-01-01,2022
126,Ponto critico,,Regiao englobada pelo projeto 33d2616,Obra de microdrenagem,,Estrada do campinho / rua tamarana,Cosmos,5.2,XVIII - Campo Grande,S,Rio campinho,-22.88654254,-43.60008123,643595.471643,7468357.52158,POINT(-43.60008123 -22.88654254),(Projeto 33D2616),2022-01-01,2022
167,Ponto critico,,Foi elabroado o estudo 43d797 para a regiao,Obras de microdrenagem,,Rua jose alves da silva,Campo grande,5.2,XVIII - Campo Grande,S,Rio cabucu piraque,-22.9318972,-43.55807749,647855.392719,7463294.14636,POINT(-43.55807749 -22.9318972),(Estudo 43D797),2022-01-01,2022
178,Ponto critico,,"A galeria do rio cambui nao tem secao hidraulica adequada para a sua vazao contribuinte e seu trajeto e ocupado por casas em pontos baixos nas ruas ferreira dias, alvarenga peixoto, gregorio de matos, figueiredo rocha e furquim mendes. conforme s",Desocupacao da faixa/ realizar estudo,,Rio cambui,Vigario geral,3.1,XXXI - Vigario Geral,G,Rios acari/pavuna/meriti,-22.80366923,-43.31550484,672895.836366,7477228.48617,POINT(-43.31550484 -22.80366923),(Projeto 33D2882),2022-01-01,2022
182,Ponto critico,,Ponto inserido na mancha de inundacaodo rio acari. o estudo 43d807 preve rede entre o dutra e o rio acari.,Obra de microdrenagem,,Avenida cel phidias tavora (industrias),Pavuna,3.1,XXXI - Vigario Geral,G,Rios acari/pavuna/meriti,-22.80475789,-43.33510474,670882.352539,7477130.73967,POINT(-43.33510474 -22.80475789),(Estudo 43D807),2022-01-01,2022
170,Ponto critico,,"Fna ocupada na margem direita, entre a rua rodolpho chamberland e o rio sao joao de meriti,  por habitacoes na maioria com mais de um pavimento; na margem esquerda ha menos ocupacoes e de mais baixo padrao construtivo. intervencoes propostas: r",Desocupacao da faixa/ obra de macrodrenagem,,Rio acari - trecho 1 (rio sao joao de meriti / rod presidente dutra),Jardim america,3.1,XXXI - Vigario Geral,G,Rios acari/pavuna/meriti,-22.80808695,-43.3306932,671331.071737,7476757.00376,POINT(-43.3306932 -22.80808695),(Projetos 53D229 / 53D461 / 33D2918),2022-01-01,2022
82,Ponto critico,42,"Prolongar da secao aberta do rio da r.anama ate linha ferrea, desobstruir secao fechada, e continuar implantacao do 33d2087 aberto na favela (53d505). insuficiencia da micro gera escoamento superficial, implantar 33d2488 e 33d2603",Obra de micro e de macrodrenagem,,Rio lucas  (travessia av brasil),Vigario geral,3.1,XXXI - Vigario Geral,G,Rios acari/pavuna/meriti,-22.81509895,-43.30063464,674407.864736,7475945.38059,POINT(-43.30063464 -22.81509895),(Projetos 33D2087 / 53D505 /  33D2488 / 33D2603),2022-01-01,2022
18,Ponto critico,,Complementar a implantacao do projeto 3-3-d-1574; ha necessidade de manutencao frequente no sistema de drenagem existente,Obra de microdrenagem,,Avenida brasil (cidade alta),Cordovil,3.1,XXXI - Vigario Geral,G,Rio iraja/canal da penha,-22.81501029,-43.29008299,675491.132261,7475942.69918,POINT(-43.29008299 -22.81501029),(Projeto 3-3-D-1574),2022-01-01,2022
115,Ponto critico,,Limpeza e desasorreamento com retirada de gigogas. projeto 3-3-d-1710.  entre estrada vereador alceu de carvalho e av. benvindo de novaes (rio marinho),Limpeza/ obra de macrodrenagem,,Canal das taxas (terreirao),Recreio dos bandeirantes_,4,XXIV - Barra da Tijuca,J,Lagoa de marapendi,-23.02477077,-43.47904421,655854.207743,7452928.88448,POINT(-43.47904421 -23.02477077),_,2022-01-01,2022
226,Ponto critico,13,"Ocupacao desordenada da regiao, com os afluentes do rio muzema em pessimas condicoes, alem de estrangulamento do rio muzemo proximo a foz. implantar projeto 3-3-d-3027",Obra de macrodrenagem,,Rio muzema (estrada de jacarepagua / cam do bicao / av eng souza filho),Itanhanga,4,XXIV - Barra da Tijuca,J,Lagoa da tijuca,-22.98699968,-43.32081049,672119.623756,7456934.2042,POINT(-43.32081049 -22.98699968),(Projeto 3-3-D-3027),2022-01-01,2022
205,Ponto critico,,Ausencia de rede de drenagem. elaborar projeto com base no estudo 4-3-d-0705 revisado,Realizar estudo,,Barrinha,Barra da tijuca,4,XXIV - Barra da Tijuca,J,Lagoa da tijuca,-23.00923978,-43.29863122,674364.91862,7454445.26747,POINT(-43.29863122 -23.00923978),(Projeto 4-3-D-0705),2022-01-01,2022
239,Ponto critico,,Limpeza e desassoreamento do curso d'agua. implantar projeto 3-3-d-1719 para o rio morto e 3-3-d-1718 para o canal de sernambetiba.,Limpeza e obra de macrodrenagem,,Rio morto,Vargem grande,4,XXIV - Barra da Tijuca,J,Canal de sernambetiba,-22.99012154,-43.49213053,654552.491433,7456779.346,POINT(-43.49213053 -22.99012154),(Projetos 3-3-D-1719 / 3-3-D-1718),2022-01-01,2022
195,Ponto critico,,Ponto baixo. limpeza e desassoreamento da rede existente que segue pela travessa coxim (cadastro aero 211),Limpeza,,Estrada do cafunda (n 550),Tanque,4,XXIV - Barra da Tijuca,J,Rio grande,-22.9174728,-43.37028651,667132.697985,7464690.16039,POINT(-43.37028651 -22.9174728),(Cadastro Aero 211),2022-01-01,2022
101,Ponto critico,,"Condominios e edificacoes implantadas em cotas baixas, o que dificulta o alteamento de greide. limpeza e desassoreamento do rio calemba e dos canais do portelo e cortado",Limpeza,,Rio calemba / rua paulo jose mahfud,Vargem pequena,4,XXIV - Barra da Tijuca,J,Canal do portelo,-22.99307213,-43.45592428,658260.715153,7456414.01465,POINT(-43.45592428 -22.99307213),_,2022-01-01,2022
114,Ponto critico,,Implantar projeto 3-3-d-1715 (entre trecho a montante da estrada dos bandeirantes e canal do portelo),Obra de macrodrenagem,,Rio vargem pequena,Vargem pequena,4,XXIV - Barra da Tijuca,J,Lagoa de jacarepagua,-22.9883929,-43.46313401,657527.055283,7456939.89773,POINT(-43.46313401 -22.9883929),(Projeto 3-3-D-1715),2022-01-01,2022
203,Ponto critico,,"Limpeza e desassoreamento dos canais, dentro do condominio e no trecho a jusante na av. celia ribeiro da silva mendes ate o desague na lagoa de jacarepagua",Limpeza,,Av jurandyr pires (santa monica),Barra da tijuca,4,XXIV - Barra da Tijuca,J,Lagoa de jacarepagua,-22.99734879,-43.39430724,664572.128787,7455872.6222,POINT(-43.39430724 -22.99734879),_,2022-01-01,2022
99,Ponto critico,,Verificar ligacao dos ralos existentes com o rio cachoeira,Investigacao e estudo,,Rua italia fausta,Itanhanga,4,XXIV - Barra da Tijuca,J,Rio da cachoeira,-22.98788742,-43.30006009,674245.867505,7456811.39548,POINT(-43.30006009 -22.98788742),_,2022-01-01,2022
192,Ponto critico,,Insuficiencia de captacoes na interligacao com vala afluente do rio itanhanga. projeto 3-3-d-1293 (folha 11-20),Obra de microdrenagem,,Estrada do itanhanga (igreja de sao bartolomeu),Itanhanga,4,XXIV - Barra da Tijuca,J,Rio da cachoeira,-22.98804767,-43.310532,673172.060969,7456806.05599,POINT(-43.310532 -22.98804767),(Projeto 3-3-D-1293 [folha 11-20]),2022-01-01,2022
230,Ponto critico,,"Necessario alteamento de greide (projeto 3-3-d-1872), ressaltando que tanto o cfz quanto a escola faria brito foram assentados em cotas baixas, sem projeto aprovado na rio aguas",Obra de microdrenagem,,Canal do cortado (av miguel antonio fernandes / rua do zico),Recreio dos bandeirantes,4,XXIV - Barra da Tijuca,J,Lagoa de jacarepagua,-23.00807354,-43.47819083,655960.873605,7454776.81398,POINT(-43.47819083 -23.00807354),(Projeto 3-3-D-1872),2022-01-01,2022
104,Ponto critico,,"Foram realizadas obras de drenagem na via, da grota funda ao rio centro - cadastros 2-3-d-1229 e 2-3-d-1190). faltou realizar trecho do rio centro a curicica (problema na olof palm); tem ocorrencias no comando.",Limpeza e inspecao / obra de microdrenagem,,Estrada dos bandeirantes (trecho rua olof palm),Camorim,4,XXIV - Barra da Tijuca,J,Lagoa de jacarepagua,-22.98820546,-43.43821119,660082.276667,7456933.66385,POINT(-43.43821119 -22.98820546),(Cadastros 2-3-D-1229 e 2-3-D-1190),2022-01-01,2022
17,Ponto critico,,Inspecionar e manter limpa a galeria retangular da rua gerson ferreira desde a travessia da av brasil ate a baia da guanabara,Limpeza e inspecao,,Avenida brasil (ramos),Mare,3.1,XXX - Complexo da Mare,G,Rio ramos,-22.84651414,-43.24614291,679960.294538,7472401.27153,POINT(-43.24614291 -22.84651414),_,2022-01-01,2022
75,Ponto critico,,"Feito diagnostico solicitado a empresa de cemiterios (plano riopax), mas nao foi entregue.",Investigacao e estudo,,Estrada da cacuia,Cacuia,3.1,XX - Ilha do Governador,G,Rio jequia,-22.81035273,-43.18621906,686159.59779,7476331.2882,POINT(-43.18621906 -22.81035273),_,2022-01-01,2022
28,Ponto critico,,"Elaborado o estudo 43d1145, com base nas cotas do 33d1104.",Obra de microdrenagem,,Rua capanema,Taua,3.1,XX - Ilha do Governador,G,Canal dos bancarios,-22.79292596,-43.18392301,686419.024616,7478258.16608,POINT(-43.18392301 -22.79292596),(Estudos  43D1145 / 33D1104),2022-01-01,2022
78,Ponto critico,,Ponto baixo onde ha vala enterrada cortando lotes (1obs2772); cadastrar seu caminhamento e secao para elaborar estudo de vibilidade do desvio,Investigacao e estudo,,Rua erico coelho / rua prof hilario rocha,Taua,3.1,XX - Ilha do Governador,G,Canal dos bancarios,-22.79812883,-43.18601619,686197.04034,7477684.65935,POINT(-43.18601619 -22.79812883),(1OBS2772),2022-01-01,2022
79,Ponto critico,,"Ponto baixo na rua, vala do batalhao paysandu. projeto (antigo) 33d976 de canalizacao da vala.",Obra de macrodrenagem,,Rua joao teles de menezes,Freguesia (ilha),3.1,XX - Ilha do Governador,G,Praia grande,-22.78715191,-43.18147042,686678.704335,7478894.46565,POINT(-43.18147042 -22.78715191),(Projeto 33D976),2022-01-01,2022
73,Ponto critico,,A galeria retangular do degase (23t3882) tem sua secao reduzida a jusante na travessia da est. maracajas; necessaria limpeza e investigacao das condicoes da galeria para estudo corretivo,Limpeza e inspecao,,Estrada do maracaja,Galeao,3.1,XX - Ilha do Governador,G,Praia de sao bento,-22.81519575,-43.22579515,682090.292548,7475844.33279,POINT(-43.22579515 -22.81519575),(23T3882),2022-01-01,2022
77,Ponto critico,,Ponto baixo pronunciado na via; implantar projeto 33d2717 que preve galeria na rua e na av. paranapua ate a praia de olaria,Obra de microdrenagem,,Rua marques de muritiba,Cocota,3.1,XX - Ilha do Governador,G,Praia de cocota,-22.79898959,-43.1786209,686955.137936,7477580.00482,POINT(-43.1786209 -22.79898959),(Projeto 33D2717),2022-01-01,2022
80,Ponto critico,,Tem projeto antigo 33d1766; necessario inverstigar se tem problema atual,Investigacao e estudo,,Rua pio dutra,Freguesia (ilha),3.1,XX - Ilha do Governador,G,Praia da guanabara,-22.79239606,-43.17393575,687445.178695,7478304.21416,POINT(-43.17393575 -22.79239606),(Projeto 33D1766),2022-01-01,2022
74,Ponto critico,,"Estudo 4-3-d-1140, relativo a rua carmen miranda, que desvia bacia contribuinte para a estrada rua da bica direramente para a baia de guanabara na praia da bica e estudo 4-3-d-1141, relativo a rua arriba e estrada da bica.",Obra de microdrenagem,,Estrada da bica,Cacuia,3.1,XX - Ilha do Governador,G,Rio jequia,-22.81596069,-43.18665622,686107.096337,7475710.83543,POINT(-43.18665622 -22.81596069),(Estudos 43D1140 / 43D1141),2022-01-01,2022
76,Ponto critico,,"Projeto 33d2717 que preve galeria na via praia de olaria, com melhoria de captacoes entre as ruas paranapua e pajucara, desaguem retangular existente com desague na baia",Obra de microdrenagem,,Praia da olaria,Cocota,3.1,XX - Ilha do Governador,G,Praia de olaria,-22.80385742,-43.17879397,686930.726925,7477041.17793,POINT(-43.17879397 -22.80385742),(Projeto 33D2717),2022-01-01,2022
57,Ponto critico,,"Houve implantacao de rede do pac do alemao 33d2515 nessa estrada. o estudo 43d977 e posterior e preve melhorias na captacao em ponto baixo junto a rua arapa. possivelmente a bacia do morro nao esta totalmente ligada na rede, o que gera grande e",Melhoria de captacoes,,Estrada do itarare,Complexo do alemao,3.1,XXIX - Complexo do Alemao,G,Canal do cunha,-22.86277141,-43.26786273,677710.035856,7470627.38821,POINT(-43.26786273 -22.86277141),(PAC do Alemao 33D2515) (Estudo 43D977),2022-01-01,2022
296,Ponto observado,,Inserido a pedido gepbg,Obra de microdrenagem,,Rua uranos (estacao de olaria),Olaria,3.1,X - Ramos,G,Rio iraja/canal da penha,-22.84690653,-43.26571217,677951.38148,7472381.56502,POINT(-43.26571217 -22.84690653),_,2022-01-01,2022
267,Ponto observado,,"Registro de alagamentos no sistema comando, do cor. necessaria uma investigacao do problema",Investigacao e estudo,,Avenida brasil / avenida paris,Bonsucesso,3.1,X - Ramos,G,Rio ramos,-22.86370696,-43.24771386,679776.444936,7470499.35607,POINT(-43.24771386 -22.86370696),_,2022-01-01,2022
294,Ponto observado,,"Ponto baixo, requer limpeza, desobstrucao e verificacao das ligacoes dos ralos existentes e desassoreamento da rede de micro. para tr's maiores que 2 anos a restricao de calha do canal da visconde de albuqueque pode retardar o escoamento na prac",Limpeza e investigacao,,Avenida padre leonel franca (sentido sao conrado),Gavea,2.1,VI - Lagoa,Zs,Lagoa rodrigo de freitas,-22.97878473,-43.22864049,681580.233139,7457732.74386,POINT(-43.22864049 -22.97878473),_,2022-01-01,2022
335,Ponto observado,,Microdrenagem. trecho entre av. ataulfo de paiva e av. bartolomeu mitre (3-3-d-3059)  - ponto sugerido pela gepbo,Obra de microdrenagem,,Rua dias ferreira,Leblon,2.1,VI - Lagoa,Zs,Lagoa rodrigo de freitas,-22.98280117,-43.2255707,681889.604997,7457284.1736,POINT(-43.2255707 -22.98280117),(Projeto 3-3-D-3059),2022-01-01,2022
306,Ponto observado,22,"Ausencia e/ou obstrucao nos dispositivos de captacao / recuperacao, limpeza e desassoreamento dos ralos e ramais, interligados a galeria que cruza a via, proveniente da rocinha",Limpeza,,Auto estrada lagoa barra (rocinha),Sao conrado,2.1,VI - Lagoa,Zs,Praia de sao conrado,-22.99173247,-43.25010428,679362.41503,7456325.37571,POINT(-43.25010428 -22.99173247),_,2022-01-01,2022
309,Ponto observado,,Verificar condicoes da rede / prever limpeza e desobstrucao das redes existentes. consultar cadastros 2-3-d-0544,Limpeza e avaliacao da rede,,Rua mario ribeiro (na altura da rua raul machado),Leblon,2.1,VI - Lagoa,Zs,Lagoa rodrigo de freitas,-22.97730205,-43.22173265,682290.497078,7457888.3626,POINT(-43.22173265 -22.97730205),(Cadastro 2-3-D-0544),2022-01-01,2022
308,Ponto observado,,Microdrenagem. drenagem da rua sara vilela  (4-3-d-1378) - ponto sugerido pela gepbo,Obra de microdrenagem,,Rua raimundo de freitas matos / rua sara vilela,Jardim botanico,2.1,VI - Lagoa,Zs,Lagoa rodrigo de freitas,-22.96388386,-43.23035877,681423.950956,7459384.93654,POINT(-43.23035877 -22.96388386),(Projeto 4-3-D-1378),2022-01-01,2022
338,Ponto observado,48, ,Obra de microdrenagem,,Avenida epitacio pessoa / corte de cantagalo,Lagoa,2.1,VI - Lagoa,Zs,Lagoa rodrigo de freitas,-22.97734814,-43.19794411,684729.561163,7457853.49972,POINT(-43.19794411 -22.97734814),_,2022-01-01,2022
339,Ponto observado,14, ,Limpeza,,Avenida epitacio pessoa (entre ruas garcia d avila e maria quiteria),Lagoa,2.1,VI - Lagoa,Zs,Lagoa rodrigo de freitas,-22.9801409,-43.20764244,683731.37596,7457556.41771,POINT(-43.20764244 -22.9801409),_,2022-01-01,2022
297,Ponto observado,,Ponto baixo confinado pela auto estrada lagoa-barra / melhorias no sistema de drenagem serao executados pela cgo,Obra de microdrenagem,,Rua julieta niemayer,Sao conrado,2.1,VI - Lagoa,Zs,Praia de sao conrado,-22.99775978,-43.2699781,677317.059962,7455682.11818,POINT(-43.2699781 -22.99775978),_,2022-01-01,2022
340,Ponto observado,49, ,Limpeza,,Avenida epitacio pessoa / rua carvalho azevedo,Lagoa,2.1,VI - Lagoa,Zs,Lagoa rodrigo de freitas,-22.96310843,-43.20333061,684196.565456,7459437.14217,POINT(-43.20333061 -22.96310843),_,2022-01-01,2022
344,Ponto observado,21, ,Limpeza,,Avenida borges de medeiros / rua saturnino brito,Lagoa,2.1,VI - Lagoa,Zs,Lagoa rodrigo de freitas,-22.96601933,-43.21615058,682878.032294,7459130.82918,POINT(-43.21615058 -22.96601933),_,2022-01-01,2022
295,Ponto observado,,"Ralos e ramais assoreados, e insuficiencia na captacao. implantar estudo 4-3-d-1257",Obra de microdrenagem,,Av. epitacio pessoa / curva do calombo,Lagoa,2.1,VI - Lagoa,Zs,Lagoa rodrigo de freitas,-22.97293358,-43.207651,683740.246784,7458354.54731,POINT(-43.207651 -22.97293358),(Estudo 4-3-D-1257),2022-01-01,2022
334,Ponto observado,,Microdrenagem. ruas lopes quintas e visconde de carandai (4-3-d-225 a revisar) trecho sem rede; outro estudo esta sendo desencolvido para susbtituir trecho de montante - ponto sugerido pela gepbo,Obra de microdrenagem,,Rua lopes quintas,Jardim botanico,2.1,VI - Lagoa,Zs,Lagoa rodrigo de freitas,-22.9627046,-43.22210967,682271.421098,7459505.30385,POINT(-43.22210967 -22.9627046),(Projeto 4-3-D-225),2022-01-01,2022
307,Ponto observado,,"Limpeza, desobstrucao e aumento da captacao ao longo da rede existente, aprox.50m e implantacao de rede de microdrenagem, aprox.460m  33d2626",Limpeza e obra de microdrenagem,,Rua professor abelardo lobo / alt. praca marcos tamoyo,Lagoa,2.1,VI - Lagoa,Zs,Lagoa rodrigo de freitas,-22.961089,-43.20470276,684058.593248,7459662.48948,POINT(-43.20470276 -22.961089),(Projeto 3-3-D-2626),2022-01-01,2022
332,Ponto observado,45,Microdrenadem. drenagem das ruas considerando os projeto 3-3-d-2205 e 3-3-d-1230  - ponto sugerido pela gepbo,Obra de microdrenagem,,Rua gal olimpio mourao filho e estrada da gavea,Sao conrado,2.1,VI - Lagoa,Zs,Praia de sao conrado,-22.99343184,-43.25527551,678830.016217,7456143.51235,POINT(-43.25527551 -22.99343184),(Projetos 3-3-D-2205 / 3-3-D-1230,2022-01-01,2022
304,Ponto observado,16,Insuficiencia da rede de drenagem existente / limpeza e desassoreamento da rede existente ao longo da pista lateral e da calha do rio pires. implantar projetos 3-3-d-1230 e 3-3-d-2205,Limpeza,,Auto estrada lagoa barra (golf club),Sao conrado,2.1,VI - Lagoa,Zs,Praia de sao conrado,-22.99443315,-43.25782636,678567.186298,7456035.74146,POINT(-43.25782636 -22.99443315),(Projetos 3-3-D-1230 / 3-3-D-2205),2022-01-01,2022
354,Ponto observado,41, ,Limpeza,,Rua ibiapina (entre  ruas monsenhor alves rocha e tomas ribeiro),Penha_,3.1,XI - Penha,G,Rio iraja/canal da penha,-22.84177794,-43.27313876,677195.840424,7472958.41061,POINT(-43.27313876 -22.84177794),_,2022-01-01,2022
328,Ponto observado,, ,Realizar estudo,,Av braz de pina / av lobo junior,Penha circular,3.1,XI - Penha,G,Rio iraja/canal da penha,-22.83726789,-43.2852601,675957.593028,7473472.32772,POINT(-43.2852601 -22.83726789),_,2022-01-01,2022
314,Ponto observado,,Insuficiencia de captacoes propicia a formacao de bolsoes nas partes mais baixas da pista / implantar captacoes e avaliar rede existente,Melhoria de captacao e avaliacao da rede,,Av presidente vargas (central do brasil),Centro,1,II - Centro,G,Canal do mangue,-22.90544858,-43.19344391,685288.872826,7465809.80152,POINT(-43.19344391 -22.90544858),_,2022-01-01,2022
329,Ponto observado,, ,Realizar estudo,,Rua camerino / rua senador pompeu,Centro,1,II - Centro,G,Porto do rio,-22.89954571,-43.18671413,685987.325472,7466454.97734,POINT(-43.18671413 -22.89954571),_,2022-01-01,2022
352,Ponto observado,38, ,Obra de microdrenagem,,Rua do rezende / av mem de sa,Centro,1,II - Centro,G,Centro,-22.9123464,-43.18402901,686245.308322,7465034.06587,POINT(-43.18402901 -22.9123464),_,2022-01-01,2022
353,Ponto observado,40, ,Limpeza,,Travessa das margaridas (shopping via brasil),Iraja,3.3,XIV - Iraja,G,Rios acari/pavuna/meriti,-22.8224458,-43.31974144,672437.25759,7475154.29557,POINT(-43.31974144 -22.8224458),_,2022-01-01,2022
272,Ponto observado,,"O cadastro local (aero 261 eii5) e anterior a urbanizacao atual, devendo ser cadastrada a rede local e captacoes existentes e estudo para diagnostico do problema",Investigacao e estudo,,Avenida pastor martin luther king / av monsenhor felix / estacao de iraja,Iraja,3.3,XIV - Iraja,G,Rio iraja/canal da penha,-22.84735531,-43.32448787,671918.744762,7472401.58303,POINT(-43.32448787 -22.84735531),_,2022-01-01,2022
284,Ponto observado,,"Proximo ao ponto 39, que figura como ponto de monitoramento - obra realizada em 2012. alagamentos no local podem ser reflexo de restricao do rio iraja a jusante da confluencia do rio quitungo. nota-se que faltam de captacao nas ruas. por ser prox",Investigacao e estudo,,Estrada do quitungo / praca humberto gotuzzo,Bras de pina,3.1,XXI - Penha,G,Rio iraja/canal da penha,-22.82940022,-43.30125958,674325.496692,7474362.51785,POINT(-43.30125958 -22.82940022),_,2022-01-01,2022
287,Ponto observado,33,"A travessia do rio jacare sob a linha ferrea e o trecho ate a rua souza barros sao insuficientes. pdmap propoe ampliacao da secao para 7,00 x 3,50 (37d0011); em vistoria do top 50, identificou-se que o problema pode ser reduzido com limpeza",Limpeza,,Rua vinte e quatro de maio / rua bela vista (buraco do padre),Engenho novo,3.2,XIII - Meier,G,Canal do cunha,-22.90251669,-43.26951439,677488.842671,7466228.24375,POINT(-43.26951439 -22.90251669),(PDMAP 37D0011),2022-01-01,2022
286,Ponto observado,,"Nesse trecho, pdmap aponta secao insuficiente do rio jacare pata tr de 5 anos, e ocupacao irregular na margem direita; preve o reservatorio rj-1 na rua souza barros com rua 2 de maio",Obra de macrodrenagem,,Rua alvares de azevedo / largo do jacare,Jacare,3.2,XIII - Meier,G,Canal do cunha,-22.89386794,-43.26131351,678341.465951,7467176.03967,POINT(-43.26131351 -22.89386794),(Ver PDMAP),2022-01-01,2022
271,Ponto observado,,Mesmo caso do ponto 289 (que foi eleiminado por duplicidade). relatorio 53d483 traz diagnostico do entorno do bangu shopping. a definicao de medidas corretivas para o local depende de informacoes topograficas e cadastrais. recomenda a implantaca,Obra de macrodrenagem,,Avenida de santa cruz / rua barao de capanema,Bangu,5.1,XVII - Bangu,G,Rio sarapui,-22.87522034,-43.46954399,657000.383438,7469477.96557,POINT(-43.46954399 -22.87522034),(Relatorio 53D483) (Estudo 43D1327),2022-01-01,2022
330,Ponto observado,, ,Realizar estudo,,Rua da america / rua do pinto,Santo cristo,1,I - Portuaria,G,Canal do mangue,-22.90220277,-43.1990615,684716.971511,7466176.29534,POINT(-43.1990615 -22.90220277),_,2022-01-01,2022
347,Ponto observado,29,"Na vistoria , o ponto indicado foi em frente ao edificio argentina, onde ocorre acumulo de agua na baia.",Manutencao,,Praia de botafogo fgv / viaduto san tiago dantas,Botafogo,2.1,IV - Botafogo,Zs,Praia de botafogo,-22.94238971,-43.18065263,686550.501633,7461702.85547,POINT(-43.18065263 -22.94238971),_,2022-01-01,2022
324,Ponto observado,,"Verificar interferencia com a rede da cedae. promover a limpeza e desassoreamento de ralos, ramais de ralos, pocos de visita e da rede existente (conforme cadastro 2-3-d-0752 rio cidade botafogo) ate seu desague.",Limpeza e remocao de interferencia,,Rua voluntarios da patria (praia de botafogo),Botafogo,2.1,IV - Botafogo,Zs,Rio berquo,-22.94986076,-43.18062589,686542.998976,7460875.4917,POINT(-43.18062589 -22.94986076),(Cadastro 2-3-D-0752) (Rio Cidade Botafogo),2022-01-01,2022
