primary_key,id_reservatorio,nome_reservatorio,data_particao,horario,altura_agua
1_2022-11-18_06:04:46+00,1,Bandeira,2022-11-18,06:04:46,1.468
1_2022-11-18_04:00:45+00,1,Bandeira,2022-11-18,04:00:45,1.434
1_2022-11-18_02:01:01+00,1,Bandeira,2022-11-18,02:01:01,1.405
1_2022-11-18_00:06:32+00,1,Bandeira,2022-11-18,00:06:32,1.374
1_2022-11-17_22:00:50+00,1,Bandeira,2022-11-17,22:00:50,1.344
1_2022-11-17_20:00:56+00,1,Bandeira,2022-11-17,20:00:56,1.308
1_2022-11-17_18:00:30+00,1,Bandeira,2022-11-17,18:00:30,1.267
1_2022-11-17_16:00:31+00,1,Bandeira,2022-11-17,16:00:31,1.227
1_2022-11-17_14:00:38+00,1,Bandeira,2022-11-17,14:00:38,1.199
1_2022-11-17_12:00:38+00,1,Bandeira,2022-11-17,12:00:38,1.176
1_2022-11-17_10:01:50+00,1,Bandeira,2022-11-17,10:01:50,1.154
1_2022-11-17_08:00:56+00,1,Bandeira,2022-11-17,08:00:56,1.121
1_2022-11-17_00:06:34+00,1,Bandeira,2022-11-17,00:06:34,0.979
1_2022-11-16_20:08:51+00,1,Bandeira,2022-11-16,20:08:51,1.992
1_2022-11-16_06:01:03+00,1,Bandeira,2022-11-16,06:01:03,1.741
1_2022-11-16_04:43:08+00,1,Bandeira,2022-11-16,04:43:08,1.725
1_2022-11-16_04:03:37+00,1,Bandeira,2022-11-16,04:03:37,1.718
1_2022-11-16_02:01:04+00,1,Bandeira,2022-11-16,02:01:04,1.645
1_2022-11-16_00:00:51+00,1,Bandeira,2022-11-16,00:00:51,1.645
1_2022-11-15_22:01:10+00,1,Bandeira,2022-11-15,22:01:10,1.614
1_2022-11-15_20:00:49+00,1,Bandeira,2022-11-15,20:00:49,1.593
1_2022-11-15_18:00:47+00,1,Bandeira,2022-11-15,18:00:47,1.559
1_2022-11-15_16:00:43+00,1,Bandeira,2022-11-15,16:00:43,1.503
1_2022-11-15_14:00:42+00,1,Bandeira,2022-11-15,14:00:42,1.469
1_2022-11-15_12:00:55+00,1,Bandeira,2022-11-15,12:00:55,1.445
1_2022-11-15_10:01:15+00,1,Bandeira,2022-11-15,10:01:15,1.415
1_2022-11-15_08:00:57+00,1,Bandeira,2022-11-15,08:00:57,1.389
1_2022-11-15_00:00:46+00,1,Bandeira,2022-11-15,00:00:46,1.262
1_2022-11-14_22:00:42+00,1,Bandeira,2022-11-14,22:00:42,1.227
1_2022-11-14_20:00:38+00,1,Bandeira,2022-11-14,20:00:38,1.19
1_2022-11-14_06:10:27+00,1,Bandeira,2022-11-14,06:10:27,2.014
1_2022-11-14_04:21:10+00,1,Bandeira,2022-11-14,04:21:10,1.985
1_2022-11-14_03:20:37+00,1,Bandeira,2022-11-14,03:20:37,1.966
1_2022-11-14_00:01:17+00,1,Bandeira,2022-11-14,00:01:17,1.911
1_2022-11-13_22:01:52+00,1,Bandeira,2022-11-13,22:01:52,1.874
1_2022-11-13_20:01:03+00,1,Bandeira,2022-11-13,20:01:03,1.836
1_2022-11-13_18:00:39+00,1,Bandeira,2022-11-13,18:00:39,1.795
1_2022-11-13_16:00:35+00,1,Bandeira,2022-11-13,16:00:35,1.753
1_2022-11-13_14:01:00+00,1,Bandeira,2022-11-13,14:01:00,1.723
1_2022-11-13_12:00:59+00,1,Bandeira,2022-11-13,12:00:59,1.7
1_2022-11-13_10:00:38+00,1,Bandeira,2022-11-13,10:00:38,1.68
1_2022-11-13_08:01:00+00,1,Bandeira,2022-11-13,08:01:00,1.65
1_2022-11-13_00:00:34+00,1,Bandeira,2022-11-13,00:00:34,1.519
1_2022-11-12_22:00:27+00,1,Bandeira,2022-11-12,22:00:27,1.488
1_2022-11-12_20:00:33+00,1,Bandeira,2022-11-12,20:00:33,1.455
1_2022-11-12_04:01:00+00,1,Bandeira,2022-11-12,04:01:00,1.201
1_2022-11-12_02:00:51+00,1,Bandeira,2022-11-12,02:00:51,1.162
1_2022-11-12_00:05:00+00,1,Bandeira,2022-11-12,00:05:00,1.121
1_2022-11-11_22:00:48+00,1,Bandeira,2022-11-11,22:00:48,1.339
1_2022-11-11_20:00:55+00,1,Bandeira,2022-11-11,20:00:55,1.856
1_2022-11-11_18:01:00+00,1,Bandeira,2022-11-11,18:01:00,1.803
1_2022-11-11_16:00:38+00,1,Bandeira,2022-11-11,16:00:38,1.764
1_2022-11-11_14:01:14+00,1,Bandeira,2022-11-11,14:01:14,1.732
1_2022-11-11_12:00:35+00,1,Bandeira,2022-11-11,12:00:35,1.711
1_2022-11-11_10:00:42+00,1,Bandeira,2022-11-11,10:00:42,1.685
1_2022-11-11_08:00:48+00,1,Bandeira,2022-11-11,08:00:48,1.658
1_2022-11-10_22:00:32+00,1,Bandeira,2022-11-10,22:00:32,1.503
1_2022-11-10_18:06:58+00,1,Bandeira,2022-11-10,18:06:58,1.442
1_2022-11-10_16:21:55+00,1,Bandeira,2022-11-10,16:21:55,1.41
1_2022-11-10_14:04:37+00,1,Bandeira,2022-11-10,14:04:37,1.376
1_2022-11-10_12:00:42+00,1,Bandeira,2022-11-10,12:00:42,1.351
1_2022-11-10_10:00:43+00,1,Bandeira,2022-11-10,10:00:43,1.33
1_2022-11-10_08:07:25+00,1,Bandeira,2022-11-10,08:07:25,1.306
1_2022-11-10_06:15:11+00,1,Bandeira,2022-11-10,06:15:11,1.27
1_2022-11-10_04:04:27+00,1,Bandeira,2022-11-10,04:04:27,1.234
1_2022-11-10_02:02:38+00,1,Bandeira,2022-11-10,02:02:38,1.199
1_2022-11-10_00:00:30+00,1,Bandeira,2022-11-10,00:00:30,1.17
1_2022-11-09_22:00:39+00,1,Bandeira,2022-11-09,22:00:39,1.134
1_2022-11-09_20:01:04+00,1,Bandeira,2022-11-09,20:01:04,1.089
1_2022-11-09_18:00:30+00,1,Bandeira,2022-11-09,18:00:30,
1_2022-11-09_16:00:33+00,1,Bandeira,2022-11-09,16:00:33,
1_2022-11-09_14:00:42+00,1,Bandeira,2022-11-09,14:00:42,
1_2022-11-09_12:00:50+00,1,Bandeira,2022-11-09,12:00:50,
1_2022-11-09_10:00:49+00,1,Bandeira,2022-11-09,10:00:49,0.93
1_2022-11-09_08:00:40+00,1,Bandeira,2022-11-09,08:00:40,0.894
1_2022-11-09_06:14:20+00,1,Bandeira,2022-11-09,06:14:20,0.856
1_2022-11-09_00:00:28+00,1,Bandeira,2022-11-09,00:00:28,0.747
1_2022-11-08_20:00:41+00,1,Bandeira,2022-11-08,20:00:41,0.683
1_2022-11-08_16:00:45+00,1,Bandeira,2022-11-08,16:00:45,0.594
1_2022-11-08_14:02:33+00,1,Bandeira,2022-11-08,14:02:33,0.562
1_2022-11-08_12:01:00+00,1,Bandeira,2022-11-08,12:01:00,0.525
1_2022-11-08_10:00:29+00,1,Bandeira,2022-11-08,10:00:29,0.492
1_2022-11-08_08:01:08+00,1,Bandeira,2022-11-08,08:01:08,0.453
1_2022-11-08_04:01:35+00,1,Bandeira,2022-11-08,04:01:35,0.377
1_2022-11-08_02:01:16+00,1,Bandeira,2022-11-08,02:01:16,0.341
1_2022-11-08_00:01:10+00,1,Bandeira,2022-11-08,00:01:10,0.307
1_2022-11-07_22:03:08+00,1,Bandeira,2022-11-07,22:03:08,272.0
1_2022-11-07_20:01:45+00,1,Bandeira,2022-11-07,20:01:45,0.235
1_2022-11-07_16:00:51+00,1,Bandeira,2022-11-07,16:00:51,0.141
1_2022-11-07_14:01:06+00,1,Bandeira,2022-11-07,14:01:06,0.115
1_2022-11-07_12:03:51+00,1,Bandeira,2022-11-07,12:03:51,0.152
1_2022-11-07_10:00:56+00,1,Bandeira,2022-11-07,10:00:56,1.377
1_2022-11-07_08:00:30+00,1,Bandeira,2022-11-07,08:00:30,1.375
1_2022-11-07_04:00:43+00,1,Bandeira,2022-11-07,04:00:43,1.302
1_2022-11-07_02:00:57+00,1,Bandeira,2022-11-07,02:00:57,1.263
1_2022-11-06_22:00:39+00,1,Bandeira,2022-11-06,22:00:39,1.199
1_2022-11-06_00:00:39+00,1,Bandeira,2022-11-06,00:00:39,1.982
1_2022-11-05_22:00:41+00,1,Bandeira,2022-11-05,22:00:41,1.958
1_2022-11-05_20:00:28+00,1,Bandeira,2022-11-05,20:00:28,1.922
1_2022-11-05_18:00:36+00,1,Bandeira,2022-11-05,18:00:36,1.887
1_2022-11-05_16:00:32+00,1,Bandeira,2022-11-05,16:00:32,1.854
1_2022-11-05_14:00:27+00,1,Bandeira,2022-11-05,14:00:27,1.828
1_2022-11-05_12:03:38+00,1,Bandeira,2022-11-05,12:03:38,1.789
1_2022-11-05_10:00:36+00,1,Bandeira,2022-11-05,10:00:36,1.762
1_2022-11-05_08:00:40+00,1,Bandeira,2022-11-05,08:00:40,1.726
1_2022-11-05_06:00:28+00,1,Bandeira,2022-11-05,06:00:28,1.691
1_2022-11-05_00:02:06+00,1,Bandeira,2022-11-05,00:02:06,1.59
1_2022-11-04_22:00:27+00,1,Bandeira,2022-11-04,22:00:27,1.55
1_2022-11-04_20:00:54+00,1,Bandeira,2022-11-04,20:00:54,1.489
1_2022-11-04_00:01:38+00,1,Bandeira,2022-11-04,00:01:38,1.11
1_2022-11-03_20:00:34+00,1,Bandeira,2022-11-03,20:00:34,1.028
1_2022-11-03_18:03:03+00,1,Bandeira,2022-11-03,18:03:03,0.968
1_2022-11-03_16:00:48+00,1,Bandeira,2022-11-03,16:00:48,0.912
1_2022-11-03_14:18:55+00,1,Bandeira,2022-11-03,14:18:55,0.864
1_2022-11-03_12:02:45+00,1,Bandeira,2022-11-03,12:02:45,0.823
1_2022-11-03_10:00:46+00,1,Bandeira,2022-11-03,10:00:46,0.766
1_2022-11-03_08:01:05+00,1,Bandeira,2022-11-03,08:01:05,688.0
1_2022-11-03_06:00:45+00,1,Bandeira,2022-11-03,06:00:45,1.969
1_2022-11-03_00:00:37+00,1,Bandeira,2022-11-03,00:00:37,1.595
1_2022-11-02_20:00:37+00,1,Bandeira,2022-11-02,20:00:37,1.386
1_2022-11-01_20:00:48+00,1,Bandeira,2022-11-01,20:00:48,1.487
1_2022-11-01_16:01:05+00,1,Bandeira,2022-11-01,16:01:05,1.279
1_2022-11-01_14:01:02+00,1,Bandeira,2022-11-01,14:01:02,1.221
1_2022-11-01_12:02:11+00,1,Bandeira,2022-11-01,12:02:11,1.178
1_2022-11-01_12:00:55+00,1,Bandeira,2022-11-01,12:00:55,1.177
1_2022-11-01_08:00:41+00,1,Bandeira,2022-11-01,08:00:41,1.092
1_2022-11-01_06:00:27+00,1,Bandeira,2022-11-01,06:00:27,1.056
1_2022-11-01_00:00:43+00,1,Bandeira,2022-11-01,00:00:43,1.502
1_2022-11-18_20:00:40+00,1,Bandeira,2022-11-18,20:00:40,1.67
1_2022-11-19_00:00:41+00,1,Bandeira,2022-11-19,00:00:41,1.731
1_2022-11-19_06:03:52+00,1,Bandeira,2022-11-19,06:03:52,1.83
1_2022-11-19_08:01:15+00,1,Bandeira,2022-11-19,08:01:15,1.869
1_2022-11-19_10:01:18+00,1,Bandeira,2022-11-19,10:01:18,
1_2022-11-19_12:01:58+00,1,Bandeira,2022-11-19,12:01:58,
1_2022-11-19_14:01:13+00,1,Bandeira,2022-11-19,14:01:13,
1_2022-11-19_16:00:53+00,1,Bandeira,2022-11-19,16:00:53,
1_2022-11-19_18:00:42+00,1,Bandeira,2022-11-19,18:00:42,
1_2022-11-19_20:00:42+00,1,Bandeira,2022-11-19,20:00:42,0.977
1_2022-11-19_22:01:03+00,1,Bandeira,2022-11-19,22:01:03,1.012
1_2022-11-20_00:01:04+00,1,Bandeira,2022-11-20,00:01:04,1.046
1_2022-11-20_02:00:47+00,1,Bandeira,2022-11-20,02:00:47,1.077
1_2022-11-20_04:01:20+00,1,Bandeira,2022-11-20,04:01:20,1.109
1_2022-11-20_06:02:16+00,1,Bandeira,2022-11-20,06:02:16,1.143
1_2022-11-20_20:00:34+00,1,Bandeira,2022-11-20,20:00:34,1.362
1_2022-11-20_22:00:31+00,1,Bandeira,2022-11-20,22:00:31,1.393
1_2022-11-21_06:00:36+00,1,Bandeira,2022-11-21,06:00:36,1.511
1_2022-11-21_08:00:56+00,1,Bandeira,2022-11-21,08:00:56,
1_2022-11-21_10:02:38+00,1,Bandeira,2022-11-21,10:02:38,
1_2022-11-21_12:00:48+00,1,Bandeira,2022-11-21,12:00:48,
1_2022-11-21_14:00:27+00,1,Bandeira,2022-11-21,14:00:27,
1_2022-11-21_16:00:30+00,1,Bandeira,2022-11-21,16:00:30,
1_2022-11-21_18:00:33+00,1,Bandeira,2022-11-21,18:00:33,
1_2022-11-21_20:07:27+00,1,Bandeira,2022-11-21,20:07:27,1.734
1_2022-11-21_22:01:19+00,1,Bandeira,2022-11-21,22:01:19,1.77
1_2022-11-22_00:01:29+00,1,Bandeira,2022-11-22,00:01:29,1.801
1_2022-11-22_02:01:08+00,1,Bandeira,2022-11-22,02:01:08,1.834
1_2022-11-22_04:01:07+00,1,Bandeira,2022-11-22,04:01:07,1.867
1_2022-11-22_06:27:29+00,1,Bandeira,2022-11-22,06:27:29,1.91
1_2022-11-22_20:00:36+00,1,Bandeira,2022-11-22,20:00:36,2.109
1_2022-11-22_22:00:34+00,1,Bandeira,2022-11-22,22:00:34,2.148
1_2022-11-23_00:00:43+00,1,Bandeira,2022-11-23,00:00:43,0.869
1_2022-11-23_06:18:08+00,1,Bandeira,2022-11-23,06:18:08,0.974
1_2022-11-23_08:00:47+00,1,Bandeira,2022-11-23,08:00:47,
1_2022-11-23_10:03:29+00,1,Bandeira,2022-11-23,10:03:29,
1_2022-11-23_12:01:16+00,1,Bandeira,2022-11-23,12:01:16,
1_2022-11-23_14:00:56+00,1,Bandeira,2022-11-23,14:00:56,
1_2022-11-23_16:00:30+00,1,Bandeira,2022-11-23,16:00:30,
1_2022-11-23_18:00:42+00,1,Bandeira,2022-11-23,18:00:42,
1_2022-11-23_20:01:20+00,1,Bandeira,2022-11-23,20:01:20,1.178
1_2022-11-23_22:00:34+00,1,Bandeira,2022-11-23,22:00:34,1.218
1_2022-11-24_00:01:04+00,1,Bandeira,2022-11-24,00:01:04,1.254
1_2022-11-24_02:01:28+00,1,Bandeira,2022-11-24,02:01:28,1.289
1_2022-11-24_04:00:53+00,1,Bandeira,2022-11-24,04:00:53,1.315
1_2022-11-24_20:00:42+00,1,Bandeira,2022-11-24,20:00:42,2.044
1_2022-11-25_00:00:41+00,1,Bandeira,2022-11-25,00:00:41,1.004
1_2022-11-25_08:02:20+00,1,Bandeira,2022-11-25,08:02:20,1.15
1_2022-11-25_10:02:11+00,1,Bandeira,2022-11-25,10:02:11,
1_2022-11-25_12:01:11+00,1,Bandeira,2022-11-25,12:01:11,
1_2022-11-25_14:01:00+00,1,Bandeira,2022-11-25,14:01:00,
1_2022-11-25_16:01:22+00,1,Bandeira,2022-11-25,16:01:22,
1_2022-11-25_18:00:42+00,1,Bandeira,2022-11-25,18:00:42,
1_2022-11-25_20:00:44+00,1,Bandeira,2022-11-25,20:00:44,1.326
1_2022-11-25_22:00:27+00,1,Bandeira,2022-11-25,22:00:27,1.361
1_2022-11-26_00:01:07+00,1,Bandeira,2022-11-26,00:01:07,1.39
1_2022-11-26_02:01:09+00,1,Bandeira,2022-11-26,02:01:09,1.409
1_2022-11-26_04:01:09+00,1,Bandeira,2022-11-26,04:01:09,1.449
1_2022-11-26_06:14:15+00,1,Bandeira,2022-11-26,06:14:15,1.482
1_2022-11-26_20:15:39+00,1,Bandeira,2022-11-26,20:15:39,1.673
1_2022-11-27_00:00:48+00,1,Bandeira,2022-11-27,00:00:48,1.723
1_2022-11-27_02:03:51+00,1,Bandeira,2022-11-27,02:03:51,1.765
1_2022-11-27_04:00:34+00,1,Bandeira,2022-11-27,04:00:34,1.803
1_2022-11-27_08:01:06+00,1,Bandeira,2022-11-27,08:01:06,
1_2022-11-27_10:02:05+00,1,Bandeira,2022-11-27,10:02:05,
1_2022-11-27_12:00:58+00,1,Bandeira,2022-11-27,12:00:58,
1_2022-11-27_14:00:47+00,1,Bandeira,2022-11-27,14:00:47,1.943
1_2022-11-27_16:00:38+00,1,Bandeira,2022-11-27,16:00:38,
1_2022-11-27_18:00:35+00,1,Bandeira,2022-11-27,18:00:35,
1_2022-11-27_20:00:41+00,1,Bandeira,2022-11-27,20:00:41,2.035
1_2022-11-27_22:00:51+00,1,Bandeira,2022-11-27,22:00:51,2.07
1_2022-11-28_00:00:59+00,1,Bandeira,2022-11-28,00:00:59,0.998
1_2022-11-28_02:01:03+00,1,Bandeira,2022-11-28,02:01:03,1.035
1_2022-11-28_04:00:50+00,1,Bandeira,2022-11-28,04:00:50,1.065
1_2022-11-28_06:02:36+00,1,Bandeira,2022-11-28,06:02:36,1.097
1_2022-11-28_20:09:49+00,1,Bandeira,2022-11-28,20:09:49,1.428
1_2022-11-29_02:52:53+00,1,Bandeira,2022-11-29,02:52:53,1.521
1_2022-11-29_04:37:18+00,1,Bandeira,2022-11-29,04:37:18,1.545
1_2022-11-29_06:00:39+00,1,Bandeira,2022-11-29,06:00:39,1.562
1_2022-11-29_08:00:32+00,1,Bandeira,2022-11-29,08:00:32,
1_2022-11-29_10:00:38+00,1,Bandeira,2022-11-29,10:00:38,
1_2022-11-29_12:00:52+00,1,Bandeira,2022-11-29,12:00:52,
1_2022-11-29_14:01:49+00,1,Bandeira,2022-11-29,14:01:49,
1_2022-11-29_16:00:33+00,1,Bandeira,2022-11-29,16:00:33,
1_2022-11-29_18:01:10+00,1,Bandeira,2022-11-29,18:01:10,
1_2022-11-29_20:02:15+00,1,Bandeira,2022-11-29,20:02:15,0.156
1_2022-11-29_22:01:07+00,1,Bandeira,2022-11-29,22:01:07,0.196
1_2022-11-30_00:00:36+00,1,Bandeira,2022-11-30,00:00:36,
1_2022-11-30_02:00:41+00,1,Bandeira,2022-11-30,02:00:41,0.27
1_2022-11-30_04:01:03+00,1,Bandeira,2022-11-30,04:01:03,0.309
1_2022-11-30_20:00:35+00,1,Bandeira,2022-11-30,20:00:35,0.253
2_2022-11-18_12:00:20+00,2,Niteroi,2022-11-18,12:00:20,0.04
2_2022-11-18_09:59:47+00,2,Niteroi,2022-11-18,09:59:47,0.03
2_2022-11-18_08:01:31+00,2,Niteroi,2022-11-18,08:01:31,0.02
2_2022-11-18_06:00:01+00,2,Niteroi,2022-11-18,06:00:01,0.05
2_2022-11-18_03:59:59+00,2,Niteroi,2022-11-18,03:59:59,0.1
2_2022-11-18_02:00:31+00,2,Niteroi,2022-11-18,02:00:31,14.0
2_2022-11-18_00:09:05+00,2,Niteroi,2022-11-18,00:09:05,0.18
2_2022-11-17_21:59:50+00,2,Niteroi,2022-11-17,21:59:50,0.17
2_2022-11-17_20:00:42+00,2,Niteroi,2022-11-17,20:00:42,0.15
2_2022-11-17_18:02:46+00,2,Niteroi,2022-11-17,18:02:46,0.12
2_2022-11-17_16:02:13+00,2,Niteroi,2022-11-17,16:02:13,0.1
2_2022-11-17_14:07:21+00,2,Niteroi,2022-11-17,14:07:21,0.07
2_2022-11-17_12:02:42+00,2,Niteroi,2022-11-17,12:02:42,0.04
2_2022-11-17_10:01:07+00,2,Niteroi,2022-11-17,10:01:07,0.05
2_2022-11-17_08:11:43+00,2,Niteroi,2022-11-17,08:11:43,0.07
2_2022-11-17_05:59:45+00,2,Niteroi,2022-11-17,05:59:45,0.1
2_2022-11-17_03:59:51+00,2,Niteroi,2022-11-17,03:59:51,0.14
2_2022-11-17_01:59:42+00,2,Niteroi,2022-11-17,01:59:42,0.18
2_2022-11-16_23:59:42+00,2,Niteroi,2022-11-16,23:59:42,0.22
2_2022-11-16_22:01:07+00,2,Niteroi,2022-11-16,22:01:07,0.27
2_2022-11-16_19:59:43+00,2,Niteroi,2022-11-16,19:59:43,0.26
2_2022-11-16_17:59:58+00,2,Niteroi,2022-11-16,17:59:58,0.23
2_2022-11-16_16:00:14+00,2,Niteroi,2022-11-16,16:00:14,0.25
2_2022-11-16_13:59:53+00,2,Niteroi,2022-11-16,13:59:53,0.3
2_2022-11-16_11:59:43+00,2,Niteroi,2022-11-16,11:59:43,0.34
2_2022-11-16_09:59:43+00,2,Niteroi,2022-11-16,09:59:43,0.38
2_2022-11-16_07:59:55+00,2,Niteroi,2022-11-16,07:59:55,0.4
2_2022-11-16_05:59:45+00,2,Niteroi,2022-11-16,05:59:45,0.44
2_2022-11-16_01:59:54+00,2,Niteroi,2022-11-16,01:59:54,0.51
2_2022-11-15_21:59:45+00,2,Niteroi,2022-11-15,21:59:45,0.57
2_2022-11-15_19:59:58+00,2,Niteroi,2022-11-15,19:59:58,0.55
2_2022-11-15_18:14:25+00,2,Niteroi,2022-11-15,18:14:25,0.53
2_2022-11-15_18:01:42+00,2,Niteroi,2022-11-15,18:01:42,0.52
2_2022-11-15_16:01:39+00,2,Niteroi,2022-11-15,16:01:39,0.5
2_2022-11-15_13:59:59+00,2,Niteroi,2022-11-15,13:59:59,0.53
2_2022-11-15_12:00:55+00,2,Niteroi,2022-11-15,12:00:55,0.61
2_2022-11-15_10:00:29+00,2,Niteroi,2022-11-15,10:00:29,0.61
2_2022-11-15_08:00:59+00,2,Niteroi,2022-11-15,08:00:59,0.64
2_2022-11-15_05:59:49+00,2,Niteroi,2022-11-15,05:59:49,0.68
2_2022-11-15_03:59:48+00,2,Niteroi,2022-11-15,03:59:48,0.7
2_2022-11-15_01:59:44+00,2,Niteroi,2022-11-15,01:59:44,0.74
2_2022-11-14_23:59:43+00,2,Niteroi,2022-11-14,23:59:43,0.77
2_2022-11-14_21:59:41+00,2,Niteroi,2022-11-14,21:59:41,0.8
2_2022-11-14_19:59:41+00,2,Niteroi,2022-11-14,19:59:41,0.78
2_2022-11-14_17:59:41+00,2,Niteroi,2022-11-14,17:59:41,0.77
2_2022-11-14_16:03:10+00,2,Niteroi,2022-11-14,16:03:10,0.76
2_2022-11-14_13:59:46+00,2,Niteroi,2022-11-14,13:59:46,0.79
2_2022-11-14_12:00:11+00,2,Niteroi,2022-11-14,12:00:11,0.84
2_2022-11-14_09:59:48+00,2,Niteroi,2022-11-14,09:59:48,0.83
2_2022-11-14_08:00:45+00,2,Niteroi,2022-11-14,08:00:45,0.81
2_2022-11-14_06:01:27+00,2,Niteroi,2022-11-14,06:01:27,0.79
2_2022-11-14_04:01:06+00,2,Niteroi,2022-11-14,04:01:06,0.76
2_2022-11-14_02:01:03+00,2,Niteroi,2022-11-14,02:01:03,0.74
2_2022-11-14_00:00:12+00,2,Niteroi,2022-11-14,00:00:12,0.72
2_2022-11-13_21:59:42+00,2,Niteroi,2022-11-13,21:59:42,0.7
2_2022-11-13_20:00:03+00,2,Niteroi,2022-11-13,20:00:03,0.68
2_2022-11-13_18:00:57+00,2,Niteroi,2022-11-13,18:00:57,0.66
2_2022-11-13_16:07:02+00,2,Niteroi,2022-11-13,16:07:02,0.63
2_2022-11-13_14:03:12+00,2,Niteroi,2022-11-13,14:03:12,0.67
2_2022-11-13_11:59:57+00,2,Niteroi,2022-11-13,11:59:57,0.71
2_2022-11-13_10:03:09+00,2,Niteroi,2022-11-13,10:03:09,0.75
2_2022-11-13_08:02:34+00,2,Niteroi,2022-11-13,08:02:34,0.76
2_2022-11-13_05:59:41+00,2,Niteroi,2022-11-13,05:59:41,0.8
2_2022-11-13_04:00:01+00,2,Niteroi,2022-11-13,04:00:01,0.82
2_2022-11-13_01:59:45+00,2,Niteroi,2022-11-13,01:59:45,0.86
2_2022-11-13_00:00:02+00,2,Niteroi,2022-11-13,00:00:02,0.9
2_2022-11-12_21:59:43+00,2,Niteroi,2022-11-12,21:59:43,0.93
2_2022-11-12_19:59:44+00,2,Niteroi,2022-11-12,19:59:44,0.92
2_2022-11-12_17:59:57+00,2,Niteroi,2022-11-12,17:59:57,0.9
2_2022-11-12_15:59:41+00,2,Niteroi,2022-11-12,15:59:41,0.91
2_2022-11-12_13:59:51+00,2,Niteroi,2022-11-12,13:59:51,1.3
2_2022-11-12_12:01:24+00,2,Niteroi,2022-11-12,12:01:24,1.83
2_2022-11-12_09:59:51+00,2,Niteroi,2022-11-12,09:59:51,2.4
2_2022-11-12_08:00:07+00,2,Niteroi,2022-11-12,08:00:07,2.96
2_2022-11-12_06:06:06+00,2,Niteroi,2022-11-12,06:06:06,3.59
2_2022-11-12_03:59:59+00,2,Niteroi,2022-11-12,03:59:59,4.29
2_2022-11-12_02:00:22+00,2,Niteroi,2022-11-12,02:00:22,5.6
2_2022-11-11_23:59:51+00,2,Niteroi,2022-11-11,23:59:51,7.1
2_2022-11-11_21:59:46+00,2,Niteroi,2022-11-11,21:59:46,8.57
2_2022-11-11_20:00:09+00,2,Niteroi,2022-11-11,20:00:09,0.92
2_2022-11-11_18:10:53+00,2,Niteroi,2022-11-11,18:10:53,0.9
2_2022-11-11_15:59:34+00,2,Niteroi,2022-11-11,15:59:34,0.88
2_2022-11-11_13:59:22+00,2,Niteroi,2022-11-11,13:59:22,0.86
2_2022-11-11_12:00:00+00,2,Niteroi,2022-11-11,12:00:00,0.85
2_2022-11-11_10:01:47+00,2,Niteroi,2022-11-11,10:01:47,0.84
2_2022-11-11_08:09:31+00,2,Niteroi,2022-11-11,08:09:31,0.82
2_2022-11-11_05:59:49+00,2,Niteroi,2022-11-11,05:59:49,0.8
2_2022-11-11_04:00:18+00,2,Niteroi,2022-11-11,04:00:18,0.78
2_2022-11-11_01:59:46+00,2,Niteroi,2022-11-11,01:59:46,0.76
2_2022-11-11_00:00:22+00,2,Niteroi,2022-11-11,00:00:22,0.73
2_2022-11-10_22:00:34+00,2,Niteroi,2022-11-10,22:00:34,0.73
2_2022-11-10_19:59:48+00,2,Niteroi,2022-11-10,19:59:48,0.7
2_2022-11-10_17:59:42+00,2,Niteroi,2022-11-10,17:59:42,0.68
2_2022-11-10_15:59:43+00,2,Niteroi,2022-11-10,15:59:43,0.67
2_2022-11-10_14:04:30+00,2,Niteroi,2022-11-10,14:04:30,0.64
2_2022-11-10_11:59:45+00,2,Niteroi,2022-11-10,11:59:45,0.64
2_2022-11-10_09:59:49+00,2,Niteroi,2022-11-10,09:59:49,0.62
2_2022-11-10_08:02:01+00,2,Niteroi,2022-11-10,08:02:01,0.59
2_2022-11-10_06:00:20+00,2,Niteroi,2022-11-10,06:00:20,0.55
2_2022-11-10_03:59:56+00,2,Niteroi,2022-11-10,03:59:56,0.53
2_2022-11-10_00:29:48+00,2,Niteroi,2022-11-10,00:29:48,0.49
2_2022-11-09_21:59:47+00,2,Niteroi,2022-11-09,21:59:47,0.48
2_2022-11-09_20:01:27+00,2,Niteroi,2022-11-09,20:01:27,0.45
2_2022-11-09_18:00:38+00,2,Niteroi,2022-11-09,18:00:38,0.44
2_2022-11-09_16:00:36+00,2,Niteroi,2022-11-09,16:00:36,0.41
2_2022-11-09_14:21:24+00,2,Niteroi,2022-11-09,14:21:24,0.39
2_2022-11-09_11:59:27+00,2,Niteroi,2022-11-09,11:59:27,0.37
2_2022-11-09_09:59:36+00,2,Niteroi,2022-11-09,09:59:36,0.34
2_2022-11-09_07:59:46+00,2,Niteroi,2022-11-09,07:59:46,0.3
2_2022-11-09_05:59:46+00,2,Niteroi,2022-11-09,05:59:46,0.26
2_2022-11-09_03:59:56+00,2,Niteroi,2022-11-09,03:59:56,0.24
2_2022-11-09_02:00:08+00,2,Niteroi,2022-11-09,02:00:08,0.21
2_2022-11-08_23:59:43+00,2,Niteroi,2022-11-08,23:59:43,0.18
2_2022-11-08_21:59:47+00,2,Niteroi,2022-11-08,21:59:47,0.15
2_2022-11-08_19:59:49+00,2,Niteroi,2022-11-08,19:59:49,0.13
2_2022-11-08_17:59:51+00,2,Niteroi,2022-11-08,17:59:51,0.11
